cif name= ./1527984.cif
./1527984.cif
Full Formula (In16 Si16 O56)
Si1 : [5.883125 5.883125 1.176625] : 28
!!!atention to nb coordination!!!
         [2.3560691991363405, 1.7995785118240775, 2.3560691991363405, 1.7995785118240784]
         [2.35606919913634, 1.799578511824078, 2.35606919913634, 1.799578511824078]


**isite= 81
O1 : [6.5683914 4.7065    0.       ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [ 5.883125  3.529875 -1.176625] : 25
Si1 : [5.883125 5.883125 1.176625] : 28
In1 : [ 8.236375  5.883125 -1.176625] : 15
In1 : [8.236375 3.529875 1.176625] : 10
!!!atention to nb coordination!!!
         [1.7995785118240784, 1.7995785118240775, 2.356069199136339, 2.3560691991363405]
         [1.799578511824078, 1.7995785118240777, 2.35606919913634, 2.35606919913634]


**isite= 82
O1 : [7.05975   8.9216414 2.35325  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 8.236375 10.589625  3.529875] : 11
In1 : [ 5.883125 10.589625  1.176625] : 8
Si1 : [8.236375 8.236375 1.176625] : 26
Si1 : [5.883125 8.236375 3.529875] : 29
!!!atention to nb coordination!!!
         [2.356069199136339, 2.3560691991363405, 1.7995785118240781, 1.7995785118240784]
         [2.3560691991363396, 2.3560691991363396, 1.799578511824078, 1.799578511824078]


**isite= 83
O1 : [7.5511086 4.7065    4.7065   ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [5.883125 5.883125 5.883125] : 12
Si1 : [8.236375 5.883125 3.529875] : 31
In1 : [5.883125 3.529875 3.529875] : 13
Si1 : [8.236375 3.529875 5.883125] : 30
!!!atention to nb coordination!!!
         [2.3560691991363396, 1.7995785118240775, 2.3560691991363414, 1.7995785118240775]
         [2.35606919913634, 1.7995785118240777, 2.35606919913634, 1.7995785118240777]


**isite= 84
O1 : [7.05975   7.05975   0.4913586]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 8.236375  5.883125 -1.176625] : 15
In1 : [ 5.883125  8.236375 -1.176625] : 9
Si1 : [5.883125 5.883125 1.176625] : 28
Si1 : [8.236375 8.236375 1.176625] : 26
!!!atention to nb coordination!!!
         [2.3560691991363405, 2.3560691991363405, 1.7995785118240797, 1.7995785118240784]
         [2.3560691991363405, 2.3560691991363405, 1.7995785118240786, 1.7995785118240786]


**isite= 85
O1 : [7.05975   7.05975   4.2151414]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [8.236375 5.883125 3.529875] : 31
In1 : [8.236375 8.236375 5.883125] : 14
In1 : [5.883125 5.883125 5.883125] : 12
Si1 : [5.883125 8.236375 3.529875] : 29
!!!atention to nb coordination!!!
         [1.7995785118240792, 2.356069199136339, 2.3560691991363405, 1.7995785118240792]
         [1.7995785118240786, 2.35606919913634, 2.35606919913634, 1.7995785118240786]


**isite= 86
O1 : [0.        4.7065    6.5683914]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [-1.176625  5.883125  8.236375] : 15
Si1 : [-1.176625  3.529875  5.883125] : 30
Si1 : [1.176625 5.883125 5.883125] : 20
In1 : [1.176625 3.529875 8.236375] : 5
!!!atention to nb coordination!!!
         [2.356069199136339, 1.7995785118240786, 1.7995785118240775, 2.3560691991363405]
         [2.35606919913634, 1.799578511824078, 1.7995785118240777, 2.35606919913634]


**isite= 87
O1 : [0.        4.7065    2.8446086]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [-1.176625  5.883125  3.529875] : 31
In1 : [1.176625 5.883125 1.176625] : 4
In1 : [-1.176625  3.529875  1.176625] : 10
Si1 : [1.176625 3.529875 3.529875] : 17
!!!atention to nb coordination!!!
         [1.7995785118240766, 2.356069199136339, 2.35606919913634, 1.799578511824078]
         [1.7995785118240775, 2.3560691991363396, 2.35606919913634, 1.7995785118240777]

END

