cif name= ./1534029.cif
./1534029.cif
Full Formula (Cr8 Pb40 O64)
ce_fraction=  0.05520218216014648
species:coords:index
Pb1 : [2.80272441 4.91765178 1.59646144] : 31
Pb1 : [0.83698553 2.77235334 4.63652424] : 46
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
!!!atention to nb coordination!!!
         [2.229327715171307, 2.233487163020072, 2.252026704169875]
         [2.229327715171307, 2.2334871630200728, 2.252026704169875]


**isite= 95
O1 : [12.22900587  9.6125064   2.31027171]

ce_symbol  = TL:3
ce_fraction=  0.849405740155794
species:coords:index
Pb1 : [10.40364267  8.77584935  1.29062547] : 19
Pb1 : [11.8903309  10.75615178  4.19369321] : 30
Pb1 : [13.85606978  8.61085334  1.15363041] : 47
!!!atention to nb coordination!!!
         [2.2520267041698765, 2.229327715171309, 2.2334871630200737]
         [2.252026704169875, 2.2293277151713085, 2.2334871630200737]

ce_symbol  = TY:3
ce_fraction=  0.09539207768405909
species:coords:index
Pb1 : [10.40364267  8.77584935  1.29062547] : 19
Pb1 : [11.8903309  10.75615178  4.19369321] : 30
Pb1 : [13.85606978  8.61085334  1.15363041] : 47
!!!atention to nb coordination!!!
         [2.2520267041698765, 2.229327715171309, 2.2334871630200737]
         [2.252026704169875, 2.2293277151713085, 2.2334871630200737]

ce_symbol  = TS:3
ce_fraction=  0.055202182160146926
species:coords:index
Pb1 : [10.40364267  8.77584935  1.29062547] : 19
Pb1 : [11.8903309  10.75615178  4.19369321] : 30
Pb1 : [13.85606978  8.61085334  1.15363041] : 47
!!!atention to nb coordination!!!
         [2.2520267041698765, 2.229327715171309, 2.2334871630200737]
         [2.252026704169875, 2.2293277151713085, 2.2334871630200737]


**isite= 96
O1 : [10.05338864  6.8824238   5.92911837]

ce_symbol  = T:4
ce_fraction=  0.5243147753379973
species:coords:index
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
!!!atention to nb coordination!!!
         [2.316199485713846, 2.3571663726216903, 2.1997210663114823, 2.364981104593722]
         [2.316199485713845, 2.3571663726216903, 2.1997210663114823, 2.364981104593722]

ce_symbol  = T:5
ce_fraction=  0.4600261344329855
species:coords:index
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
O1 : [8.09113278 6.7855047  8.14211548] : 85
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
!!!atention to nb coordination!!!
         [2.316199485713846, 2.3571663726216903, 2.1997210663114823, 2.7600247640925257, 2.364981104593722]
         [2.316199485713845, 2.3571663726216903, 2.959256254834333, 2.1997210663114823, 2.364981104593722]

ce_symbol  = S:5
ce_fraction=  0.015344293230887159
species:coords:index
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
O1 : [8.09113278 6.7855047  8.14211548] : 85
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
!!!atention to nb coordination!!!
         [2.316199485713846, 2.3571663726216903, 2.1997210663114823, 2.7600247640925257, 2.364981104593722]
         [2.316199485713845, 2.3571663726216903, 2.959256254834333, 2.1997210663114823, 2.364981104593722]

ce_symbol  = PP:6
ce_fraction=  0.0003147969981302352
species:coords:index
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
O1 : [8.09113278 6.7855047  8.14211548] : 85
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
O1 : [11.9443109   4.8821537   5.72646296] : 102
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
!!!atention to nb coordination!!!
         [2.316199485713846, 2.3571663726216903, 2.9592562548343344, 2.1997210663114823, 2.7600247640925257, 2.364981104593722]
         [2.316199485713845, 2.3571663726216903, 2.959256254834333, 2.1997210663114823, 2.7600247640925257, 2.364981104593722]


**isite= 97
O1 : [ 4.44177729  1.0439238  11.4413456 ]

ce_symbol  = T:4
ce_fraction=  0.5243147753380049
species:coords:index
Pb1 : [ 4.4151139  -1.02360582 10.30960197] : 33
Pb1 : [ 2.57116327  1.00854249 12.88795784] : 23
Pb1 : [ 4.19046795  2.90115065 10.28968384] : 17
Pb1 : [ 6.27118321  0.8430794  12.84765836] : 11
!!!atention to nb coordination!!!
         [2.357166372621688, 2.364981104593723, 2.1997210663114832, 2.316199485713845]
         [2.3571663726216885, 2.3649811045937223, 2.1997210663114832, 2.316199485713845]

ce_symbol  = T:5
ce_fraction=  0.4600261344329775
species:coords:index
O1 : [6.40403315 0.9470047  9.22834849] : 84
Pb1 : [ 4.4151139  -1.02360582 10.30960197] : 33
Pb1 : [ 2.57116327  1.00854249 12.88795784] : 23
Pb1 : [ 4.19046795  2.90115065 10.28968384] : 17
Pb1 : [ 6.27118321  0.8430794  12.84765836] : 11
!!!atention to nb coordination!!!
         [2.357166372621688, 2.7600247640925253, 2.364981104593723, 2.1997210663114832, 2.316199485713845]
         [2.9592562548343317, 2.3571663726216885, 2.3649811045937223, 2.1997210663114832, 2.316199485713845]

ce_symbol  = S:5
ce_fraction=  0.015344293230887438
species:coords:index
O1 : [6.40403315 0.9470047  9.22834849] : 84
Pb1 : [ 4.4151139  -1.02360582 10.30960197] : 33
Pb1 : [ 2.57116327  1.00854249 12.88795784] : 23
Pb1 : [ 4.19046795  2.90115065 10.28968384] : 17
Pb1 : [ 6.27118321  0.8430794  12.84765836] : 11
!!!atention to nb coordination!!!
         [2.357166372621688, 2.7600247640925253, 2.364981104593723, 2.1997210663114832, 2.316199485713845]
         [2.9592562548343317, 2.3571663726216885, 2.3649811045937223, 2.1997210663114832, 2.316199485713845]

ce_symbol  = PP:6
ce_fraction=  0.0003147969981302494
species:coords:index
O1 : [6.40403315 0.9470047  9.22834849] : 84
Pb1 : [ 4.4151139  -1.02360582 10.30960197] : 33
O1 : [ 2.55085503 -0.9563463  11.64400101] : 103
Pb1 : [ 2.57116327  1.00854249 12.88795784] : 23
Pb1 : [ 4.19046795  2.90115065 10.28968384] : 17
Pb1 : [ 6.27118321  0.8430794  12.84765836] : 11
!!!atention to nb coordination!!!
         [2.9592562548343317, 2.357166372621688, 2.7600247640925253, 2.364981104593723, 2.1997210663114832, 2.316199485713845]
         [2.9592562548343317, 2.3571663726216885, 2.7600247640925235, 2.3649811045937223, 2.1997210663114832, 2.316199485713845]


**isite= 98
O1 : [4.54072198 4.7945762  5.65119094]

ce_symbol  = T:4
ce_fraction=  0.5243147753380053
species:coords:index
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
!!!atention to nb coordination!!!
         [2.3571663726216903, 2.316199485713843, 2.3649811045937206, 2.199721066311483]
         [2.3571663726216903, 2.316199485713844, 2.364981104593721, 2.199721066311483]

ce_symbol  = T:5
ce_fraction=  0.4600261344329769
species:coords:index
O1 : [6.50297784 4.8914953  3.43819384] : 87
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
!!!atention to nb coordination!!!
         [2.760024764092524, 2.3571663726216903, 2.316199485713843, 2.3649811045937206, 2.199721066311483]
         [2.959256254834334, 2.3571663726216903, 2.316199485713844, 2.364981104593721, 2.199721066311483]

ce_symbol  = S:5
ce_fraction=  0.01534429323088748
species:coords:index
O1 : [6.50297784 4.8914953  3.43819384] : 87
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
!!!atention to nb coordination!!!
         [2.760024764092524, 2.3571663726216903, 2.316199485713843, 2.3649811045937206, 2.199721066311483]
         [2.959256254834334, 2.3571663726216903, 2.316199485713844, 2.364981104593721, 2.199721066311483]

ce_symbol  = PP:6
ce_fraction=  0.0003147969981302783
species:coords:index
O1 : [2.64979972 6.7948463  5.85384636] : 100
O1 : [6.50297784 4.8914953  3.43819384] : 87
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
!!!atention to nb coordination!!!
         [2.760024764092524, 2.959256254834333, 2.3571663726216903, 2.316199485713843, 2.3649811045937206, 2.199721066311483]
         [2.7600247640925244, 2.959256254834334, 2.3571663726216903, 2.316199485713844, 2.364981104593721, 2.199721066311483]


**isite= 99
O1 : [10.15233333 10.6330762   0.13896371]

ce_symbol  = T:4
ce_fraction=  0.5243147753379994
species:coords:index
Pb1 : [12.02294735 10.66845751 -1.30764853] : 21
Pb1 : [10.40364267  8.77584935  1.29062547] : 19
Pb1 : [10.17899672 12.70060582  1.27070734] : 35
Pb1 : [ 8.32292741 10.8339206  -1.26734905] : 9
!!!atention to nb coordination!!!
         [2.3649811045937206, 2.199721066311482, 2.3571663726216903, 2.3161994857138466]
         [2.364981104593721, 2.1997210663114823, 2.35716637262169, 2.316199485713845]

ce_symbol  = T:5
ce_fraction=  0.4600261344329831
species:coords:index
Pb1 : [12.02294735 10.66845751 -1.30764853] : 21
O1 : [ 8.19007747 10.7299953   2.35196082] : 86
Pb1 : [10.40364267  8.77584935  1.29062547] : 19
Pb1 : [10.17899672 12.70060582  1.27070734] : 35
Pb1 : [ 8.32292741 10.8339206  -1.26734905] : 9
!!!atention to nb coordination!!!
         [2.760024764092527, 2.3649811045937206, 2.199721066311482, 2.3571663726216903, 2.3161994857138466]
         [2.364981104593721, 2.959256254834333, 2.1997210663114823, 2.35716637262169, 2.316199485713845]

ce_symbol  = S:5
ce_fraction=  0.015344293230887193
species:coords:index
Pb1 : [12.02294735 10.66845751 -1.30764853] : 21
O1 : [ 8.19007747 10.7299953   2.35196082] : 86
Pb1 : [10.40364267  8.77584935  1.29062547] : 19
Pb1 : [10.17899672 12.70060582  1.27070734] : 35
Pb1 : [ 8.32292741 10.8339206  -1.26734905] : 9
!!!atention to nb coordination!!!
         [2.760024764092527, 2.3649811045937206, 2.199721066311482, 2.3571663726216903, 2.3161994857138466]
         [2.364981104593721, 2.959256254834333, 2.1997210663114823, 2.35716637262169, 2.316199485713845]

ce_symbol  = PP:6
ce_fraction=  0.0003147969981302663
species:coords:index
O1 : [12.04325559 12.6333463  -0.0636917 ] : 101
Pb1 : [12.02294735 10.66845751 -1.30764853] : 21
O1 : [ 8.19007747 10.7299953   2.35196082] : 86
Pb1 : [10.40364267  8.77584935  1.29062547] : 19
Pb1 : [10.17899672 12.70060582  1.27070734] : 35
Pb1 : [ 8.32292741 10.8339206  -1.26734905] : 9
!!!atention to nb coordination!!!
         [2.760024764092527, 2.3649811045937206, 2.9592562548343344, 2.199721066311482, 2.3571663726216903, 2.3161994857138466]
         [2.7600247640925257, 2.364981104593721, 2.959256254834333, 2.1997210663114823, 2.35716637262169, 2.316199485713845]


**isite= 100
O1 : [2.64979972 6.7948463  5.85384636]

ce_symbol  = T:4
ce_fraction=  0.9995673370361489
species:coords:index
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
Pb1 : [0.85363278 6.46181826 4.40677091] : 26
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
!!!atention to nb coordination!!!
         [2.223302787687615, 2.330482938396474, 2.2936010536253484, 2.3256459248663983]
         [2.223302787687615, 2.330482938396473, 2.293601053625348, 2.3256459248663988]

ce_symbol  = TI:9
ce_fraction=  0.0004326629638511247
species:coords:index
O1 : [4.46459514 9.0298241  5.60486971] : 62
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
O1 : [1.29194391 9.0800352  4.63907191] : 110
O1 : [0.89849061 6.9886845  8.18727868] : 73
O1 : [0.69719635 4.6871478  5.85732045] : 58
Pb1 : [0.85363278 6.46181826 4.40677091] : 26
O1 : [4.54072198 4.7945762  5.65119094] : 98
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
!!!atention to nb coordination!!!
         [2.8897400508258975, 2.223302787687615, 2.9225909139574813, 2.9239636231683526, 2.87316288161949, 2.330482938396474, 2.7600247640925244, 2.2936010536253484, 2.3256459248663983]
         [2.8897400508258975, 2.223302787687615, 2.9225909139574813, 2.9239636231683526, 2.87316288161949, 2.330482938396473, 2.7600247640925244, 2.293601053625348, 2.3256459248663988]


**isite= 101
O1 : [11.84536621  0.9563463  11.51661761]

ce_symbol  = T:4
ce_fraction=  0.9995673370361489
species:coords:index
Pb1 : [11.80419481  2.82735201 10.31631855] : 37
Pb1 : [13.64153316  0.62331826 12.96369306] : 27
Pb1 : [11.82505797 -1.00854249 10.27266079] : 21
Pb1 : [ 9.98110734  1.02360582 12.85101665] : 35
!!!atention to nb coordination!!!
         [2.2233027876876137, 2.3304829383964725, 2.3256459248663988, 2.293601053625351]
         [2.223302787687613, 2.330482938396472, 2.325645924866399, 2.2936010536253497]

ce_symbol  = TI:9
ce_fraction=  0.00043266296385113985
species:coords:index
O1 : [13.79796958 -1.1513522  11.51314352] : 59
O1 : [13.59667532  1.1501845   9.18318529] : 72
Pb1 : [11.80419481  2.82735201 10.31631855] : 37
Pb1 : [13.64153316  0.62331826 12.96369306] : 27
O1 : [10.03057079  3.1913241  11.76559426] : 63
O1 : [13.20322202  3.2415352  12.73139206] : 111
Pb1 : [11.82505797 -1.00854249 10.27266079] : 21
O1 : [ 9.95444395 -1.0439238  11.71927303] : 99
Pb1 : [ 9.98110734  1.02360582 12.85101665] : 35
!!!atention to nb coordination!!!
         [2.87316288161949, 2.9239636231683517, 2.2233027876876137, 2.3304829383964725, 2.8897400508258975, 2.922590913957479, 2.3256459248663988, 2.7600247640925275, 2.293601053625351]
         [2.873162881619491, 2.9239636231683517, 2.223302787687613, 2.330482938396472, 2.8897400508258975, 2.92259091395748, 2.325645924866399, 2.760024764092527, 2.2936010536253497]


**isite= 102
O1 : [11.9443109   4.8821537   5.72646296]

ce_symbol  = T:4
ce_fraction=  0.9995673370361489
species:coords:index
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [13.74047784  5.21518174  7.17353841] : 24
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38

ce_symbol  = TI:9
ce_fraction=  0.0004326629638511426
species:coords:index
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
O1 : [10.05338864  6.8824238   5.92911837] : 96
O1 : [13.30216671  2.5969648   6.9412374 ] : 108
Pb1 : [13.74047784  5.21518174  7.17353841] : 24
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
O1 : [10.12951548  2.6471759   5.97543961] : 60
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38
O1 : [13.69562001  4.6883155   3.39303063] : 75
O1 : [13.89691427  6.9898522   5.72298886] : 56
!!!atention to nb coordination!!!
         [2.2936010536253484, 2.7600247640925253, 2.922590913957481, 2.330482938396472, 2.3256459248663988, 2.889740050825899, 2.223302787687614, 2.9239636231683495, 2.873162881619489]
         [2.2936010536253484, 2.7600247640925257, 2.922590913957481, 2.330482938396472, 2.3256459248663988, 2.889740050825899, 2.223302787687614, 2.923963623168351, 2.8731628816194896]


**isite= 103
O1 : [ 2.74874441 10.7206537   0.0636917 ]

ce_symbol  = T:4
ce_fraction=  0.9995673370361489
species:coords:index
Pb1 : [ 4.61300328 10.65339418 -1.27070734] : 33
Pb1 : [ 2.76905265 12.68554249  1.30764853] : 23
Pb1 : [2.78991581 8.84964799 1.26399076] : 39
Pb1 : [ 0.95257747 11.05368174 -1.38338375] : 25
!!!atention to nb coordination!!!
         [2.2936010536253466, 2.3256459248663996, 2.2233027876876146, 2.3304829383964716]
         [2.293601053625347, 2.3256459248663996, 2.2233027876876146, 2.330482938396472]

ce_symbol  = TI:9
ce_fraction=  0.0004326629638511497
species:coords:index
O1 : [ 4.63966667 12.7209238  -0.13896371] : 97
O1 : [ 1.3908886   8.4354648  -1.15108275] : 109
Pb1 : [ 4.61300328 10.65339418 -1.27070734] : 33
O1 : [ 4.56353983  8.4856759  -0.18528495] : 61
O1 : [ 0.9974353  10.5268155   2.39712403] : 74
O1 : [ 0.79614104 12.8283522   0.06716579] : 57
Pb1 : [ 2.76905265 12.68554249  1.30764853] : 23
Pb1 : [2.78991581 8.84964799 1.26399076] : 39
Pb1 : [ 0.95257747 11.05368174 -1.38338375] : 25
!!!atention to nb coordination!!!
         [2.7600247640925226, 2.922590913957481, 2.2936010536253466, 2.889740050825897, 2.9239636231683535, 2.87316288161949, 2.3256459248663996, 2.2233027876876146, 2.3304829383964716]
         [2.760024764092524, 2.922590913957481, 2.293601053625347, 2.889740050825897, 2.9239636231683535, 2.87316288161949, 2.3256459248663996, 2.2233027876876146, 2.330482938396472]


**isite= 104
O1 : [4.43634123 7.8714657  8.2104393 ]

ce_symbol  = TL:3
ce_fraction=  0.9495860447307897
species:coords:index
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
Pb1 : [ 4.60804517  6.75584512 10.09930356] : 13
!!!atention to nb coordination!!!
         [2.2392815729200057, 2.257144717530348, 2.2004317043557933]
         [2.2392815729200057, 2.2571447175303487, 2.2004317043557933]

ce_symbol  = TY:3
ce_fraction=  0.04860461077559211
species:coords:index
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
Pb1 : [ 4.60804517  6.75584512 10.09930356] : 13
!!!atention to nb coordination!!!
         [2.2392815729200057, 2.257144717530348, 2.2004317043557933]
         [2.2392815729200057, 2.2571447175303487, 2.2004317043557933]

ce_symbol  = TS:3
ce_fraction=  0.0018093444936182282
species:coords:index
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
Pb1 : [ 4.60804517  6.75584512 10.09930356] : 13
!!!atention to nb coordination!!!
         [2.2392815729200057, 2.257144717530348, 2.2004317043557933]
         [2.2392815729200057, 2.2571447175303487, 2.2004317043557933]


**isite= 105
O1 : [10.0588247   2.0329657   9.16002467]

ce_symbol  = TL:3
ce_fraction=  0.9495860447307902
species:coords:index
Pb1 : [9.88712076 0.91734512 7.27116041] : 12
Pb1 : [ 8.30856769  2.96607477 10.23734084] : 41
Pb1 : [11.80419481  2.82735201 10.31631855] : 37
!!!atention to nb coordination!!!
         [2.2004317043557933, 2.2571447175303505, 2.2392815729200044]
         [2.2004317043557933, 2.257144717530349, 2.2392815729200057]

ce_symbol  = TY:3
ce_fraction=  0.0486046107755915
species:coords:index
Pb1 : [9.88712076 0.91734512 7.27116041] : 12
Pb1 : [ 8.30856769  2.96607477 10.23734084] : 41
Pb1 : [11.80419481  2.82735201 10.31631855] : 37
!!!atention to nb coordination!!!
         [2.2004317043557933, 2.2571447175303505, 2.2392815729200044]
         [2.2004317043557933, 2.257144717530349, 2.2392815729200057]

ce_symbol  = TS:3
ce_fraction=  0.0018093444936182305
species:coords:index
Pb1 : [9.88712076 0.91734512 7.27116041] : 12
Pb1 : [ 8.30856769  2.96607477 10.23734084] : 41
Pb1 : [11.80419481  2.82735201 10.31631855] : 37
!!!atention to nb coordination!!!
         [2.2004317043557933, 2.2571447175303505, 2.2392815729200044]
         [2.2004317043557933, 2.257144717530349, 2.2392815729200057]


**isite= 106
O1 : [10.15776939  3.8055343   3.36987001]

ce_symbol  = TL:3
ce_fraction=  0.9495860447307899
species:coords:index
Pb1 : [9.98606545 4.92115488 1.48100576] : 15
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
!!!atention to nb coordination!!!
         [2.2004317043557933, 2.2392815729200057, 2.2571447175303487]
         [2.2004317043557933, 2.2392815729200057, 2.257144717530349]

ce_symbol  = TY:3
ce_fraction=  0.04860461077559184
species:coords:index
Pb1 : [9.98606545 4.92115488 1.48100576] : 15
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
!!!atention to nb coordination!!!
         [2.2004317043557933, 2.2392815729200057, 2.2571447175303487]
         [2.2004317043557933, 2.2392815729200057, 2.257144717530349]

ce_symbol  = TS:3
ce_fraction=  0.0018093444936182579
species:coords:index
Pb1 : [9.98606545 4.92115488 1.48100576] : 15
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
!!!atention to nb coordination!!!
         [2.2004317043557933, 2.2392815729200057, 2.2571447175303487]
         [2.2004317043557933, 2.2392815729200057, 2.257144717530349]


**isite= 107
O1 : [4.53528592 9.6440343  2.42028465]

ce_symbol  = TL:3
ce_fraction=  0.9495860447307894
species:coords:index
Pb1 : [2.78991581 8.84964799 1.26399076] : 39
Pb1 : [6.28554293 8.71092523 1.34296847] : 43
Pb1 : [ 4.70698986 10.75965488  4.3091489 ] : 14
!!!atention to nb coordination!!!
         [2.239281572920006, 2.257144717530348, 2.200431704355792]
         [2.239281572920006, 2.2571447175303487, 2.2004317043557924]

ce_symbol  = TY:3
ce_fraction=  0.04860461077559232
species:coords:index
Pb1 : [2.78991581 8.84964799 1.26399076] : 39
Pb1 : [6.28554293 8.71092523 1.34296847] : 43
Pb1 : [ 4.70698986 10.75965488  4.3091489 ] : 14
!!!atention to nb coordination!!!
         [2.239281572920006, 2.257144717530348, 2.200431704355792]
         [2.239281572920006, 2.2571447175303487, 2.2004317043557924]

ce_symbol  = TS:3
ce_fraction=  0.0018093444936182774
species:coords:index
Pb1 : [2.78991581 8.84964799 1.26399076] : 39
Pb1 : [6.28554293 8.71092523 1.34296847] : 43
Pb1 : [ 4.70698986 10.75965488  4.3091489 ] : 14
!!!atention to nb coordination!!!
         [2.239281572920006, 2.257144717530348, 2.200431704355792]
         [2.239281572920006, 2.2571447175303487, 2.2004317043557924]


**isite= 108
O1 : [13.30216671  2.5969648   6.9412374 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [13.62643291  1.132669    7.52835908] : 4
!!!atention to nb coordination!!!
         [1.6105969804811486]
         [1.610596980481149]


**isite= 109
O1 : [ 1.19299922  8.4354648  10.42922657]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [0.86873302 6.971169   9.84210489] : 5
!!!atention to nb coordination!!!
         [1.6105969804811497]
         [1.610596980481149]


**isite= 110
O1 : [1.29194391 9.0800352  4.63907191]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [ 0.96767771 10.544331    4.05195023] : 6
!!!atention to nb coordination!!!
         [1.6105969804811475]
         [1.610596980481149]


**isite= 111
O1 : [13.4011114   3.2415352   1.15108275]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [13.7253776   4.705831    1.73820443] : 7
!!!atention to nb coordination!!!
         [1.6105969804811484]
         [1.6105969804811489]

END

