cif name= ./4329528.cif
./4329528.cif
Full Formula (Na16 Nb16 O48)
ce_fraction=  0.2481857707433385
species:coords:index
Nb1 : [-1.95635316  1.96608325  3.93356029] : 22
Na1 : [0.         3.93374    2.02890555] : 8
Na1 : [0.        3.93374   5.9137092] : 10
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.983713168254199, 2.7238319050376902, 2.464763741299937, 1.9837131682542002]
         [1.9837131682542002, 2.72383190503769, 2.4647637412999366, 1.9837131682542002]

ce_symbol  = SS:4
ce_fraction=  0.18432295604546073
species:coords:index
Nb1 : [-1.95635316  1.96608325  3.93356029] : 22
Na1 : [0.         3.93374    2.02890555] : 8
Na1 : [0.        3.93374   5.9137092] : 10
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.983713168254199, 2.7238319050376902, 2.464763741299937, 1.9837131682542002]
         [1.9837131682542002, 2.72383190503769, 2.4647637412999366, 1.9837131682542002]

ce_symbol  = TS:3
ce_fraction=  0.053813330882730284
species:coords:index
Nb1 : [-1.95635316  1.96608325  3.93356029] : 22
Na1 : [0.        3.93374   5.9137092] : 10
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.983713168254199, 2.464763741299937, 1.9837131682542002]
         [1.9837131682542002, 2.4647637412999366, 1.9837131682542002]

ce_symbol  = TL:3
ce_fraction=  0.040884279833817434
species:coords:index
Nb1 : [-1.95635316  1.96608325  3.93356029] : 22
Na1 : [0.        3.93374   5.9137092] : 10
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.983713168254199, 2.464763741299937, 1.9837131682542002]
         [1.9837131682542002, 2.4647637412999366, 1.9837131682542002]

ce_symbol  = A:2
ce_fraction=  0.0029584495040414533
species:coords:index
Nb1 : [-1.95635316  1.96608325  3.93356029] : 22
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.983713168254199, 1.9837131682542002]
         [1.9837131682542002, 1.9837131682542002]

ce_symbol  = TY:3
ce_fraction=  0.002844793204189286
species:coords:index
Nb1 : [-1.95635316  1.96608325  3.93356029] : 22
Na1 : [0.        3.93374   5.9137092] : 10
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.983713168254199, 2.464763741299937, 1.9837131682542002]
         [1.9837131682542002, 2.4647637412999366, 1.9837131682542002]


**isite= 38
O1 : [ 3.92842     6.15158261 11.58363517]

ce_symbol  = L:2
ce_fraction=  0.46699041978641964
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24

ce_symbol  = T:4
ce_fraction=  0.24818577074333856
species:coords:index
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [3.92842   7.86748   9.8142408] : 11
!!!atention to nb coordination!!!
         [2.7238319050376916, 1.9837131682542013, 1.9837131682542006, 2.4647637412999366]
         [2.7238319050376902, 1.9837131682542013, 1.9837131682542006, 2.4647637412999366]

ce_symbol  = SS:4
ce_fraction=  0.1843229560454628
species:coords:index
Na1 : [ 3.92842     7.86748    13.69904445] : 9
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [3.92842   7.86748   9.8142408] : 11
!!!atention to nb coordination!!!
         [2.7238319050376916, 1.9837131682542013, 1.9837131682542006, 2.4647637412999366]
         [2.7238319050376902, 1.9837131682542013, 1.9837131682542006, 2.4647637412999366]

ce_symbol  = TS:3
ce_fraction=  0.05381333088273075
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [3.92842   7.86748   9.8142408] : 11

ce_symbol  = TL:3
ce_fraction=  0.040884279833817504
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [3.92842   7.86748   9.8142408] : 11

ce_symbol  = A:2
ce_fraction=  0.002958449504041463
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24

ce_symbol  = TY:3
ce_fraction=  0.0028447932041892965
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
Na1 : [3.92842   7.86748   9.8142408] : 11


**isite= 39
O1 : [ 3.92842     1.71589739 11.58363517]

ce_symbol  = L:2
ce_fraction=  0.46699041978642064
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27

ce_symbol  = T:4
ce_fraction=  0.24818577074333847
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [ 3.92842     0.         13.69904445] : 9
Na1 : [3.92842   0.        9.8142408] : 11
!!!atention to nb coordination!!!
         [1.9837131682542006, 1.9837131682542013, 2.7238319050376916, 2.4647637412999366]
         [1.9837131682542006, 1.9837131682542013, 2.7238319050376902, 2.4647637412999366]

ce_symbol  = SS:4
ce_fraction=  0.18432295604546245
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [ 3.92842     0.         13.69904445] : 9
Na1 : [3.92842   0.        9.8142408] : 11
!!!atention to nb coordination!!!
         [1.9837131682542006, 1.9837131682542013, 2.7238319050376916, 2.4647637412999366]
         [1.9837131682542006, 1.9837131682542013, 2.7238319050376902, 2.4647637412999366]

ce_symbol  = TS:3
ce_fraction=  0.053813330882730305
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [3.92842   0.        9.8142408] : 11

ce_symbol  = TL:3
ce_fraction=  0.04088427983381738
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [3.92842   0.        9.8142408] : 11

ce_symbol  = A:2
ce_fraction=  0.0029584495040414645
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27

ce_symbol  = TY:3
ce_fraction=  0.002844793204189283
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [3.92842   0.        9.8142408] : 11


**isite= 40
O1 : [0.         6.197214   7.77589848]

ce_symbol  = L:2
ce_fraction=  0.560799884051675
species:coords:index
Nb1 : [-1.96421   5.90061   7.863975] : 28
Nb1 : [1.96421  5.90061  7.863975] : 29
!!!atention to nb coordination!!!
         [1.9884296135187884, 1.9884296135187882]
         [1.9884296135187884, 1.9884296135187884]

ce_symbol  = T:4
ce_fraction=  0.2630101169257474
species:coords:index
Nb1 : [-1.96421   5.90061   7.863975] : 28
Na1 : [0.        7.86748   5.9137092] : 2
Nb1 : [1.96421  5.90061  7.863975] : 29
Na1 : [0.         7.86748    9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187882, 2.5749218797825177]
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187884, 2.5749218797825177]

ce_symbol  = SS:4
ce_fraction=  0.15617936948419742
species:coords:index
Nb1 : [-1.96421   5.90061   7.863975] : 28
Na1 : [0.        7.86748   5.9137092] : 2
Nb1 : [1.96421  5.90061  7.863975] : 29
Na1 : [0.         7.86748    9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187882, 2.5749218797825177]
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187884, 2.5749218797825177]

ce_symbol  = TS:3
ce_fraction=  0.012487253522387332
species:coords:index
Nb1 : [-1.96421   5.90061   7.863975] : 28
Na1 : [0.        7.86748   5.9137092] : 2
Nb1 : [1.96421  5.90061  7.863975] : 29
!!!atention to nb coordination!!!
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187882]
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187884]

ce_symbol  = TL:3
ce_fraction=  0.004589457797535553
species:coords:index
Nb1 : [-1.96421   5.90061   7.863975] : 28
Na1 : [0.        7.86748   5.9137092] : 2
Nb1 : [1.96421  5.90061  7.863975] : 29
!!!atention to nb coordination!!!
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187882]
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187884]

ce_symbol  = A:2
ce_fraction=  0.0020213367041609417
species:coords:index
Nb1 : [-1.96421   5.90061   7.863975] : 28
Nb1 : [1.96421  5.90061  7.863975] : 29
!!!atention to nb coordination!!!
         [1.9884296135187884, 1.9884296135187882]
         [1.9884296135187884, 1.9884296135187884]

ce_symbol  = TY:3
ce_fraction=  0.0009125815142963131
species:coords:index
Nb1 : [-1.96421   5.90061   7.863975] : 28
Na1 : [0.        7.86748   5.9137092] : 2
Nb1 : [1.96421  5.90061  7.863975] : 29
!!!atention to nb coordination!!!
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187882]
         [1.9884296135187884, 2.5015070335030147, 1.9884296135187884]


**isite= 41
O1 : [0.         1.670266   7.77589848]

ce_symbol  = L:2
ce_fraction=  0.5607998840516734
species:coords:index
Nb1 : [-1.96421   1.96687   7.863975] : 30
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [1.9884296135187889, 1.9884296135187887]
         [1.9884296135187887, 1.9884296135187887]

ce_symbol  = T:4
ce_fraction=  0.26301011692574955
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [-1.96421   1.96687   7.863975] : 30
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [2.5015070335030143, 1.9884296135187889, 1.9884296135187887, 2.5749218797825173]
         [2.5015070335030147, 1.9884296135187887, 1.9884296135187887, 2.5749218797825173]

ce_symbol  = SS:4
ce_fraction=  0.1561793694841973
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [-1.96421   1.96687   7.863975] : 30
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [2.5015070335030143, 1.9884296135187889, 1.9884296135187887, 2.5749218797825173]
         [2.5015070335030147, 1.9884296135187887, 1.9884296135187887, 2.5749218797825173]

ce_symbol  = TS:3
ce_fraction=  0.012487253522387082
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [-1.96421   1.96687   7.863975] : 30
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [2.5015070335030143, 1.9884296135187889, 1.9884296135187887]
         [2.5015070335030147, 1.9884296135187887, 1.9884296135187887]

ce_symbol  = TL:3
ce_fraction=  0.0045894577975354855
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [-1.96421   1.96687   7.863975] : 30
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [2.5015070335030143, 1.9884296135187889, 1.9884296135187887]
         [2.5015070335030147, 1.9884296135187887, 1.9884296135187887]

ce_symbol  = A:2
ce_fraction=  0.0020213367041609716
species:coords:index
Nb1 : [-1.96421   1.96687   7.863975] : 30
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [1.9884296135187889, 1.9884296135187887]
         [1.9884296135187887, 1.9884296135187887]

ce_symbol  = TY:3
ce_fraction=  0.0009125815142962987
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [-1.96421   1.96687   7.863975] : 30
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [2.5015070335030143, 1.9884296135187889, 1.9884296135187887]
         [2.5015070335030147, 1.9884296135187887, 1.9884296135187887]


**isite= 42
O1 : [3.92842    5.604006   7.95205152]

ce_symbol  = L:2
ce_fraction=  0.5607998840516697
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [1.9884296135187889, 1.9884296135187887]
         [1.9884296135187887, 1.9884296135187884]

ce_symbol  = T:4
ce_fraction=  0.2630101169257516
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [2.501507033503013, 2.5749218797825173, 1.9884296135187889, 1.9884296135187887]
         [2.501507033503014, 2.5749218797825177, 1.9884296135187887, 1.9884296135187884]

ce_symbol  = SS:4
ce_fraction=  0.15617936948419797
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [2.501507033503013, 2.5749218797825173, 1.9884296135187889, 1.9884296135187887]
         [2.501507033503014, 2.5749218797825177, 1.9884296135187887, 1.9884296135187884]

ce_symbol  = TS:3
ce_fraction=  0.012487253522387576
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [2.501507033503013, 1.9884296135187889, 1.9884296135187887]
         [2.501507033503014, 1.9884296135187887, 1.9884296135187884]

ce_symbol  = TL:3
ce_fraction=  0.004589457797535679
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [2.501507033503013, 1.9884296135187889, 1.9884296135187887]
         [2.501507033503014, 1.9884296135187887, 1.9884296135187884]

ce_symbol  = A:2
ce_fraction=  0.00202133670416099
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [1.9884296135187889, 1.9884296135187887]
         [1.9884296135187887, 1.9884296135187884]

ce_symbol  = TY:3
ce_fraction=  0.0009125815142963356
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [2.501507033503013, 1.9884296135187889, 1.9884296135187887]
         [2.501507033503014, 1.9884296135187887, 1.9884296135187884]


**isite= 43
O1 : [3.92842    2.263474   7.95205152]

ce_symbol  = L:2
ce_fraction=  0.5607998840516696
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.9884296135187887, 1.9884296135187884]
         [1.9884296135187889, 1.9884296135187887]

ce_symbol  = T:4
ce_fraction=  0.26301011692575293
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [5.89263  1.96687  7.863975] : 30
Na1 : [3.92842    3.93374    5.99234895] : 5
!!!atention to nb coordination!!!
         [1.9884296135187887, 2.501507033503014, 1.9884296135187884, 2.5749218797825177]
         [1.9884296135187889, 2.501507033503013, 1.9884296135187887, 2.5749218797825173]

ce_symbol  = SS:4
ce_fraction=  0.1561793694841975
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [5.89263  1.96687  7.863975] : 30
Na1 : [3.92842    3.93374    5.99234895] : 5
!!!atention to nb coordination!!!
         [1.9884296135187887, 2.501507033503014, 1.9884296135187884, 2.5749218797825177]
         [1.9884296135187889, 2.501507033503013, 1.9884296135187887, 2.5749218797825173]

ce_symbol  = TS:3
ce_fraction=  0.012487253522387096
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.9884296135187887, 2.501507033503014, 1.9884296135187884]
         [1.9884296135187889, 2.501507033503013, 1.9884296135187887]

ce_symbol  = TL:3
ce_fraction=  0.004589457797535536
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.9884296135187887, 2.501507033503014, 1.9884296135187884]
         [1.9884296135187889, 2.501507033503013, 1.9884296135187887]

ce_symbol  = A:2
ce_fraction=  0.002021336704161031
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.9884296135187887, 1.9884296135187884]
         [1.9884296135187889, 1.9884296135187887]

ce_symbol  = TY:3
ce_fraction=  0.000912581514296312
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.9884296135187887, 2.501507033503014, 1.9884296135187884]
         [1.9884296135187889, 2.501507033503013, 1.9884296135187887]


**isite= 44
O1 : [ 0.          5.63154218 12.06962883]

ce_symbol  = S:5
ce_fraction=  0.9499410092080853
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [-1.97206684  5.89982325 11.79438971] : 24
Na1 : [0.        3.93374   9.8456967] : 12
Na1 : [ 0.          3.93374    13.73050035] : 14
Na1 : [ 0.          7.86748    13.76195625] : 6
!!!atention to nb coordination!!!
         [2.0091736930403923, 2.009173693040393, 2.7979289438514163, 2.3750845167998293, 2.8041736774855286]
         [2.0091736930403923, 2.009173693040393, 2.7979289438514168, 2.37508451679983, 2.8041736774855286]

ce_symbol  = T:5
ce_fraction=  0.027347391373894855
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [-1.97206684  5.89982325 11.79438971] : 24
Na1 : [0.        3.93374   9.8456967] : 12
Na1 : [ 0.          3.93374    13.73050035] : 14
Na1 : [ 0.          7.86748    13.76195625] : 6
!!!atention to nb coordination!!!
         [2.0091736930403923, 2.009173693040393, 2.7979289438514163, 2.3750845167998293, 2.8041736774855286]
         [2.0091736930403923, 2.009173693040393, 2.7979289438514168, 2.37508451679983, 2.8041736774855286]

ce_symbol  = L:2
ce_fraction=  0.022166832045966794
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [-1.97206684  5.89982325 11.79438971] : 24

ce_symbol  = A:2
ce_fraction=  0.0005447673720529483
species:coords:index
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Nb1 : [-1.97206684  5.89982325 11.79438971] : 24


**isite= 45
O1 : [ 0.          2.23593782 12.06962883]

ce_symbol  = S:5
ce_fraction=  0.9499410092080854
species:coords:index
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.        3.93374   9.8456967] : 12
Na1 : [ 0.          3.93374    13.73050035] : 14
Nb1 : [-1.97206684  1.96765675 11.79438971] : 26
Na1 : [ 0.          0.         13.76195625] : 6
!!!atention to nb coordination!!!
         [2.0091736930403923, 2.7979289438514177, 2.375084516799831, 2.0091736930403927, 2.8041736774855286]
         [2.0091736930403923, 2.797928943851417, 2.3750845167998302, 2.009173693040393, 2.8041736774855286]

ce_symbol  = T:5
ce_fraction=  0.027347391373894876
species:coords:index
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.        3.93374   9.8456967] : 12
Na1 : [ 0.          3.93374    13.73050035] : 14
Nb1 : [-1.97206684  1.96765675 11.79438971] : 26
Na1 : [ 0.          0.         13.76195625] : 6
!!!atention to nb coordination!!!
         [2.0091736930403923, 2.7979289438514177, 2.375084516799831, 2.0091736930403927, 2.8041736774855286]
         [2.0091736930403923, 2.797928943851417, 2.3750845167998302, 2.009173693040393, 2.8041736774855286]

ce_symbol  = L:2
ce_fraction=  0.022166832045966672
species:coords:index
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [-1.97206684  1.96765675 11.79438971] : 26
!!!atention to nb coordination!!!
         [2.0091736930403923, 2.0091736930403927]
         [2.0091736930403923, 2.009173693040393]

ce_symbol  = A:2
ce_fraction=  0.0005447673720529443
species:coords:index
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [-1.97206684  1.96765675 11.79438971] : 26
!!!atention to nb coordination!!!
         [2.0091736930403923, 2.0091736930403927]
         [2.0091736930403923, 2.009173693040393]


**isite= 46
O1 : [3.92842    6.16967782 3.65832117]

ce_symbol  = S:5
ce_fraction=  0.9499410092080868
species:coords:index
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
Na1 : [3.92842   7.86748   5.8822533] : 13
Na1 : [3.92842    7.86748    1.99744965] : 15
Na1 : [3.92842    3.93374    1.96599375] : 7
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
!!!atention to nb coordination!!!
         [2.009173693040393, 2.797928943851418, 2.37508451679983, 2.804173677485527, 2.0091736930403945]
         [2.009173693040393, 2.7979289438514177, 2.37508451679983, 2.8041736774855277, 2.0091736930403936]

ce_symbol  = T:5
ce_fraction=  0.02734739137389488
species:coords:index
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
Na1 : [3.92842   7.86748   5.8822533] : 13
Na1 : [3.92842    7.86748    1.99744965] : 15
Na1 : [3.92842    3.93374    1.96599375] : 7
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
!!!atention to nb coordination!!!
         [2.009173693040393, 2.797928943851418, 2.37508451679983, 2.804173677485527, 2.0091736930403945]
         [2.009173693040393, 2.7979289438514177, 2.37508451679983, 2.8041736774855277, 2.0091736930403936]

ce_symbol  = L:2
ce_fraction=  0.022166832045965413
species:coords:index
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
!!!atention to nb coordination!!!
         [2.009173693040393, 2.0091736930403945]
         [2.009173693040393, 2.0091736930403936]

ce_symbol  = A:2
ce_fraction=  0.000544767372052921
species:coords:index
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
!!!atention to nb coordination!!!
         [2.009173693040393, 2.0091736930403945]
         [2.009173693040393, 2.0091736930403936]


**isite= 47
O1 : [3.92842    1.69780218 3.65832117]

ce_symbol  = S:5
ce_fraction=  0.9499410092080864
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [3.92842    0.         1.99744965] : 15
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Na1 : [3.92842    3.93374    1.96599375] : 7
Na1 : [3.92842   0.        5.8822533] : 13
!!!atention to nb coordination!!!
         [2.0091736930403936, 2.37508451679983, 2.0091736930403945, 2.8041736774855286, 2.797928943851418]
         [2.009173693040393, 2.37508451679983, 2.0091736930403936, 2.804173677485528, 2.797928943851417]

ce_symbol  = T:5
ce_fraction=  0.02734739137389493
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [3.92842    0.         1.99744965] : 15
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Na1 : [3.92842    3.93374    1.96599375] : 7
Na1 : [3.92842   0.        5.8822533] : 13
!!!atention to nb coordination!!!
         [2.0091736930403936, 2.37508451679983, 2.0091736930403945, 2.8041736774855286, 2.797928943851418]
         [2.009173693040393, 2.37508451679983, 2.0091736930403936, 2.804173677485528, 2.797928943851417]

ce_symbol  = L:2
ce_fraction=  0.02216683204596558
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [2.0091736930403936, 2.0091736930403945]
         [2.009173693040393, 2.0091736930403936]

ce_symbol  = A:2
ce_fraction=  0.0005447673720529251
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [2.0091736930403936, 2.0091736930403945]
         [2.009173693040393, 2.0091736930403936]


**isite= 48
O1 : [6.05919501 5.77079658 1.95655698]

ce_symbol  = L:2
ce_fraction=  0.718471538151793
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Nb1 : [5.89263 5.90061 0.     ] : 16
!!!atention to nb coordination!!!
         [1.9876586210897818, 1.9679203850483529]
         [1.9876586210897818, 1.9679203850483526]

ce_symbol  = SS:4
ce_fraction=  0.113850587672212
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [7.85684   7.86748   1.9188099] : 0
Na1 : [7.85684    3.93374    2.02890555] : 8
Nb1 : [5.89263 5.90061 0.     ] : 16
!!!atention to nb coordination!!!
         [1.9876586210897818, 2.7620705499704568, 2.5712912536243384, 1.9679203850483529]
         [1.9876586210897818, 2.7620705499704568, 2.5712912536243393, 1.9679203850483526]

ce_symbol  = T:4
ce_fraction=  0.07666346859311453
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [7.85684   7.86748   1.9188099] : 0
Na1 : [7.85684    3.93374    2.02890555] : 8
Nb1 : [5.89263 5.90061 0.     ] : 16
!!!atention to nb coordination!!!
         [1.9876586210897818, 2.7620705499704568, 2.5712912536243384, 1.9679203850483529]
         [1.9876586210897818, 2.7620705499704568, 2.5712912536243393, 1.9679203850483526]

ce_symbol  = TS:3
ce_fraction=  0.07383848637157123
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [7.85684    3.93374    2.02890555] : 8
Nb1 : [5.89263 5.90061 0.     ] : 16
!!!atention to nb coordination!!!
         [1.9876586210897818, 2.5712912536243384, 1.9679203850483529]
         [1.9876586210897818, 2.5712912536243393, 1.9679203850483526]

ce_symbol  = TL:3
ce_fraction=  0.01624252080593412
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [7.85684    3.93374    2.02890555] : 8
Nb1 : [5.89263 5.90061 0.     ] : 16
!!!atention to nb coordination!!!
         [1.9876586210897818, 2.5712912536243384, 1.9679203850483529]
         [1.9876586210897818, 2.5712912536243393, 1.9679203850483526]

ce_symbol  = TY:3
ce_fraction=  0.0008614586057668831
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [7.85684    3.93374    2.02890555] : 8
Nb1 : [5.89263 5.90061 0.     ] : 16
!!!atention to nb coordination!!!
         [1.9876586210897818, 2.5712912536243384, 1.9679203850483529]
         [1.9876586210897818, 2.5712912536243393, 1.9679203850483526]

ce_symbol  = A:2
ce_fraction=  7.193979960810915e-05
species:coords:index
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Nb1 : [5.89263 5.90061 0.     ] : 16
!!!atention to nb coordination!!!
         [1.9876586210897818, 1.9679203850483529]
         [1.9876586210897818, 1.9679203850483526]


**isite= 49
O1 : [1.79764499 5.77079658 1.95655698]

