cif name= ./2105418.cif
./2105418.cif
Full Formula (Cu30 B20 O60)
         [1.421925722163928, 1.3492801982634055, 1.3549904100297825]
         [1.421925722163928, 1.3492801982634097, 1.3549904100297825]


**isite= 48
B1 : [ 2.25883266 10.05674071  2.16135388]

ce_symbol  = TL:3
ce_fraction=  0.9955785725660998
species:coords:index
O1 : [ 1.52303126 11.27934425  2.16318243] : 86
O1 : [2.61222742 9.50805069 1.0148489 ] : 75
O1 : [2.40790278 9.60046476 3.42671503] : 54
!!!atention to nb coordination!!!
         [1.4269430410745534, 1.319250639531184, 1.3533471446938434]
         [1.4269430410745534, 1.319250639531184, 1.3533471446938437]

ce_symbol  = TY:3
ce_fraction=  0.004406718815260874
species:coords:index
O1 : [ 1.52303126 11.27934425  2.16318243] : 86
O1 : [2.61222742 9.50805069 1.0148489 ] : 75
O1 : [2.40790278 9.60046476 3.42671503] : 54
!!!atention to nb coordination!!!
         [1.4269430410745534, 1.319250639531184, 1.3533471446938434]
         [1.4269430410745534, 1.319250639531184, 1.3533471446938437]

ce_symbol  = TS:3
ce_fraction=  1.4708618639346634e-05
species:coords:index
O1 : [ 1.52303126 11.27934425  2.16318243] : 86
O1 : [2.61222742 9.50805069 1.0148489 ] : 75
O1 : [2.40790278 9.60046476 3.42671503] : 54
!!!atention to nb coordination!!!
         [1.4269430410745534, 1.319250639531184, 1.3533471446938434]
         [1.4269430410745534, 1.319250639531184, 1.3533471446938437]


**isite= 49
B1 : [ 0.72973148  6.20208531 16.12421192]

ce_symbol  = TL:3
ce_fraction=  0.9955785725660997
species:coords:index
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
O1 : [ 0.37633673  6.75077533 17.2707169 ] : 74
O1 : [ 1.46553288  4.97948177 16.12238337] : 87
!!!atention to nb coordination!!!
         [1.3533471446938456, 1.3192506395311843, 1.4269430410745543]
         [1.3533471446938456, 1.3192506395311814, 1.4269430410745543]

ce_symbol  = TY:3
ce_fraction=  0.004406718815260937
species:coords:index
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
O1 : [ 0.37633673  6.75077533 17.2707169 ] : 74
O1 : [ 1.46553288  4.97948177 16.12238337] : 87
!!!atention to nb coordination!!!
         [1.3533471446938456, 1.3192506395311843, 1.4269430410745543]
         [1.3533471446938456, 1.3192506395311814, 1.4269430410745543]

ce_symbol  = TS:3
ce_fraction=  1.47086186393464e-05
species:coords:index
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
O1 : [ 0.37633673  6.75077533 17.2707169 ] : 74
O1 : [ 1.46553288  4.97948177 16.12238337] : 87
!!!atention to nb coordination!!!
         [1.3533471446938456, 1.3192506395311843, 1.4269430410745543]
         [1.3533471446938456, 1.3192506395311814, 1.4269430410745543]


**isite= 50
O1 : [ 0.45962598 14.49060029 17.91619737]

ce_symbol  = S:1
ce_fraction=  0.9904254788371746
species:coords:index
B1 : [ 1.12553163 13.7641812  16.9379196 ] : 30

ce_symbol  = A:2
ce_fraction=  0.009574521162825304
species:coords:index
B1 : [ 1.12553163 13.7641812  16.9379196 ] : 30
Cu1 : [ 0.33879946 12.81247379 18.86850964] : 2
!!!atention to nb coordination!!!
         [1.3885756820528872, 1.9332889751621427]
         [1.3885756820528872, 1.9332889751621456]


**isite= 51
O1 : [2.52893816 1.76822573 0.36936843]

ce_symbol  = S:1
ce_fraction=  0.9904254788371748
species:coords:index
B1 : [1.86303252 2.49464482 1.3476462 ] : 31

ce_symbol  = A:2
ce_fraction=  0.009574521162825138
species:coords:index
B1 : [1.86303252 2.49464482 1.3476462 ] : 31
Cu1 : [ 2.64976468  3.44635223 -0.58294384] : 3
!!!atention to nb coordination!!!
         [1.388575682052887, 1.933288975162146]
         [1.388575682052887, 1.9332889751621467]


**isite= 52
O1 : [ 1.66315874 11.59311036 11.01156772]

ce_symbol  = A:2
ce_fraction=  0.786217796143478
species:coords:index
Cu1 : [ 0.58418586 13.06498966 11.37874189] : 28
B1 : [ 2.061253   11.00081208  9.79740616] : 38
!!!atention to nb coordination!!!
         [1.8615660129610028, 1.4083623851364275]
         [1.8615660129610039, 1.4083623851364282]

ce_symbol  = S:1
ce_fraction=  0.07593305911027859
species:coords:index
B1 : [ 2.061253   11.00081208  9.79740616] : 38
!!!atention to nb coordination!!!
         [1.4083623851364275]
         [1.4083623851364282]

ce_symbol  = TY:3
ce_fraction=  0.06659322973061557
species:coords:index
Cu1 : [ 0.58418586 13.06498966 11.37874189] : 28
B1 : [ 2.061253   11.00081208  9.79740616] : 38
Cu1 : [ 1.64720464  9.86601218 11.88543491] : 20
!!!atention to nb coordination!!!
         [1.8615660129610028, 1.4083623851364275, 1.9356566130786301]
         [1.8615660129610039, 1.4083623851364282, 1.9356566130786288]

ce_symbol  = TL:3
ce_fraction=  0.064319877234628
species:coords:index
Cu1 : [ 0.58418586 13.06498966 11.37874189] : 28
B1 : [ 2.061253   11.00081208  9.79740616] : 38
Cu1 : [ 1.64720464  9.86601218 11.88543491] : 20
!!!atention to nb coordination!!!
         [1.8615660129610028, 1.4083623851364275, 1.9356566130786301]
         [1.8615660129610039, 1.4083623851364282, 1.9356566130786288]

ce_symbol  = TS:3
ce_fraction=  0.005966979216878773
species:coords:index
Cu1 : [ 0.58418586 13.06498966 11.37874189] : 28
B1 : [ 2.061253   11.00081208  9.79740616] : 38
Cu1 : [ 1.64720464  9.86601218 11.88543491] : 20
!!!atention to nb coordination!!!
         [1.8615660129610028, 1.4083623851364275, 1.9356566130786301]
         [1.8615660129610039, 1.4083623851364282, 1.9356566130786288]

ce_symbol  = L:2
ce_fraction=  0.000969058564121075
species:coords:index
Cu1 : [ 0.58418586 13.06498966 11.37874189] : 28
B1 : [ 2.061253   11.00081208  9.79740616] : 38
!!!atention to nb coordination!!!
         [1.8615660129610028, 1.4083623851364275]
         [1.8615660129610039, 1.4083623851364282]


**isite= 53
O1 : [1.3254054  4.66571566 7.27399807]

ce_symbol  = A:2
ce_fraction=  0.7862177961434771
species:coords:index
B1 : [0.92731114 5.25801394 8.48815964] : 39
Cu1 : [2.40437828 3.19383636 6.90682391] : 29
!!!atention to nb coordination!!!
         [1.4083623851364286, 1.8615660129610052]
         [1.4083623851364282, 1.8615660129610054]

ce_symbol  = S:1
ce_fraction=  0.0759330591102805
species:coords:index
B1 : [0.92731114 5.25801394 8.48815964] : 39
!!!atention to nb coordination!!!
         [1.4083623851364286]
         [1.4083623851364282]

ce_symbol  = TY:3
ce_fraction=  0.0665932297306146
species:coords:index
Cu1 : [1.3413595  6.39281384 6.40013089] : 21
B1 : [0.92731114 5.25801394 8.48815964] : 39
Cu1 : [2.40437828 3.19383636 6.90682391] : 29
!!!atention to nb coordination!!!
         [1.9356566130786268, 1.4083623851364286, 1.8615660129610052]
         [1.9356566130786272, 1.4083623851364282, 1.8615660129610054]

ce_symbol  = TL:3
ce_fraction=  0.06431987723462808
species:coords:index
Cu1 : [1.3413595  6.39281384 6.40013089] : 21
B1 : [0.92731114 5.25801394 8.48815964] : 39
Cu1 : [2.40437828 3.19383636 6.90682391] : 29
!!!atention to nb coordination!!!
         [1.9356566130786268, 1.4083623851364286, 1.8615660129610052]
         [1.9356566130786272, 1.4083623851364282, 1.8615660129610054]

ce_symbol  = TS:3
ce_fraction=  0.005966979216878764
species:coords:index
Cu1 : [1.3413595  6.39281384 6.40013089] : 21
B1 : [0.92731114 5.25801394 8.48815964] : 39
Cu1 : [2.40437828 3.19383636 6.90682391] : 29
!!!atention to nb coordination!!!
         [1.9356566130786268, 1.4083623851364286, 1.8615660129610052]
         [1.9356566130786272, 1.4083623851364282, 1.8615660129610054]

ce_symbol  = L:2
ce_fraction=  0.0009690585641210772
species:coords:index
B1 : [0.92731114 5.25801394 8.48815964] : 39
Cu1 : [2.40437828 3.19383636 6.90682391] : 29
!!!atention to nb coordination!!!
         [1.4083623851364286, 1.8615660129610052]
         [1.4083623851364282, 1.8615660129610054]


**isite= 54
O1 : [2.40790278 9.60046476 3.42671503]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 2.25883266 10.05674071  2.16135388] : 48
!!!atention to nb coordination!!!
         [1.3533471446938434]
         [1.3533471446938437]


**isite= 55
O1 : [ 0.58066137  6.65836126 14.85885077]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.72973148  6.20208531 16.12421192] : 49


**isite= 56
O1 : [ 1.4716099  12.48694989 17.3420306 ]

ce_symbol  = S:1
ce_fraction=  0.9886178353277854
species:coords:index
B1 : [ 1.12553163 13.7641812  16.9379196 ] : 30

ce_symbol  = A:2
ce_fraction=  0.01138216467221462
species:coords:index
Cu1 : [ 0.33879946 12.81247379 18.86850964] : 2
B1 : [ 1.12553163 13.7641812  16.9379196 ] : 30
!!!atention to nb coordination!!!
         [1.928565148766813, 1.3836168908309443]
         [1.9285651487668123, 1.3836168908309443]


**isite= 57
O1 : [1.51695425 3.77187613 0.9435352 ]

ce_symbol  = S:1
ce_fraction=  0.9886178353277858
species:coords:index
B1 : [1.86303252 2.49464482 1.3476462 ] : 31

ce_symbol  = A:2
ce_fraction=  0.01138216467221434
species:coords:index
Cu1 : [ 2.64976468  3.44635223 -0.58294384] : 3
B1 : [1.86303252 2.49464482 1.3476462 ] : 31
!!!atention to nb coordination!!!
         [1.9285651487668134, 1.383616890830944]
         [1.9285651487668136, 1.383616890830944]


**isite= 58
O1 : [ 2.54270823  9.05098576 15.78775751]

ce_symbol  = T:4
ce_fraction=  0.9999858022921798
species:coords:index
Cu1 : [ 0.48724197  8.56506451 14.40226019] : 12
Cu1 : [ 2.53097179  8.25467494 17.51135494] : 14
Cu1 : [ 2.02648658 10.78599454 16.47236909] : 18
Cu1 : [ 3.84024197  8.56506451 14.40226019] : 12
!!!atention to nb coordination!!!
         [2.5259975926561626, 1.8986934394417774, 1.9353121876338177, 1.959417286586115]
         [2.5259975926561626, 1.8986934394417774, 1.9353121876338177, 1.9594172865861148]

ce_symbol  = SS:4
ce_fraction=  1.4197707820189623e-05
species:coords:index
Cu1 : [ 0.48724197  8.56506451 14.40226019] : 12
Cu1 : [ 2.53097179  8.25467494 17.51135494] : 14
Cu1 : [ 2.02648658 10.78599454 16.47236909] : 18
Cu1 : [ 3.84024197  8.56506451 14.40226019] : 12
!!!atention to nb coordination!!!
         [2.5259975926561626, 1.8986934394417774, 1.9353121876338177, 1.959417286586115]
         [2.5259975926561626, 1.8986934394417774, 1.9353121876338177, 1.9594172865861148]


**isite= 59
O1 : [0.44585592 7.20784025 2.49780829]

ce_symbol  = T:4
ce_fraction=  0.9999858022921798
species:coords:index
Cu1 : [-0.85167782  7.69376151  3.88330561] : 13
Cu1 : [2.50132218 7.69376151 3.88330561] : 13
Cu1 : [0.45759236 8.00415108 0.77421086] : 15
Cu1 : [0.96207757 5.47283148 1.8131967 ] : 19
!!!atention to nb coordination!!!
         [1.9594172865861157, 2.525997592656163, 1.8986934394417772, 1.9353121876338157]
         [1.9594172865861152, 2.5259975926561626, 1.8986934394417765, 1.9353121876338164]

ce_symbol  = SS:4
ce_fraction=  1.41977078201928e-05
species:coords:index
Cu1 : [-0.85167782  7.69376151  3.88330561] : 13
Cu1 : [2.50132218 7.69376151 3.88330561] : 13
Cu1 : [0.45759236 8.00415108 0.77421086] : 15
Cu1 : [0.96207757 5.47283148 1.8131967 ] : 19
!!!atention to nb coordination!!!
         [1.9594172865861157, 2.525997592656163, 1.8986934394417772, 1.9353121876338157]
         [1.9594172865861152, 2.5259975926561626, 1.8986934394417765, 1.9353121876338164]


**isite= 60
O1 : [-0.16578562 14.96590885 11.57659171]

ce_symbol  = A:2
ce_fraction=  0.9999483962859983
species:coords:index
B1 : [-0.72139441 15.87495244 12.51829835] : 46
B1 : [ 0.2722201  15.19256498 10.26185953] : 44

ce_symbol  = L:2
ce_fraction=  5.160371400159565e-05
species:coords:index
B1 : [-0.72139441 15.87495244 12.51829835] : 46
B1 : [ 0.2722201  15.19256498 10.26185953] : 44


**isite= 61
O1 : [3.15434977 1.29291717 6.70897409]

ce_symbol  = A:2
ce_fraction=  0.9999483962859983
species:coords:index
B1 : [2.71634404 1.06626104 8.02370627] : 45
B1 : [3.70995855 0.38387358 5.76726745] : 47
!!!atention to nb coordination!!!
         [1.4041875669873245, 1.4219257221639279]
         [1.4041875669873247, 1.421925722163928]

ce_symbol  = L:2
ce_fraction=  5.1603714001607e-05
species:coords:index
B1 : [2.71634404 1.06626104 8.02370627] : 45
B1 : [3.70995855 0.38387358 5.76726745] : 47
!!!atention to nb coordination!!!
         [1.4041875669873245, 1.4219257221639279]
         [1.4041875669873247, 1.421925722163928]


**isite= 62
O1 : [ 2.67125146 14.52852736  4.89504596]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 3.05753592 13.33512549  5.41618459] : 34


**isite= 63
O1 : [ 0.31731268  1.73029866 13.39051983]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.06897177  2.92370053 12.86938121] : 35
!!!atention to nb coordination!!!
         [1.3583111437488495]
         [1.3583111437488506]


**isite= 64
O1 : [ 2.66797848 15.38336371  2.03884059]

ce_symbol  = TY:3
ce_fraction=  0.48155397537293126
species:coords:index
Cu1 : [ 3.7918926  14.9418654   0.58294384] : 2
Cu1 : [ 3.14938474 13.90608892  3.13597453] : 4
B1 : [ 2.36105428 16.62415593  2.51609385] : 40
!!!atention to nb coordination!!!
         [1.8914912268936275, 1.9020503908148731, 1.3643820866384582]
         [1.891491226893628, 1.902050390814873, 1.3643820866384582]

ce_symbol  = TL:3
ce_fraction=  0.31526676773281664
species:coords:index
Cu1 : [ 3.7918926  14.9418654   0.58294384] : 2
Cu1 : [ 3.14938474 13.90608892  3.13597453] : 4
B1 : [ 2.36105428 16.62415593  2.51609385] : 40
!!!atention to nb coordination!!!
         [1.8914912268936275, 1.9020503908148731, 1.3643820866384582]
         [1.891491226893628, 1.902050390814873, 1.3643820866384582]

ce_symbol  = S:1
ce_fraction=  0.20317925689425215
species:coords:index
B1 : [ 2.36105428 16.62415593  2.51609385] : 40


**isite= 65
O1 : [ 0.32058567  0.87546231 16.24672521]

ce_symbol  = TY:3
ce_fraction=  0.4815539753729314
species:coords:index
Cu1 : [-0.80332846  1.31696062 17.70262196] : 3
Cu1 : [-0.1608206   2.3527371  15.14959126] : 5
B1 : [ 0.62750986 -0.36532991 15.76947195] : 41
!!!atention to nb coordination!!!
         [1.8914912268936288, 1.9020503908148694, 1.3643820866384595]
         [1.8914912268936288, 1.902050390814871, 1.3643820866384597]

ce_symbol  = TL:3
ce_fraction=  0.3152667677328179
species:coords:index
Cu1 : [-0.80332846  1.31696062 17.70262196] : 3
Cu1 : [-0.1608206   2.3527371  15.14959126] : 5
B1 : [ 0.62750986 -0.36532991 15.76947195] : 41
!!!atention to nb coordination!!!
         [1.8914912268936288, 1.9020503908148694, 1.3643820866384595]
         [1.8914912268936288, 1.902050390814871, 1.3643820866384597]

ce_symbol  = S:1
ce_fraction=  0.20317925689425081
species:coords:index
B1 : [ 0.62750986 -0.36532991 15.76947195] : 41
!!!atention to nb coordination!!!
         [1.3643820866384595]
         [1.3643820866384597]


**isite= 66
O1 : [ 1.34434579 14.23141245 15.68901546]

ce_symbol  = TL:3
ce_fraction=  0.5766133214785925
species:coords:index
B1 : [ 1.12553163 13.7641812  16.9379196 ] : 30
Cu1 : [ 2.57693354 13.54821315 14.42328859] : 6
Cu1 : [ 1.27044978 16.02444898 15.11265442] : 0
!!!atention to nb coordination!!!
         [1.351275784244221, 1.8942276365281976, 1.884842873716726]
         [1.351275784244221, 1.8942276365281987, 1.8848428737167293]

ce_symbol  = TY:3
ce_fraction=  0.2856763418840968
species:coords:index
B1 : [ 1.12553163 13.7641812  16.9379196 ] : 30
Cu1 : [ 2.57693354 13.54821315 14.42328859] : 6
Cu1 : [ 1.27044978 16.02444898 15.11265442] : 0
!!!atention to nb coordination!!!
         [1.351275784244221, 1.8942276365281976, 1.884842873716726]
         [1.351275784244221, 1.8942276365281987, 1.8848428737167293]

ce_symbol  = S:1
ce_fraction=  0.13771033663731086
species:coords:index
B1 : [ 1.12553163 13.7641812  16.9379196 ] : 30


**isite= 67
O1 : [1.64421835 2.02741357 2.59655034]

ce_symbol  = TL:3
ce_fraction=  0.5766133214785913
species:coords:index
B1 : [1.86303252 2.49464482 1.3476462 ] : 31
Cu1 : [1.71811436 0.23437704 3.17291138] : 1
Cu1 : [0.4116306  2.71061287 3.86227721] : 7
!!!atention to nb coordination!!!
         [1.3512757842442198, 1.8848428737167306, 1.894227636528199]
         [1.3512757842442198, 1.8848428737167304, 1.894227636528199]

ce_symbol  = TY:3
ce_fraction=  0.2856763418840958
species:coords:index
B1 : [1.86303252 2.49464482 1.3476462 ] : 31
Cu1 : [1.71811436 0.23437704 3.17291138] : 1
Cu1 : [0.4116306  2.71061287 3.86227721] : 7
!!!atention to nb coordination!!!
         [1.3512757842442198, 1.8848428737167306, 1.894227636528199]
         [1.3512757842442198, 1.8848428737167304, 1.894227636528199]

ce_symbol  = S:1
ce_fraction=  0.13771033663731266
species:coords:index
B1 : [1.86303252 2.49464482 1.3476462 ] : 31


**isite= 68
O1 : [ 2.04068959 11.69516557  8.65090118]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 2.061253   11.00081208  9.79740616] : 38
!!!atention to nb coordination!!!
         [1.3405309708529416]
         [1.3405309708529425]


**isite= 69
O1 : [0.94787456 4.56366045 9.63466462]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [0.92731114 5.25801394 8.48815964] : 39
!!!atention to nb coordination!!!
         [1.340530970852941]
         [1.3405309708529405]


**isite= 70
O1 : [ 0.38411811 17.49884806  6.10555042]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.09261583 18.7720912   5.76726745] : 47


**isite= 71
O1 : [ 2.60444604 -1.24002204 12.18001538]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 2.89594831 -2.51326518 12.51829835] : 46
!!!atention to nb coordination!!!
         [1.3492801982634084]
         [1.3492801982634102]


**isite= 72
O1 : [ 0.10227679 12.48262177  4.39950713]

ce_symbol  = S:1
ce_fraction=  0.5028771577235298
species:coords:index
B1 : [-0.29546408 13.33512549  5.41618459] : 34

ce_symbol  = A:2
ce_fraction=  0.39622798666972375
species:coords:index
Cu1 : [ 1.25042508 10.99007805  4.18136033] : 10
B1 : [-0.29546408 13.33512549  5.41618459] : 34

ce_symbol  = TL:3
ce_fraction=  0.05922831525742861
species:coords:index
Cu1 : [-0.20361526 13.90608892  3.13597453] : 4
Cu1 : [ 1.25042508 10.99007805  4.18136033] : 10
B1 : [-0.29546408 13.33512549  5.41618459] : 34

ce_symbol  = TY:3
ce_fraction=  0.029062094432151204
species:coords:index
Cu1 : [-0.20361526 13.90608892  3.13597453] : 4
Cu1 : [ 1.25042508 10.99007805  4.18136033] : 10
B1 : [-0.29546408 13.33512549  5.41618459] : 34

ce_symbol  = L:2
ce_fraction=  0.011396837272854704
species:coords:index
Cu1 : [ 1.25042508 10.99007805  4.18136033] : 10
B1 : [-0.29546408 13.33512549  5.41618459] : 34

ce_symbol  = TS:3
ce_fraction=  0.0012076086443118467
species:coords:index
Cu1 : [-0.20361526 13.90608892  3.13597453] : 4
Cu1 : [ 1.25042508 10.99007805  4.18136033] : 10
B1 : [-0.29546408 13.33512549  5.41618459] : 34


**isite= 73
O1 : [ 2.88628735  3.77620424 13.88605867]

ce_symbol  = S:1
ce_fraction=  0.5028771577235337
species:coords:index
B1 : [ 3.28402823  2.92370053 12.86938121] : 35
!!!atention to nb coordination!!!
         [1.3851330063558003]
         [1.3851330063558014]

ce_symbol  = A:2
ce_fraction=  0.3962279866697198
species:coords:index
Cu1 : [ 1.73813907  5.26874797 14.10420547] : 11
B1 : [ 3.28402823  2.92370053 12.86938121] : 35
!!!atention to nb coordination!!!
         [1.8956580045077003, 1.3851330063558003]
         [1.8956580045077005, 1.3851330063558014]

ce_symbol  = TL:3
ce_fraction=  0.05922831525742826
species:coords:index
Cu1 : [ 3.1921794   2.3527371  15.14959126] : 5
Cu1 : [ 1.73813907  5.26874797 14.10420547] : 11
B1 : [ 3.28402823  2.92370053 12.86938121] : 35
!!!atention to nb coordination!!!
         [1.927781959715817, 1.8956580045077003, 1.3851330063558003]
         [1.9277819597158157, 1.8956580045077005, 1.3851330063558014]

ce_symbol  = TY:3
ce_fraction=  0.029062094432151638
species:coords:index
Cu1 : [ 3.1921794   2.3527371  15.14959126] : 5
Cu1 : [ 1.73813907  5.26874797 14.10420547] : 11
B1 : [ 3.28402823  2.92370053 12.86938121] : 35
!!!atention to nb coordination!!!
         [1.927781959715817, 1.8956580045077003, 1.3851330063558003]
         [1.9277819597158157, 1.8956580045077005, 1.3851330063558014]

ce_symbol  = L:2
ce_fraction=  0.011396837272854697
species:coords:index
Cu1 : [ 1.73813907  5.26874797 14.10420547] : 11
B1 : [ 3.28402823  2.92370053 12.86938121] : 35
!!!atention to nb coordination!!!
         [1.8956580045077003, 1.3851330063558003]
         [1.8956580045077005, 1.3851330063558014]

ce_symbol  = TS:3
ce_fraction=  0.0012076086443118185
species:coords:index
Cu1 : [ 3.1921794   2.3527371  15.14959126] : 5
Cu1 : [ 1.73813907  5.26874797 14.10420547] : 11
B1 : [ 3.28402823  2.92370053 12.86938121] : 35
!!!atention to nb coordination!!!
         [1.927781959715817, 1.8956580045077003, 1.3851330063558003]
         [1.9277819597158157, 1.8956580045077005, 1.3851330063558014]


**isite= 74
O1 : [ 0.37633673  6.75077533 17.2707169 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.72973148  6.20208531 16.12421192] : 49


**isite= 75
O1 : [2.61222742 9.50805069 1.0148489 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 2.25883266 10.05674071  2.16135388] : 48


**isite= 76
O1 : [ 2.79764879 11.72079065 14.99964963]

ce_symbol  = S:1
ce_fraction=  0.5528104862269652
species:coords:index
B1 : [ 3.48299254 11.4491239  13.85863032] : 32
!!!atention to nb coordination!!!
         [1.3584638155145403]
         [1.3584638155145423]

ce_symbol  = A:2
ce_fraction=  0.4276687863524148
species:coords:index
Cu1 : [ 2.02648658 10.78599454 16.47236909] : 18
B1 : [ 3.48299254 11.4491239  13.85863032] : 32
!!!atention to nb coordination!!!
         [1.9072067458630813, 1.3584638155145403]
         [1.907206745863081, 1.3584638155145423]

ce_symbol  = L:2
ce_fraction=  0.019520727420620006
species:coords:index
Cu1 : [ 2.02648658 10.78599454 16.47236909] : 18
B1 : [ 3.48299254 11.4491239  13.85863032] : 32
!!!atention to nb coordination!!!
         [1.9072067458630813, 1.3584638155145403]
         [1.907206745863081, 1.3584638155145423]


**isite= 77
O1 : [0.19091535 4.53803536 3.28591617]

ce_symbol  = S:1
ce_fraction=  0.5528104862269626
species:coords:index
B1 : [-0.4944284   4.80970212  4.42693548] : 33
!!!atention to nb coordination!!!
         [1.3584638155145439]
         [1.3584638155145434]

ce_symbol  = A:2
ce_fraction=  0.4276687863524175
species:coords:index
B1 : [-0.4944284   4.80970212  4.42693548] : 33
Cu1 : [0.96207757 5.47283148 1.8131967 ] : 19
!!!atention to nb coordination!!!
         [1.3584638155145439, 1.9072067458630824]
         [1.3584638155145434, 1.9072067458630821]

ce_symbol  = L:2
ce_fraction=  0.01952072742061984
species:coords:index
B1 : [-0.4944284   4.80970212  4.42693548] : 33
Cu1 : [0.96207757 5.47283148 1.8131967 ] : 19
!!!atention to nb coordination!!!
         [1.3584638155145439, 1.9072067458630824]
         [1.3584638155145434, 1.9072067458630821]


**isite= 78
O1 : [0.21967897 9.17678692 7.57022424]

ce_symbol  = S:1
ce_fraction=  0.7230888118867427
species:coords:index
B1 : [0.91850218 9.15458106 6.38714813] : 36
!!!atention to nb coordination!!!
         [1.3742328954804128]
         [1.3742328954804137]

ce_symbol  = A:2
ce_fraction=  0.23330776803773215
species:coords:index
B1 : [0.91850218 9.15458106 6.38714813] : 36
Cu1 : [-0.18221793  8.12941301  9.1427829 ] : 24
!!!atention to nb coordination!!!
         [1.3742328954804128, 1.9316971695572203]
         [1.3742328954804137, 1.9316971695572203]

ce_symbol  = L:2
ce_fraction=  0.043603420075525215
species:coords:index
B1 : [0.91850218 9.15458106 6.38714813] : 36
Cu1 : [-0.18221793  8.12941301  9.1427829 ] : 24
!!!atention to nb coordination!!!
         [1.3742328954804128, 1.9316971695572203]
         [1.3742328954804137, 1.9316971695572203]


**isite= 79
O1 : [ 2.76888517  7.0820391  10.71534156]

ce_symbol  = S:1
ce_fraction=  0.7230888118867401
species:coords:index
B1 : [ 2.07006196  7.10424496 11.89841767] : 37
!!!atention to nb coordination!!!
         [1.3742328954804144]
         [1.3742328954804146]

ce_symbol  = A:2
ce_fraction=  0.23330776803773456
species:coords:index
B1 : [ 2.07006196  7.10424496 11.89841767] : 37
Cu1 : [3.17078207 8.12941301 9.1427829 ] : 24
!!!atention to nb coordination!!!
         [1.3742328954804144, 1.9316971695572198]
         [1.3742328954804146, 1.9316971695572196]

ce_symbol  = L:2
ce_fraction=  0.043603420075525263
species:coords:index
B1 : [ 2.07006196  7.10424496 11.89841767] : 37
Cu1 : [3.17078207 8.12941301 9.1427829 ] : 24
!!!atention to nb coordination!!!
         [1.3742328954804144, 1.9316971695572198]
         [1.3742328954804146, 1.9316971695572196]


**isite= 80
O1 : [ 1.62413694 15.48652296  7.32702622]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Cu1 : [ 0.2519568  16.7299022   7.87522748] : 22
Cu1 : [ 1.63059912 16.04111343  5.4858526 ] : 26
Cu1 : [ 3.6049568  16.7299022   7.87522748] : 22
Cu1 : [ 1.78504376 13.72409587  8.07161446] : 8
!!!atention to nb coordination!!!
         [1.9311641207319965, 1.9228969410265555, 2.402116539389956, 1.9200135227126613]
         [1.9311641207319965, 1.9228969410265555, 2.4021165393899557, 1.9200135227126613]


**isite= 81
O1 : [ 1.3644272   0.77230305 10.95853958]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Cu1 : [-0.61639266 -0.47107618 10.41033832] : 23
Cu1 : [ 1.35796503  0.21771259 12.7997132 ] : 27
Cu1 : [ 2.73660734 -0.47107618 10.41033832] : 23
Cu1 : [ 1.20352038  2.53473015 10.21395134] : 9
!!!atention to nb coordination!!!
         [2.4021165393899557, 1.9228969410265575, 1.9311641207319974, 1.9200135227126605]
         [2.4021165393899557, 1.9228969410265557, 1.9311641207319967, 1.9200135227126605]


**isite= 82
O1 : [ 0.27667934 16.43673741  9.76266358]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.2722201  15.19256498 10.26185953] : 44


**isite= 83
O1 : [ 2.71188481 -0.17791139  8.52290222]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [2.71634404 1.06626104 8.02370627] : 45


**isite= 84
O1 : [ 1.69946206  8.15346706 12.66275432]

ce_symbol  = A:2
ce_fraction=  0.9438651063101976
species:coords:index
B1 : [ 2.07006196  7.10424496 11.89841767] : 37
Cu1 : [ 1.64720464  9.86601218 11.88543491] : 20
!!!atention to nb coordination!!!
         [1.349971046161131, 1.8814268672359908]
         [1.3499710461611307, 1.8814268672359924]

ce_symbol  = S:1
ce_fraction=  0.05613489368980243
species:coords:index
