cif name= ./1536817.cif
./1536817.cif
Full Formula (In10 Mo36 O56)
ce_fraction=  0.004171112026547985
species:coords:index
In1 : [ 7.28461076  4.83621672 10.28108026] : 7
Mo1 : [ 7.33617634  1.08904591 11.13676843] : 22
Mo1 : [9.16533072 1.1684327  8.99225399] : 42
Mo1 : [6.55326458 1.23116159 8.52191205] : 26
!!!atention to nb coordination!!!
         [2.50874598842728, 2.0536653003275993, 2.0334737724128136, 2.0341704436669743]
         [2.5087459884272794, 2.0536653003275993, 2.033473772412814, 2.034170443666974]


**isite= 71
O1 : [2.67618525 7.20877762 4.92139692]

ce_symbol  = TY:3
ce_fraction=  0.9958288879734524
species:coords:index
Mo1 : [1.24004712 5.9278327  5.57843799] : 43
Mo1 : [3.85211325 5.99056159 6.04877993] : 27
Mo1 : [3.06920149 5.84844591 3.43392355] : 23
!!!atention to nb coordination!!!
         [2.0334737724128145, 2.0341704436669743, 2.053665300327599]
         [2.0334737724128154, 2.034170443666975, 2.0536653003275998]

ce_symbol  = T:4
ce_fraction=  0.004171112026547569
species:coords:index
Mo1 : [1.24004712 5.9278327  5.57843799] : 43
Mo1 : [3.85211325 5.99056159 6.04877993] : 27
Mo1 : [3.06920149 5.84844591 3.43392355] : 23
In1 : [3.12076708 9.59561672 4.28961172] : 6
!!!atention to nb coordination!!!
         [2.0334737724128145, 2.0341704436669743, 2.053665300327599, 2.5087459884272794]
         [2.0334737724128154, 2.034170443666975, 2.0536653003275998, 2.5087459884272794]


**isite= 72
O1 : [3.6181593  7.06942238 0.0644996 ]

ce_symbol  = TY:3
ce_fraction=  0.9958288879734519
species:coords:index
Mo1 : [4.79408731 8.28763841 1.1918826 ] : 28
Mo1 : [ 4.01117555  8.42975409 -1.42297378] : 24
Mo1 : [2.18202117 8.3503673  0.72154067] : 44
!!!atention to nb coordination!!!
         [2.0341704436669765, 2.0536653003275998, 2.0334737724128167]
         [2.0341704436669756, 2.053665300327599, 2.0334737724128154]

ce_symbol  = T:4
ce_fraction=  0.00417111202654819
species:coords:index
In1 : [ 4.06274113  4.68258328 -0.56728561] : 5
Mo1 : [4.79408731 8.28763841 1.1918826 ] : 28
Mo1 : [ 4.01117555  8.42975409 -1.42297378] : 24
Mo1 : [2.18202117 8.3503673  0.72154067] : 44
!!!atention to nb coordination!!!
         [2.508745988427279, 2.0341704436669765, 2.0536653003275998, 2.0334737724128167]
         [2.5087459884272794, 2.0341704436669756, 2.053665300327599, 2.0334737724128154]


**isite= 73
O1 : [8.67116664 2.31002238 4.79239773]

ce_symbol  = TY:3
ce_fraction=  0.9958288879734515
species:coords:index
Mo1 : [7.49523864 3.52823841 3.66501472] : 29
Mo1 : [10.10730477  3.5909673   4.13535666] : 45
Mo1 : [8.2781504  3.67035409 6.27987111] : 25
!!!atention to nb coordination!!!
         [2.034170443666974, 2.033473772412816, 2.053665300327599]
         [2.0341704436669743, 2.0334737724128154, 2.0536653003275984]

ce_symbol  = T:4
ce_fraction=  0.004171112026548482
species:coords:index
Mo1 : [7.49523864 3.52823841 3.66501472] : 29
In1 : [ 8.22658481 -0.07681672  5.42418293] : 4
Mo1 : [10.10730477  3.5909673   4.13535666] : 45
Mo1 : [8.2781504  3.67035409 6.27987111] : 25
!!!atention to nb coordination!!!
         [2.034170443666974, 2.508745988427278, 2.033473772412816, 2.053665300327599]
         [2.0341704436669743, 2.5087459884272794, 2.0334737724128154, 2.0536653003275984]


**isite= 74
O1 : [9.32698971 6.99212973 1.14894763]

ce_symbol  = ST:7
ce_fraction=  1.0
species:coords:index
Mo1 : [ 9.52226944  8.41262025 -0.34503399] : 18
O1 : [ 8.33975998  7.27912155 -1.47805099] : 66
O1 : [11.17054367  7.26303478 -0.91290242] : 98
Mo1 : [10.45848587  8.24994396  2.31576865] : 38
O1 : [8.97757099 4.69609998 2.85779839] : 89
In1 : [9.16855887 4.83621672 0.56728561] : 7
Mo1 : [7.84987578 8.27297946 1.78189849] : 30
!!!atention to nb coordination!!!
         [2.070726582244638, 2.8210119859807654, 2.779083737671314, 2.055201079888654, 2.883403709031569, 2.2386138468907704, 2.055010552019059]
         [2.0707265822446383, 2.821011985980764, 2.779083737671314, 2.055201079888654, 2.883403709031569, 2.2386138468907704, 2.0550105520190582]


**isite= 75
O1 : [2.96233624 2.23272973 3.7079497 ]

ce_symbol  = ST:7
ce_fraction=  1.0
species:coords:index
O1 : [ 3.31175496 -0.06330002  1.99909894] : 88
Mo1 : [1.83084008 3.49054396 2.54112868] : 39
Mo1 : [4.43945017 3.51357946 3.07499884] : 31
O1 : [3.94956597 2.51972155 6.33494832] : 67
Mo1 : [2.7670565  3.65322025 5.20193131] : 19
In1 : [3.12076708 0.07681672 4.28961172] : 6
O1 : [1.11878227 2.50363478 5.76979975] : 99
!!!atention to nb coordination!!!
         [2.8834037090315685, 2.0552010798886537, 2.0550105520190582, 2.821011985980764, 2.070726582244639, 2.2386138468907717, 2.779083737671313]
         [2.8834037090315703, 2.0552010798886533, 2.055010552019058, 2.821011985980764, 2.0707265822446383, 2.2386138468907717, 2.779083737671313]


**isite= 76
O1 : [2.02036219 2.52667027 8.56484702]

ce_symbol  = ST:7
ce_fraction=  1.0
species:coords:index
Mo1 : [3.49747611 1.24582054 7.93189616] : 32
Mo1 : [ 1.82508245  1.10617975 10.05882864] : 20
In1 : [2.17879302 4.68258328 9.14650905] : 5
O1 : [ 3.00759192  2.23967845 11.19184565] : 68
O1 : [ 0.17680822  2.25576522 10.62669707] : 100
Mo1 : [0.88886603 1.26885604 7.39802601] : 40
O1 : [2.36978091 4.82270002 6.85599627] : 87
!!!atention to nb coordination!!!
         [2.055010552019058, 2.070726582244638, 2.2386138468907713, 2.8210119859807645, 2.7790837376713142, 2.0552010798886533, 2.8834037090315703]
         [2.0550105520190582, 2.070726582244638, 2.2386138468907713, 2.8210119859807645, 2.779083737671314, 2.0552010798886533, 2.88340370903157]


**isite= 77
O1 : [8.38501565 7.28607027 6.00584496]

ce_symbol  = ST:7
ce_fraction=  1.0
species:coords:index
Mo1 : [9.51651181 6.02825604 7.17266597] : 41
Mo1 : [8.58029539 5.86557975 4.51186334] : 21
Mo1 : [6.90790173 6.00522054 6.63879582] : 33
In1 : [8.22658481 9.44198328 5.42418293] : 4
O1 : [7.39778592 6.99907845 3.37884633] : 69
O1 : [10.22856962  7.01516522  3.94399491] : 101
O1 : [8.03559693 9.58210002 7.71469571] : 86
!!!atention to nb coordination!!!
         [2.055201079888653, 2.0707265822446392, 2.055010552019057, 2.2386138468907717, 2.8210119859807636, 2.7790837376713147, 2.8834037090315685]
         [2.055201079888654, 2.0707265822446392, 2.0550105520190574, 2.23861384689077, 2.8210119859807636, 2.779083737671315, 2.8834037090315685]


**isite= 78
O1 : [7.72174151 2.22178311 2.01959505]

ce_symbol  = TL:3
ce_fraction=  0.7223752986243456
species:coords:index
Mo1 : [7.49523864 3.52823841 3.66501472] : 29
Mo1 : [9.22012445 1.08904591 1.42297378] : 22
Mo1 : [6.46854765 1.03535988 0.84102034] : 14
!!!atention to nb coordination!!!
         [2.11318123033655, 1.9708378787934475, 2.0897687144144967]
         [2.1131812303365494, 1.9708378787934477, 2.0897687144144963]

ce_symbol  = TY:3
ce_fraction=  0.22450506974931522
species:coords:index
Mo1 : [7.49523864 3.52823841 3.66501472] : 29
Mo1 : [9.22012445 1.08904591 1.42297378] : 22
Mo1 : [6.46854765 1.03535988 0.84102034] : 14
!!!atention to nb coordination!!!
         [2.11318123033655, 1.9708378787934475, 2.0897687144144967]
         [2.1131812303365494, 1.9708378787934477, 2.0897687144144963]

ce_symbol  = TS:3
ce_fraction=  0.05311963162633916
species:coords:index
Mo1 : [7.49523864 3.52823841 3.66501472] : 29
Mo1 : [9.22012445 1.08904591 1.42297378] : 22
Mo1 : [6.46854765 1.03535988 0.84102034] : 14
!!!atention to nb coordination!!!
         [2.11318123033655, 1.9708378787934475, 2.0897687144144967]
         [2.1131812303365494, 1.9708378787934477, 2.0897687144144963]


**isite= 79
O1 : [4.56758444 6.98118311 2.83730228]

ce_symbol  = TL:3
ce_fraction=  0.7223752986243439
species:coords:index
Mo1 : [3.06920149 5.84844591 3.43392355] : 23
Mo1 : [5.8207783  5.79475988 4.01587699] : 15
Mo1 : [4.79408731 8.28763841 1.1918826 ] : 28
!!!atention to nb coordination!!!
         [1.970837878793447, 2.0897687144144963, 2.113181230336551]
         [1.9708378787934475, 2.0897687144144963, 2.1131812303365503]

ce_symbol  = TY:3
ce_fraction=  0.22450506974931758
species:coords:index
Mo1 : [3.06920149 5.84844591 3.43392355] : 23
Mo1 : [5.8207783  5.79475988 4.01587699] : 15
Mo1 : [4.79408731 8.28763841 1.1918826 ] : 28
!!!atention to nb coordination!!!
         [1.970837878793447, 2.0897687144144963, 2.113181230336551]
         [1.9708378787934475, 2.0897687144144963, 2.1131812303365503]

ce_symbol  = TS:3
ce_fraction=  0.05311963162633853
species:coords:index
Mo1 : [3.06920149 5.84844591 3.43392355] : 23
Mo1 : [5.8207783  5.79475988 4.01587699] : 15
Mo1 : [4.79408731 8.28763841 1.1918826 ] : 28
!!!atention to nb coordination!!!
         [1.970837878793447, 2.0897687144144963, 2.113181230336551]
         [1.9708378787934475, 2.0897687144144963, 2.1131812303365503]


**isite= 80
O1 : [3.62561038 7.29701689 7.69419961]

ce_symbol  = TL:3
ce_fraction=  0.722375298624346
species:coords:index
Mo1 : [3.85211325 5.99056159 6.04877993] : 27
Mo1 : [2.12722744 8.42975409 8.29082087] : 24
Mo1 : [4.87880425 8.48344012 8.87277431] : 16
!!!atention to nb coordination!!!
         [2.1131812303365485, 1.970837878793447, 2.089768714414496]
         [2.113181230336549, 1.970837878793447, 2.089768714414496]

ce_symbol  = TY:3
ce_fraction=  0.22450506974931464
species:coords:index
Mo1 : [3.85211325 5.99056159 6.04877993] : 27
Mo1 : [2.12722744 8.42975409 8.29082087] : 24
Mo1 : [4.87880425 8.48344012 8.87277431] : 16
!!!atention to nb coordination!!!
         [2.1131812303365485, 1.970837878793447, 2.089768714414496]
         [2.113181230336549, 1.970837878793447, 2.089768714414496]

ce_symbol  = TS:3
ce_fraction=  0.05311963162633929
species:coords:index
Mo1 : [3.85211325 5.99056159 6.04877993] : 27
Mo1 : [2.12722744 8.42975409 8.29082087] : 24
Mo1 : [4.87880425 8.48344012 8.87277431] : 16
!!!atention to nb coordination!!!
         [2.1131812303365485, 1.970837878793447, 2.089768714414496]
         [2.113181230336549, 1.970837878793447, 2.089768714414496]


**isite= 81
O1 : [6.77976745 2.53761689 6.87649237]

ce_symbol  = TL:3
ce_fraction=  0.7223752986243472
species:coords:index
Mo1 : [6.55326458 1.23116159 8.52191205] : 26
Mo1 : [5.52657359 3.72404012 5.69791767] : 17
Mo1 : [8.2781504  3.67035409 6.27987111] : 25
!!!atention to nb coordination!!!
         [2.1131812303365494, 2.0897687144144967, 1.9708378787934475]
         [2.1131812303365494, 2.0897687144144963, 1.9708378787934473]

ce_symbol  = TY:3
ce_fraction=  0.2245050697493135
species:coords:index
Mo1 : [6.55326458 1.23116159 8.52191205] : 26
Mo1 : [5.52657359 3.72404012 5.69791767] : 17
Mo1 : [8.2781504  3.67035409 6.27987111] : 25
!!!atention to nb coordination!!!
         [2.1131812303365494, 2.0897687144144967, 1.9708378787934475]
         [2.1131812303365494, 2.0897687144144963, 1.9708378787934473]

ce_symbol  = TS:3
ce_fraction=  0.05311963162633926
species:coords:index
Mo1 : [6.55326458 1.23116159 8.52191205] : 26
Mo1 : [5.52657359 3.72404012 5.69791767] : 17
Mo1 : [8.2781504  3.67035409 6.27987111] : 25
!!!atention to nb coordination!!!
         [2.1131812303365494, 2.0897687144144967, 1.9708378787934475]
         [2.1131812303365494, 2.0897687144144963, 1.9708378787934473]


**isite= 82
O1 : [10.54297116  2.2789911   2.54190578]

ce_symbol  = TL:3
ce_fraction=  0.6861762906068842
species:coords:index
Mo1 : [9.22012445 1.08904591 1.42297378] : 22
Mo1 : [10.10730477  3.5909673   4.13535666] : 45
Mo1 : [11.93369524  1.06886605  1.89593844] : 34
!!!atention to nb coordination!!!
         [2.1018805405382412, 2.109543185823816, 1.9534046949348904]
         [2.1018805405382417, 2.1095431858238154, 1.9534046949348904]

ce_symbol  = TY:3
ce_fraction=  0.25001608806864395
species:coords:index
Mo1 : [9.22012445 1.08904591 1.42297378] : 22
Mo1 : [10.10730477  3.5909673   4.13535666] : 45
Mo1 : [11.93369524  1.06886605  1.89593844] : 34
!!!atention to nb coordination!!!
         [2.1018805405382412, 2.109543185823816, 1.9534046949348904]
         [2.1018805405382417, 2.1095431858238154, 1.9534046949348904]

ce_symbol  = TS:3
ce_fraction=  0.06380762132447185
species:coords:index
Mo1 : [9.22012445 1.08904591 1.42297378] : 22
Mo1 : [10.10730477  3.5909673   4.13535666] : 45
Mo1 : [11.93369524  1.06886605  1.89593844] : 34
!!!atention to nb coordination!!!
         [2.1018805405382412, 2.109543185823816, 1.9534046949348904]
         [2.1018805405382417, 2.1095431858238154, 1.9534046949348904]


**isite= 83
O1 : [1.74635478 7.0383911  2.31499154]

ce_symbol  = TL:3
ce_fraction=  0.6861762906068862
species:coords:index
Mo1 : [0.3556307  5.82826605 2.96095889] : 35
Mo1 : [2.18202117 8.3503673  0.72154067] : 44
Mo1 : [3.06920149 5.84844591 3.43392355] : 23
!!!atention to nb coordination!!!
         [1.95340469493489, 2.1095431858238163, 2.1018805405382412]
         [1.9534046949348904, 2.109543185823815, 2.1018805405382417]

ce_symbol  = TY:3
ce_fraction=  0.25001608806864245
species:coords:index
Mo1 : [0.3556307  5.82826605 2.96095889] : 35
Mo1 : [2.18202117 8.3503673  0.72154067] : 44
Mo1 : [3.06920149 5.84844591 3.43392355] : 23
!!!atention to nb coordination!!!
         [1.95340469493489, 2.1095431858238163, 2.1018805405382412]
         [1.9534046949348904, 2.109543185823815, 2.1018805405382417]

ce_symbol  = TS:3
ce_fraction=  0.06380762132447143
species:coords:index
Mo1 : [0.3556307  5.82826605 2.96095889] : 35
Mo1 : [2.18202117 8.3503673  0.72154067] : 44
Mo1 : [3.06920149 5.84844591 3.43392355] : 23
!!!atention to nb coordination!!!
         [1.95340469493489, 2.1095431858238163, 2.1018805405382412]
         [1.9534046949348904, 2.109543185823815, 2.1018805405382417]


**isite= 84
O1 : [0.80438073 7.2398089  7.17188887]

ce_symbol  = TL:3
ce_fraction=  0.6861762906068825
species:coords:index
Mo1 : [2.12722744 8.42975409 8.29082087] : 24
Mo1 : [-0.58634335  8.44993395  7.81785621] : 36
Mo1 : [1.24004712 5.9278327  5.57843799] : 43
!!!atention to nb coordination!!!
         [2.1018805405382412, 1.9534046949348909, 2.109543185823815]
         [2.101880540538241, 1.9534046949348913, 2.1095431858238154]

ce_symbol  = TY:3
ce_fraction=  0.2500160880686448
species:coords:index
Mo1 : [2.12722744 8.42975409 8.29082087] : 24
Mo1 : [-0.58634335  8.44993395  7.81785621] : 36
Mo1 : [1.24004712 5.9278327  5.57843799] : 43
!!!atention to nb coordination!!!
         [2.1018805405382412, 1.9534046949348909, 2.109543185823815]
         [2.101880540538241, 1.9534046949348913, 2.1095431858238154]

ce_symbol  = TS:3
ce_fraction=  0.0638076213244728
species:coords:index
Mo1 : [2.12722744 8.42975409 8.29082087] : 24
Mo1 : [-0.58634335  8.44993395  7.81785621] : 36
Mo1 : [1.24004712 5.9278327  5.57843799] : 43
!!!atention to nb coordination!!!
         [2.1018805405382412, 1.9534046949348909, 2.109543185823815]
         [2.101880540538241, 1.9534046949348913, 2.1095431858238154]


**isite= 85
O1 : [9.60099711 2.4804089  7.39880311]

ce_symbol  = TL:3
ce_fraction=  0.6861762906068838
species:coords:index
Mo1 : [8.2781504  3.67035409 6.27987111] : 25
Mo1 : [10.99172119  3.69053395  6.75283577] : 37
Mo1 : [9.16533072 1.1684327  8.99225399] : 42
!!!atention to nb coordination!!!
         [2.101880540538243, 1.9534046949348909, 2.109543185823816]
         [2.1018805405382426, 1.9534046949348893, 2.1095431858238163]

ce_symbol  = TY:3
ce_fraction=  0.2500160880686428
species:coords:index
Mo1 : [8.2781504  3.67035409 6.27987111] : 25
Mo1 : [10.99172119  3.69053395  6.75283577] : 37
Mo1 : [9.16533072 1.1684327  8.99225399] : 42
!!!atention to nb coordination!!!
         [2.101880540538243, 1.9534046949348909, 2.109543185823816]
         [2.1018805405382426, 1.9534046949348893, 2.1095431858238163]

ce_symbol  = TS:3
ce_fraction=  0.06380762132447337
species:coords:index
Mo1 : [8.2781504  3.67035409 6.27987111] : 25
Mo1 : [10.99172119  3.69053395  6.75283577] : 37
Mo1 : [9.16533072 1.1684327  8.99225399] : 42
!!!atention to nb coordination!!!
         [2.101880540538243, 1.9534046949348909, 2.109543185823816]
         [2.1018805405382426, 1.9534046949348893, 2.1095431858238163]


**isite= 86
O1 : [8.03559693 0.06330002 7.71469571]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 8.22658481 -0.07681672  5.42418293] : 4
Mo1 : [9.16533072 1.1684327  8.99225399] : 42
Mo1 : [6.55326458 1.23116159 8.52191205] : 26
Mo1 : [ 7.63832133 -1.10617975  9.36876067] : 18
!!!atention to nb coordination!!!
         [2.3027283518931485, 2.0321840005676415, 2.052512619505607, 2.064325967234659]
         [2.3027283518931485, 2.0321840005676415, 2.052512619505606, 2.0643259672346588]


**isite= 87
O1 : [2.36978091 4.82270002 6.85599627]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [2.17879302 4.68258328 9.14650905] : 5
Mo1 : [3.85211325 5.99056159 6.04877993] : 27
Mo1 : [1.24004712 5.9278327  5.57843799] : 43
Mo1 : [2.7670565  3.65322025 5.20193131] : 19
!!!atention to nb coordination!!!
         [2.3027283518931494, 2.0525126195056065, 2.0321840005676415, 2.064325967234658]
         [2.3027283518931494, 2.0525126195056065, 2.032184000567641, 2.064325967234658]


**isite= 88
O1 : [3.31175496 9.45549998 1.99909894]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Mo1 : [2.18202117 8.3503673  0.72154067] : 44
Mo1 : [4.79408731 8.28763841 1.1918826 ] : 28
Mo1 : [ 3.70903056 10.62497975  0.34503399] : 20
In1 : [3.12076708 9.59561672 4.28961172] : 6
!!!atention to nb coordination!!!
         [2.0321840005676406, 2.0525126195056056, 2.0643259672346588, 2.3027283518931485]
         [2.0321840005676415, 2.0525126195056065, 2.064325967234658, 2.3027283518931485]


**isite= 89
O1 : [8.97757099 4.69609998 2.85779839]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [9.16855887 4.83621672 0.56728561] : 7
Mo1 : [7.49523864 3.52823841 3.66501472] : 29
Mo1 : [10.10730477  3.5909673   4.13535666] : 45
Mo1 : [8.58029539 5.86557975 4.51186334] : 21
!!!atention to nb coordination!!!
         [2.3027283518931485, 2.052512619505605, 2.0321840005676424, 2.064325967234658]
         [2.3027283518931485, 2.052512619505606, 2.0321840005676424, 2.0643259672346574]


**isite= 90
O1 : [12.48021971  2.25500372  0.32988047]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [11.77468055  4.32124964  0.64052762] : 3
Mo1 : [11.04927883  1.1684327  -0.72154067] : 42
Mo1 : [11.93369524  1.06886605  1.89593844] : 34
Mo1 : [14.26950561  1.2128855  -0.32036095] : 12
!!!atention to nb coordination!!!
         [2.205370569193588, 2.0817576219960467, 2.039154025712555, 2.1703382935112336]
         [2.2053705691935868, 2.0817576219960467, 2.039154025712555, 2.170338293511234]


**isite= 91
O1 : [-0.19089377  7.01440372  4.52701686]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Mo1 : [-1.98017966  5.9722855   5.17725827] : 13
In1 : [0.51464539 9.08064964 4.21636971] : 2
Mo1 : [1.24004712 5.9278327  5.57843799] : 43
Mo1 : [0.3556307  5.82826605 2.96095889] : 35
!!!atention to nb coordination!!!
         [2.170338293511233, 2.205370569193588, 2.0817576219960463, 2.0391540257125547]
         [2.170338293511233, 2.2053705691935868, 2.0817576219960467, 2.039154025712555]


**isite= 92
O1 : [-1.13286782  7.26379628  9.38391419]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Mo1 : [ 0.29807306  8.3503673  10.43533532] : 44
In1 : [-0.42732866  5.19755036  9.07326703] : 1
Mo1 : [-0.58634335  8.44993395  7.81785621] : 36
Mo1 : [-2.92215372  8.3059145  10.0341556 ] : 10
!!!atention to nb coordination!!!
         [2.081757621996047, 2.205370569193586, 2.0391540257125564, 2.1703382935112345]
         [2.0817576219960463, 2.2053705691935868, 2.0391540257125564, 2.1703382935112323]


**isite= 93
O1 : [11.53824566  2.50439628  5.18677779]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Mo1 : [10.10730477  3.5909673   4.13535666] : 45
In1 : [10.8327065   0.43815036  5.49742495] : 0
Mo1 : [13.32753156  3.5465145   4.53653638] : 11
Mo1 : [10.99172119  3.69053395  6.75283577] : 37
!!!atention to nb coordination!!!
         [2.081757621996047, 2.2053705691935863, 2.1703382935112323, 2.039154025712556]
         [2.0817576219960467, 2.2053705691935868, 2.1703382935112323, 2.039154025712556]


**isite= 94
O1 : [12.15760708  7.09978736  1.83775281]

ce_symbol  = TL:3
ce_fraction=  0.8043870064565669
species:coords:index
Mo1 : [10.45848587  8.24994396  2.31576865] : 38
Mo1 : [12.19309439  8.3059145   0.32036095] : 10
Mo1 : [13.5869307   5.82826605  2.96095889] : 35
!!!atention to nb coordination!!!
         [2.1067444720078847, 1.938679991975451, 2.21840580553233]
         [2.1067444720078847, 1.938679991975451, 2.2184058055323304]

ce_symbol  = TY:3
ce_fraction=  0.1850777735509855
species:coords:index
Mo1 : [10.45848587  8.24994396  2.31576865] : 38
Mo1 : [12.19309439  8.3059145   0.32036095] : 10
Mo1 : [13.5869307   5.82826605  2.96095889] : 35
!!!atention to nb coordination!!!
         [2.1067444720078847, 1.938679991975451, 2.21840580553233]
         [2.1067444720078847, 1.938679991975451, 2.2184058055323304]

ce_symbol  = TS:3
ce_fraction=  0.01053521999244758
species:coords:index
Mo1 : [10.45848587  8.24994396  2.31576865] : 38
Mo1 : [12.19309439  8.3059145   0.32036095] : 10
Mo1 : [13.5869307   5.82826605  2.96095889] : 35
!!!atention to nb coordination!!!
         [2.1067444720078847, 1.938679991975451, 2.21840580553233]
         [2.1067444720078847, 1.938679991975451, 2.2184058055323304]


**isite= 95
O1 : [0.13171886 2.34038736 3.01914452]

ce_symbol  = TL:3
ce_fraction=  0.8043870064565629
species:coords:index
Mo1 : [-1.29760476  1.06886605  1.89593844] : 34
Mo1 : [0.09623156 3.5465145  4.53653638] : 11
Mo1 : [1.83084008 3.49054396 2.54112868] : 39
!!!atention to nb coordination!!!
         [2.2184058055323304, 1.9386799919754516, 2.1067444720078834]
         [2.218405805532331, 1.9386799919754512, 2.106744472007884]

ce_symbol  = TY:3
ce_fraction=  0.1850777735509887
species:coords:index
Mo1 : [-1.29760476  1.06886605  1.89593844] : 34
Mo1 : [0.09623156 3.5465145  4.53653638] : 11
Mo1 : [1.83084008 3.49054396 2.54112868] : 39
!!!atention to nb coordination!!!
         [2.2184058055323304, 1.9386799919754516, 2.1067444720078834]
         [2.218405805532331, 1.9386799919754512, 2.106744472007884]

ce_symbol  = TS:3
ce_fraction=  0.01053521999244833
species:coords:index
Mo1 : [-1.29760476  1.06886605  1.89593844] : 34
Mo1 : [0.09623156 3.5465145  4.53653638] : 11
Mo1 : [1.83084008 3.49054396 2.54112868] : 39
!!!atention to nb coordination!!!
         [2.2184058055323304, 1.9386799919754516, 2.1067444720078834]
         [2.218405805532331, 1.9386799919754512, 2.106744472007884]


**isite= 96
O1 : [-0.81025519  2.41901264  7.87604184]

ce_symbol  = TL:3
ce_fraction=  0.8043870064565682
species:coords:index
Mo1 : [-2.23957881  3.69053395  6.75283577] : 37
Mo1 : [-0.8457425   1.2128855   9.39343371] : 12
Mo1 : [0.88886603 1.26885604 7.39802601] : 40
!!!atention to nb coordination!!!
         [2.218405805532331, 1.938679991975452, 2.106744472007883]
         [2.2184058055323312, 1.938679991975452, 2.106744472007883]

ce_symbol  = TY:3
ce_fraction=  0.1850777735509837
species:coords:index
Mo1 : [-2.23957881  3.69053395  6.75283577] : 37
Mo1 : [-0.8457425   1.2128855   9.39343371] : 12
Mo1 : [0.88886603 1.26885604 7.39802601] : 40
!!!atention to nb coordination!!!
         [2.218405805532331, 1.938679991975452, 2.106744472007883]
         [2.2184058055323312, 1.938679991975452, 2.106744472007883]

ce_symbol  = TS:3
ce_fraction=  0.01053521999244799
species:coords:index
Mo1 : [-2.23957881  3.69053395  6.75283577] : 37
Mo1 : [-0.8457425   1.2128855   9.39343371] : 12
Mo1 : [0.88886603 1.26885604 7.39802601] : 40
!!!atention to nb coordination!!!
         [2.218405805532331, 1.938679991975452, 2.106744472007883]
         [2.2184058055323312, 1.938679991975452, 2.106744472007883]


**isite= 97
O1 : [11.21563303  7.17841264  6.69465014]

ce_symbol  = TL:3
ce_fraction=  0.8043870064565665
species:coords:index
Mo1 : [12.64495665  8.44993395  7.81785621] : 36
Mo1 : [9.51651181 6.02825604 7.17266597] : 41
Mo1 : [11.25112034  5.9722855   5.17725827] : 13
!!!atention to nb coordination!!!
         [2.2184058055323317, 2.106744472007886, 1.9386799919754516]
         [2.218405805532331, 2.1067444720078843, 1.9386799919754516]

ce_symbol  = TY:3
ce_fraction=  0.18507777355098534
species:coords:index
Mo1 : [12.64495665  8.44993395  7.81785621] : 36
Mo1 : [9.51651181 6.02825604 7.17266597] : 41
Mo1 : [11.25112034  5.9722855   5.17725827] : 13
!!!atention to nb coordination!!!
         [2.2184058055323317, 2.106744472007886, 1.9386799919754516]
         [2.218405805532331, 2.1067444720078843, 1.9386799919754516]

ce_symbol  = TS:3
ce_fraction=  0.010535219992448308
species:coords:index
Mo1 : [12.64495665  8.44993395  7.81785621] : 36
Mo1 : [9.51651181 6.02825604 7.17266597] : 41
Mo1 : [11.25112034  5.9722855   5.17725827] : 13
!!!atention to nb coordination!!!
         [2.2184058055323317, 2.106744472007886, 1.9386799919754516]
         [2.218405805532331, 2.1067444720078843, 1.9386799919754516]


**isite= 98
O1 : [9.28659557 7.26303478 8.80089223]

ce_symbol  = TL:3
ce_fraction=  0.7869327564100059
species:coords:index
Mo1 : [9.51651181 6.02825604 7.17266597] : 41
Mo1 : [7.63832133 8.41262025 9.36876067] : 18
Mo1 : [10.30914628  8.3059145  10.0341556 ] : 10
!!!atention to nb coordination!!!
         [2.056370773859093, 2.08825986612701, 1.9115822326122938]
         [2.056370773859093, 2.08825986612701, 1.9115822326122949]

ce_symbol  = TY:3
ce_fraction=  0.17923372097919474
species:coords:index
Mo1 : [9.51651181 6.02825604 7.17266597] : 41
Mo1 : [7.63832133 8.41262025 9.36876067] : 18
Mo1 : [10.30914628  8.3059145  10.0341556 ] : 10
!!!atention to nb coordination!!!
         [2.056370773859093, 2.08825986612701, 1.9115822326122938]
         [2.056370773859093, 2.08825986612701, 1.9115822326122949]

ce_symbol  = TS:3
ce_fraction=  0.03383352261079934
species:coords:index
Mo1 : [9.51651181 6.02825604 7.17266597] : 41
Mo1 : [7.63832133 8.41262025 9.36876067] : 18
Mo1 : [10.30914628  8.3059145  10.0341556 ] : 10
!!!atention to nb coordination!!!
         [2.056370773859093, 2.08825986612701, 1.9115822326122938]
         [2.056370773859093, 2.08825986612701, 1.9115822326122949]


**isite= 99
O1 : [1.11878227 2.50363478 5.76979975]

