cif name= ./1534542.cif
./1534542.cif
Full Formula (Na36 Fe8 O28)
         [2.2933628311488063, 1.874497223203443, 2.6074053314673393, 2.5643282950171495, 2.3060707968640486, 2.384597844086208]

ce_symbol  = TS:3
ce_fraction=  0.0004303878758891151
species:coords:index
Na1 : [1.52893182 6.084519   6.50014122] : 30
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [2.6390568  7.8299467  4.00826558] : 0
!!!atention to nb coordination!!!
         [2.2933628311488046, 1.8744972232034431, 2.3060707968640486]
         [2.2933628311488063, 1.874497223203443, 2.3060707968640486]

ce_symbol  = SS:4
ce_fraction=  0.0002491964612211363
species:coords:index
Na1 : [1.52893182 6.084519   6.50014122] : 30
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Na1 : [0.13768992 6.6020528  2.46503688] : 12
!!!atention to nb coordination!!!
         [2.2933628311488046, 1.8744972232034431, 2.3060707968640486, 2.384597844086208]
         [2.2933628311488063, 1.874497223203443, 2.3060707968640486, 2.384597844086208]

ce_symbol  = T:4
ce_fraction=  5.445615078423467e-06
species:coords:index
Na1 : [1.52893182 6.084519   6.50014122] : 30
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Na1 : [0.13768992 6.6020528  2.46503688] : 12
!!!atention to nb coordination!!!
         [2.2933628311488046, 1.8744972232034431, 2.3060707968640486, 2.384597844086208]
         [2.2933628311488063, 1.874497223203443, 2.3060707968640486, 2.384597844086208]


**isite= 57
O1 : [8.01948166 4.1782362  9.38427566]

ce_symbol  = S:1
ce_fraction=  0.7754360694489518
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [1.8744972232034438]
         [1.874497223203443]

ce_symbol  = TY:3
ce_fraction=  0.10400629197530661
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [ 8.03286818  3.906481   11.66144122] : 31
!!!atention to nb coordination!!!
         [1.8744972232034438, 2.3060707968640495, 2.293362831148804]
         [1.874497223203443, 2.3060707968640495, 2.293362831148804]

ce_symbol  = TL:3
ce_fraction=  0.06676569997739808
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [ 8.03286818  3.906481   11.66144122] : 31
!!!atention to nb coordination!!!
         [1.8744972232034438, 2.3060707968640495, 2.293362831148804]
         [1.874497223203443, 2.3060707968640495, 2.293362831148804]

ce_symbol  = T:6
ce_fraction=  0.03721753018670148
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [ 5.51811478  4.555896   10.01601878] : 33
Na1 : [ 9.69279666  2.4188211  10.2090514 ] : 19
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [9.42411008 3.3889472  7.62633688] : 13
Na1 : [ 8.03286818  3.906481   11.66144122] : 31
!!!atention to nb coordination!!!
         [1.8744972232034438, 2.60740533146734, 2.5643282950171487, 2.3060707968640495, 2.384597844086209, 2.293362831148804]
         [1.874497223203443, 2.6074053314673407, 2.5643282950171495, 2.3060707968640495, 2.384597844086208, 2.293362831148804]

ce_symbol  = PP:6
ce_fraction=  0.015889378459453294
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [ 5.51811478  4.555896   10.01601878] : 33
Na1 : [ 9.69279666  2.4188211  10.2090514 ] : 19
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [9.42411008 3.3889472  7.62633688] : 13
Na1 : [ 8.03286818  3.906481   11.66144122] : 31
!!!atention to nb coordination!!!
         [1.8744972232034438, 2.60740533146734, 2.5643282950171487, 2.3060707968640495, 2.384597844086209, 2.293362831148804]
         [1.874497223203443, 2.6074053314673407, 2.5643282950171495, 2.3060707968640495, 2.384597844086208, 2.293362831148804]

ce_symbol  = TS:3
ce_fraction=  0.00043038787588911244
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [ 8.03286818  3.906481   11.66144122] : 31
!!!atention to nb coordination!!!
         [1.8744972232034438, 2.3060707968640495, 2.293362831148804]
         [1.874497223203443, 2.3060707968640495, 2.293362831148804]

ce_symbol  = SS:4
ce_fraction=  0.00024919646122114014
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [9.42411008 3.3889472  7.62633688] : 13
Na1 : [ 8.03286818  3.906481   11.66144122] : 31
!!!atention to nb coordination!!!
         [1.8744972232034438, 2.3060707968640495, 2.384597844086209, 2.293362831148804]
         [1.874497223203443, 2.3060707968640495, 2.384597844086208, 2.293362831148804]

ce_symbol  = T:4
ce_fraction=  5.445615078423591e-06
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [9.42411008 3.3889472  7.62633688] : 13
Na1 : [ 8.03286818  3.906481   11.66144122] : 31
!!!atention to nb coordination!!!
         [1.8744972232034438, 2.3060707968640495, 2.384597844086209, 2.293362831148804]
         [1.874497223203443, 2.3060707968640495, 2.384597844086208, 2.293362831148804]


**isite= 58
O1 : [3.23858166 5.8127638  9.38427566]

ce_symbol  = S:1
ce_fraction=  0.7754360694489534
species:coords:index
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [1.874497223203444]
         [1.874497223203443]

ce_symbol  = TY:3
ce_fraction=  0.10400629197530561
species:coords:index
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [ 3.25196818  6.084519   11.66144122] : 28
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.3060707968640486, 2.293362831148804, 1.874497223203444]
         [2.306070796864049, 2.293362831148804, 1.874497223203443]

ce_symbol  = TL:3
ce_fraction=  0.06676569997739744
species:coords:index
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [ 3.25196818  6.084519   11.66144122] : 28
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.3060707968640486, 2.293362831148804, 1.874497223203444]
         [2.306070796864049, 2.293362831148804, 1.874497223203443]

ce_symbol  = T:6
ce_fraction=  0.03721753018670157
species:coords:index
Na1 : [4.64321008 6.6020528  7.62633688] : 14
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [ 4.91189666  7.5721789  10.2090514 ] : 16
Na1 : [ 3.25196818  6.084519   11.66144122] : 28
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
Na1 : [ 0.73721478  5.435104   10.01601878] : 34
!!!atention to nb coordination!!!
         [2.3845978440862083, 2.3060707968640486, 2.564328295017148, 2.293362831148804, 1.874497223203444, 2.6074053314673393]
         [2.384597844086208, 2.306070796864049, 2.5643282950171487, 2.293362831148804, 1.874497223203443, 2.6074053314673398]

ce_symbol  = PP:6
ce_fraction=  0.01588937845945335
species:coords:index
Na1 : [4.64321008 6.6020528  7.62633688] : 14
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [ 4.91189666  7.5721789  10.2090514 ] : 16
Na1 : [ 3.25196818  6.084519   11.66144122] : 28
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
Na1 : [ 0.73721478  5.435104   10.01601878] : 34
!!!atention to nb coordination!!!
         [2.3845978440862083, 2.3060707968640486, 2.564328295017148, 2.293362831148804, 1.874497223203444, 2.6074053314673393]
         [2.384597844086208, 2.306070796864049, 2.5643282950171487, 2.293362831148804, 1.874497223203443, 2.6074053314673398]

ce_symbol  = TS:3
ce_fraction=  0.0004303878758891032
species:coords:index
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [ 3.25196818  6.084519   11.66144122] : 28
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.3060707968640486, 2.293362831148804, 1.874497223203444]
         [2.306070796864049, 2.293362831148804, 1.874497223203443]

ce_symbol  = SS:4
ce_fraction=  0.00024919646122115337
species:coords:index
Na1 : [4.64321008 6.6020528  7.62633688] : 14
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [ 3.25196818  6.084519   11.66144122] : 28
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.3845978440862083, 2.3060707968640486, 2.293362831148804, 1.874497223203444]
         [2.384597844086208, 2.306070796864049, 2.293362831148804, 1.874497223203443]

ce_symbol  = T:4
ce_fraction=  5.445615078423702e-06
species:coords:index
Na1 : [4.64321008 6.6020528  7.62633688] : 14
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [ 3.25196818  6.084519   11.66144122] : 28
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.3845978440862083, 2.3060707968640486, 2.293362831148804, 1.874497223203444]
         [2.384597844086208, 2.306070796864049, 2.293362831148804, 1.874497223203443]


**isite= 59
O1 : [6.32321834 4.1782362  4.22297566]

ce_symbol  = S:1
ce_fraction=  0.7754360694489539
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
!!!atention to nb coordination!!!
         [1.8744972232034431]
         [1.874497223203443]

ce_symbol  = TY:3
ce_fraction=  0.10400629197530618
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [7.4199568  2.1610533  4.00826558] : 3
!!!atention to nb coordination!!!
         [1.8744972232034431, 2.2933628311488046, 2.30607079686405]
         [1.874497223203443, 2.2933628311488063, 2.3060707968640495]

ce_symbol  = TL:3
ce_fraction=  0.06676569997739683
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [7.4199568  2.1610533  4.00826558] : 3
!!!atention to nb coordination!!!
         [1.8744972232034431, 2.2933628311488046, 2.30607079686405]
         [1.874497223203443, 2.2933628311488063, 2.3060707968640495]

ce_symbol  = T:6
ce_fraction=  0.03721753018670119
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [4.91858992 3.3889472  2.46503688] : 15
Na1 : [8.82458522 4.555896   4.85471878] : 35
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
Na1 : [7.4199568  2.1610533  4.00826558] : 3
!!!atention to nb coordination!!!
         [1.8744972232034431, 2.384597844086208, 2.6074053314673415, 2.2933628311488046, 2.5643282950171487, 2.30607079686405]
         [1.874497223203443, 2.384597844086208, 2.6074053314673415, 2.2933628311488063, 2.5643282950171495, 2.3060707968640495]

ce_symbol  = PP:6
ce_fraction=  0.015889378459453197
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [4.91858992 3.3889472  2.46503688] : 15
Na1 : [8.82458522 4.555896   4.85471878] : 35
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
Na1 : [7.4199568  2.1610533  4.00826558] : 3
!!!atention to nb coordination!!!
         [1.8744972232034431, 2.384597844086208, 2.6074053314673415, 2.2933628311488046, 2.5643282950171487, 2.30607079686405]
         [1.874497223203443, 2.384597844086208, 2.6074053314673415, 2.2933628311488063, 2.5643282950171495, 2.3060707968640495]

ce_symbol  = TS:3
ce_fraction=  0.0004303878758891133
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [7.4199568  2.1610533  4.00826558] : 3
!!!atention to nb coordination!!!
         [1.8744972232034431, 2.2933628311488046, 2.30607079686405]
         [1.874497223203443, 2.2933628311488063, 2.3060707968640495]

ce_symbol  = SS:4
ce_fraction=  0.0002491964612211411
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [4.91858992 3.3889472  2.46503688] : 15
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [7.4199568  2.1610533  4.00826558] : 3
!!!atention to nb coordination!!!
         [1.8744972232034431, 2.384597844086208, 2.2933628311488046, 2.30607079686405]
         [1.874497223203443, 2.384597844086208, 2.2933628311488063, 2.3060707968640495]

ce_symbol  = T:4
ce_fraction=  5.445615078423654e-06
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
Na1 : [4.91858992 3.3889472  2.46503688] : 15
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [7.4199568  2.1610533  4.00826558] : 3
!!!atention to nb coordination!!!
         [1.8744972232034431, 2.384597844086208, 2.2933628311488046, 2.30607079686405]
         [1.874497223203443, 2.384597844086208, 2.2933628311488063, 2.3060707968640495]


**isite= 60
O1 : [0.79171704 4.1912245  1.5587126 ]

ce_symbol  = A:2
ce_fraction=  0.36359988586747466
species:coords:index
Na1 : [ 0.73721478  5.435104   -0.30658122] : 34
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [2.242660861966328, 1.851797519699968]
         [2.242660861966327, 1.8517975196999685]

ce_symbol  = TY:3
ce_fraction=  0.3382416421912971
species:coords:index
Na1 : [-1.52893182  3.906481    1.33884122] : 31
Na1 : [ 0.73721478  5.435104   -0.30658122] : 34
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [2.348368245389689, 2.242660861966328, 1.851797519699968]
         [2.3483682453896897, 2.242660861966327, 1.8517975196999685]

ce_symbol  = TL:3
ce_fraction=  0.23894774381654788
species:coords:index
Na1 : [-1.52893182  3.906481    1.33884122] : 31
Na1 : [ 0.73721478  5.435104   -0.30658122] : 34
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [2.348368245389689, 2.242660861966328, 1.851797519699968]
         [2.3483682453896897, 2.242660861966327, 1.8517975196999685]

ce_symbol  = T:4
ce_fraction=  0.03175214720612912
species:coords:index
Na1 : [-1.52893182  3.906481    1.33884122] : 31
Na1 : [ 0.73721478  5.435104   -0.30658122] : 34
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [ 0.13099666  2.4188211  -0.1135486 ] : 19
!!!atention to nb coordination!!!
         [2.348368245389689, 2.242660861966328, 1.851797519699968, 2.524761920242057]
         [2.3483682453896897, 2.242660861966327, 1.8517975196999685, 2.524761920242056]

ce_symbol  = S:1
ce_fraction=  0.026836148996051044
species:coords:index
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [1.851797519699968]
         [1.8517975196999685]

ce_symbol  = L:2
ce_fraction=  0.0005057800823097647
species:coords:index
Na1 : [ 0.73721478  5.435104   -0.30658122] : 34
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [2.242660861966328, 1.851797519699968]
         [2.242660861966327, 1.8517975196999685]

ce_symbol  = TS:3
ce_fraction=  0.00011665184019042975
species:coords:index
Na1 : [-1.52893182  3.906481    1.33884122] : 31
Na1 : [ 0.73721478  5.435104   -0.30658122] : 34
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [2.348368245389689, 2.242660861966328, 1.851797519699968]
         [2.3483682453896897, 2.242660861966327, 1.8517975196999685]


**isite= 61
O1 : [8.77008296 5.7997755  6.7200126 ]

ce_symbol  = A:2
ce_fraction=  0.3635998858674759
species:coords:index
Na1 : [8.82458522 4.555896   4.85471878] : 35
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [2.2426608619663275, 1.8517975196999663]
         [2.242660861966327, 1.8517975196999685]

ce_symbol  = TY:3
ce_fraction=  0.33824164219129726
species:coords:index
Na1 : [8.82458522 4.555896   4.85471878] : 35
Na1 : [11.09073182  6.084519    6.50014122] : 30
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [2.2426608619663275, 2.348368245389691, 1.8517975196999663]
         [2.242660861966327, 2.348368245389689, 1.8517975196999685]

ce_symbol  = TL:3
ce_fraction=  0.23894774381654652
species:coords:index
Na1 : [8.82458522 4.555896   4.85471878] : 35
Na1 : [11.09073182  6.084519    6.50014122] : 30
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [2.2426608619663275, 2.348368245389691, 1.8517975196999663]
         [2.242660861966327, 2.348368245389689, 1.8517975196999685]

ce_symbol  = T:4
ce_fraction=  0.03175214720612876
species:coords:index
Na1 : [8.82458522 4.555896   4.85471878] : 35
Na1 : [11.09073182  6.084519    6.50014122] : 30
Na1 : [9.43080334 7.5721789  5.0477514 ] : 18
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [2.2426608619663275, 2.348368245389691, 2.5247619202420566, 1.8517975196999663]
         [2.242660861966327, 2.348368245389689, 2.5247619202420557, 1.8517975196999685]

ce_symbol  = S:1
ce_fraction=  0.026836148996051436
species:coords:index
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [1.8517975196999663]
         [1.8517975196999685]

ce_symbol  = L:2
ce_fraction=  0.0005057800823097747
species:coords:index
Na1 : [8.82458522 4.555896   4.85471878] : 35
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [2.2426608619663275, 1.8517975196999663]
         [2.242660861966327, 1.8517975196999685]

ce_symbol  = TS:3
ce_fraction=  0.00011665184019043938
species:coords:index
Na1 : [8.82458522 4.555896   4.85471878] : 35
Na1 : [11.09073182  6.084519    6.50014122] : 30
Fe1 : [7.78502632 5.67708602 8.28326714] : 41
!!!atention to nb coordination!!!
         [2.2426608619663275, 2.348368245389691, 1.8517975196999663]
         [2.242660861966327, 2.348368245389689, 1.8517975196999685]


**isite= 62
O1 : [3.98918296 4.1912245  6.7200126 ]

ce_symbol  = A:2
ce_fraction=  0.36359988586747594
species:coords:index
Na1 : [4.04368522 5.435104   4.85471878] : 32
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.2426608619663275, 1.8517975196999672]
         [2.242660861966327, 1.8517975196999688]

ce_symbol  = TY:3
ce_fraction=  0.3382416421912968
species:coords:index
Na1 : [4.04368522 5.435104   4.85471878] : 32
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
Na1 : [6.30983182 3.906481   6.50014122] : 29
!!!atention to nb coordination!!!
         [2.2426608619663275, 1.8517975196999672, 2.34836824538969]
         [2.242660861966327, 1.8517975196999688, 2.3483682453896897]

ce_symbol  = TL:3
ce_fraction=  0.2389477438165477
species:coords:index
Na1 : [4.04368522 5.435104   4.85471878] : 32
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
Na1 : [6.30983182 3.906481   6.50014122] : 29
!!!atention to nb coordination!!!
         [2.2426608619663275, 1.8517975196999672, 2.34836824538969]
         [2.242660861966327, 1.8517975196999688, 2.3483682453896897]

ce_symbol  = T:4
ce_fraction=  0.031752147206128914
species:coords:index
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
Na1 : [4.04368522 5.435104   4.85471878] : 32
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
Na1 : [6.30983182 3.906481   6.50014122] : 29
!!!atention to nb coordination!!!
         [2.524761920242057, 2.2426608619663275, 1.8517975196999672, 2.34836824538969]
         [2.5247619202420566, 2.242660861966327, 1.8517975196999688, 2.3483682453896897]

ce_symbol  = S:1
ce_fraction=  0.02683614899605046
species:coords:index
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [1.8517975196999672]
         [1.8517975196999688]

ce_symbol  = L:2
ce_fraction=  0.0005057800823097591
species:coords:index
Na1 : [4.04368522 5.435104   4.85471878] : 32
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
!!!atention to nb coordination!!!
         [2.2426608619663275, 1.8517975196999672]
         [2.242660861966327, 1.8517975196999688]

ce_symbol  = TS:3
ce_fraction=  0.00011665184019042947
species:coords:index
Na1 : [4.04368522 5.435104   4.85471878] : 32
Fe1 : [3.00412632 4.31391398 8.28326714] : 42
Na1 : [6.30983182 3.906481   6.50014122] : 29
!!!atention to nb coordination!!!
         [2.2426608619663275, 1.8517975196999672, 2.34836824538969]
         [2.242660861966327, 1.8517975196999688, 2.3483682453896897]


**isite= 63
O1 : [5.57261704 5.7997755  1.5587126 ]

ce_symbol  = A:2
ce_fraction=  0.3635998858674739
species:coords:index
Na1 : [ 5.51811478  4.555896   -0.30658122] : 33
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
!!!atention to nb coordination!!!
         [2.242660861966328, 1.8517975196999676]
         [2.242660861966327, 1.851797519699968]

ce_symbol  = TY:3
ce_fraction=  0.3382416421912981
species:coords:index
Na1 : [3.25196818 6.084519   1.33884122] : 28
Na1 : [ 5.51811478  4.555896   -0.30658122] : 33
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
!!!atention to nb coordination!!!
         [2.34836824538969, 2.242660861966328, 1.8517975196999676]
         [2.34836824538969, 2.242660861966327, 1.851797519699968]

ce_symbol  = TL:3
ce_fraction=  0.23894774381654713
species:coords:index
Na1 : [3.25196818 6.084519   1.33884122] : 28
Na1 : [ 5.51811478  4.555896   -0.30658122] : 33
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
!!!atention to nb coordination!!!
         [2.34836824538969, 2.242660861966328, 1.8517975196999676]
         [2.34836824538969, 2.242660861966327, 1.851797519699968]

ce_symbol  = T:4
ce_fraction=  0.03175214720612927
species:coords:index
Na1 : [3.25196818 6.084519   1.33884122] : 28
Na1 : [ 5.51811478  4.555896   -0.30658122] : 33
Na1 : [ 4.91189666  7.5721789  -0.1135486 ] : 16
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
!!!atention to nb coordination!!!
         [2.34836824538969, 2.242660861966328, 2.524761920242057, 1.8517975196999676]
         [2.34836824538969, 2.242660861966327, 2.524761920242056, 1.851797519699968]

ce_symbol  = S:1
ce_fraction=  0.026836148996051395
species:coords:index
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
!!!atention to nb coordination!!!
         [1.8517975196999676]
         [1.851797519699968]

ce_symbol  = L:2
ce_fraction=  0.0005057800823097683
species:coords:index
Na1 : [ 5.51811478  4.555896   -0.30658122] : 33
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
!!!atention to nb coordination!!!
         [2.242660861966328, 1.8517975196999676]
         [2.242660861966327, 1.851797519699968]

ce_symbol  = TS:3
ce_fraction=  0.00011665184019042971
species:coords:index
Na1 : [3.25196818 6.084519   1.33884122] : 28
Na1 : [ 5.51811478  4.555896   -0.30658122] : 33
Fe1 : [6.55767368 5.67708602 3.12196714] : 43
!!!atention to nb coordination!!!
         [2.34836824538969, 2.242660861966328, 1.8517975196999676]
         [2.34836824538969, 2.242660861966327, 1.851797519699968]


**isite= 64
O1 : [1.61020712 0.6634024  0.64722702]

ce_symbol  = ST:7
ce_fraction=  0.9410664069132156
species:coords:index
Na1 : [ 0.13099666  2.4188211  -0.1135486 ] : 19
Na1 : [ 1.46964866  0.6214402  -1.79716466] : 26
Fe1 : [ 1.52204732 -1.0070928   1.51525445] : 36
Na1 : [0.62725408 1.6645006  2.6116178 ] : 8
Na1 : [-0.84717548 -0.1378758   0.22812946] : 20
Na1 : [3.93372452 0.1378758  0.22812946] : 23
Na1 : [2.75571076 2.7195502  0.59045272] : 6
!!!atention to nb coordination!!!
         [2.4183337117258024, 2.4487891277444924, 1.8846214444896958, 2.4139646686390193, 2.6184764198625046, 2.418791863763452, 2.3543886012802946]
         [2.418333711725802, 2.4487891277444933, 1.8846214444896965, 2.4139646686390193, 2.6184764198625037, 2.418791863763452, 2.354388601280295]

ce_symbol  = PB:7
ce_fraction=  0.037029191289973055
species:coords:index
Na1 : [ 0.13099666  2.4188211  -0.1135486 ] : 19
Na1 : [ 1.46964866  0.6214402  -1.79716466] : 26
Fe1 : [ 1.52204732 -1.0070928   1.51525445] : 36
Na1 : [0.62725408 1.6645006  2.6116178 ] : 8
Na1 : [-0.84717548 -0.1378758   0.22812946] : 20
Na1 : [3.93372452 0.1378758  0.22812946] : 23
Na1 : [2.75571076 2.7195502  0.59045272] : 6
!!!atention to nb coordination!!!
         [2.4183337117258024, 2.4487891277444924, 1.8846214444896958, 2.4139646686390193, 2.6184764198625046, 2.418791863763452, 2.3543886012802946]
         [2.418333711725802, 2.4487891277444933, 1.8846214444896965, 2.4139646686390193, 2.6184764198625037, 2.418791863763452, 2.354388601280295]

ce_symbol  = S:1
ce_fraction=  0.012311344356733351
species:coords:index
Fe1 : [ 1.52204732 -1.0070928   1.51525445] : 36
!!!atention to nb coordination!!!
         [1.8846214444896958]
         [1.8846214444896965]

ce_symbol  = FO:7
ce_fraction=  0.009593057440078052
species:coords:index
Na1 : [ 0.13099666  2.4188211  -0.1135486 ] : 19
Na1 : [ 1.46964866  0.6214402  -1.79716466] : 26
Fe1 : [ 1.52204732 -1.0070928   1.51525445] : 36
Na1 : [0.62725408 1.6645006  2.6116178 ] : 8
Na1 : [-0.84717548 -0.1378758   0.22812946] : 20
Na1 : [3.93372452 0.1378758  0.22812946] : 23
Na1 : [2.75571076 2.7195502  0.59045272] : 6
!!!atention to nb coordination!!!
         [2.4183337117258024, 2.4487891277444924, 1.8846214444896958, 2.4139646686390193, 2.6184764198625046, 2.418791863763452, 2.3543886012802946]
         [2.418333711725802, 2.4487891277444933, 1.8846214444896965, 2.4139646686390193, 2.6184764198625037, 2.418791863763452, 2.354388601280295]


**isite= 65
O1 : [7.95159288 9.3275976  5.80852702]

ce_symbol  = ST:7
ce_fraction=  0.9410664069132144
species:coords:index
Na1 : [5.62807548 9.8531242  5.38942946] : 22
Fe1 : [ 8.03975268 10.9980928   6.67655445] : 37
Na1 : [9.43080334 7.5721789  5.0477514 ] : 18
Na1 : [8.09215134 9.3695598  3.36413534] : 27
Na1 : [10.40897548 10.1288758   5.38942946] : 21
Na1 : [6.80608924 7.2714498  5.75175272] : 7
Na1 : [8.93454592 8.3264994  7.7729178 ] : 9
!!!atention to nb coordination!!!
         [2.418791863763452, 1.884621444489696, 2.4183337117258015, 2.4487891277444933, 2.618476419862505, 2.354388601280294, 2.413964668639017]
         [2.418791863763452, 1.8846214444896965, 2.418333711725801, 2.4487891277444933, 2.6184764198625055, 2.354388601280294, 2.413964668639019]

ce_symbol  = PB:7
ce_fraction=  0.037029191289973167
species:coords:index
Na1 : [5.62807548 9.8531242  5.38942946] : 22
Fe1 : [ 8.03975268 10.9980928   6.67655445] : 37
Na1 : [9.43080334 7.5721789  5.0477514 ] : 18
Na1 : [8.09215134 9.3695598  3.36413534] : 27
Na1 : [10.40897548 10.1288758   5.38942946] : 21
Na1 : [6.80608924 7.2714498  5.75175272] : 7
Na1 : [8.93454592 8.3264994  7.7729178 ] : 9
!!!atention to nb coordination!!!
         [2.418791863763452, 1.884621444489696, 2.4183337117258015, 2.4487891277444933, 2.618476419862505, 2.354388601280294, 2.413964668639017]
         [2.418791863763452, 1.8846214444896965, 2.418333711725801, 2.4487891277444933, 2.6184764198625055, 2.354388601280294, 2.413964668639019]

ce_symbol  = S:1
ce_fraction=  0.01231134435673414
species:coords:index
Fe1 : [ 8.03975268 10.9980928   6.67655445] : 37
!!!atention to nb coordination!!!
         [1.884621444489696]
         [1.8846214444896965]

ce_symbol  = FO:7
ce_fraction=  0.009593057440078143
