cif name= ./1562439.cif
./1562439.cif
Full Formula (U12 W4 O68)
O1 : [10.45930372 -0.0900944   0.85994024] : 48
O1 : [9.7750081  3.332469   0.37470404] : 69
O1 : [12.14923579  4.8282408  -0.38133597] : 58
O1 : [10.21805084  2.421287   -2.31012223] : 20
O1 : [12.80530345  2.4653104   2.48697369] : 81
O1 : [14.52950482  0.2733546   0.76267193] : 41
O1 : [13.34768388  0.0593804  -2.00173749] : 78
!!!atention to nb coordination!!!
         [2.5203620450512787, 2.674400362948459, 2.524586097618317, 2.7496531154239507, 2.8781729936930356, 3.0063843491651623, 3.105851051746369, 2.629503418213201, 2.903159379957867, 2.9149920897405135]
         [2.520362045051281, 2.674400362948458, 2.5245860976183163, 2.749653115423952, 2.8781729936930356, 3.0063843491651623, 3.1058510517463684, 2.6295034182132015, 2.9031593799578688, 2.9149920897405113]


**isite= 73
O1 : [11.03255183  8.3910648   5.52771352]

ce_symbol  = SBSA:10
ce_fraction=  1.0
species:coords:index
U1 : [13.14305455  8.84911292  4.22840793] : 9
U1 : [9.98947126 6.58395542 4.10649095] : 11
O1 : [12.16853043 10.1786196   3.52487071] : 79
O1 : [9.0388974  7.816713   3.21648597] : 21
O1 : [11.83079572  7.3488364   3.1976955 ] : 63
O1 : [11.62615001  7.7726896   8.01358189] : 80
O1 : [ 9.28015028 10.3280944   6.38654843] : 49
O1 : [13.35035138  9.9646454   6.28928013] : 40
O1 : [10.97008235  5.4097592   5.14527223] : 59
O1 : [8.59585465 6.905531   5.90131223] : 68
!!!atention to nb coordination!!!
         [2.5203620450512796, 2.524586097618316, 2.9149920897405144, 3.1058510517463684, 2.674400362948458, 2.6295034182132007, 2.749653115423951, 2.90315937995787, 3.0063843491651614, 2.8781729936930356]
         [2.5203620450512796, 2.524586097618316, 2.9149920897405126, 3.1058510517463684, 2.674400362948458, 2.6295034182132007, 2.7496531154239525, 2.903159379957869, 3.0063843491651614, 2.878172993693036]


**isite= 74
O1 : [6.86085138 4.8456454  6.28928013]

ce_symbol  = S:1
ce_fraction=  0.7284582470512074
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14

ce_symbol  = A:2
ce_fraction=  0.17423374512820594
species:coords:index
U1 : [6.65355455 3.73011292 4.22840793] : 3
W1 : [7.81370268 5.96609212 7.26715818] : 14
!!!atention to nb coordination!!!
         [2.3525685751099568, 1.766230998807883]
         [2.3525685751099563, 1.766230998807883]

ce_symbol  = L:2
ce_fraction=  0.0973080078205867
species:coords:index
U1 : [6.65355455 3.73011292 4.22840793] : 3
W1 : [7.81370268 5.96609212 7.26715818] : 14
!!!atention to nb coordination!!!
         [2.3525685751099568, 1.766230998807883]
         [2.3525685751099563, 1.766230998807883]


**isite= 75
O1 : [8.04000482 5.3923546  0.76267193]

ce_symbol  = S:1
ce_fraction=  0.7284582470512074
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
!!!atention to nb coordination!!!
         [1.766230998807883]
         [1.7662309988078833]

ce_symbol  = A:2
ce_fraction=  0.17423374512820528
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [ 7.83270799  6.50788708 -1.29820027] : 2
!!!atention to nb coordination!!!
         [1.766230998807883, 2.352568575109956]
         [1.7662309988078833, 2.3525685751099563]

ce_symbol  = L:2
ce_fraction=  0.09730800782058734
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [ 7.83270799  6.50788708 -1.29820027] : 2
!!!atention to nb coordination!!!
         [1.766230998807883, 2.352568575109956]
         [1.7662309988078833, 2.3525685751099563]


**isite= 76
O1 : [0.39363727 3.921154   5.32101837]

ce_symbol  = BS_1:10
ce_fraction=  1.0
species:coords:index
O1 : [0.52809615 5.1845232  2.36096702] : 53
U1 : [-1.54777844  3.83781668  6.92340315] : 6
O1 : [-2.37470696  2.6547134   5.88031112] : 66
O1 : [-2.00891765  5.4097592   5.14527223] : 59
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [2.10635465 1.786531   5.90131223] : 34
O1 : [2.79065028 5.2090944  6.38654843] : 83
O1 : [-0.17369655  2.4653104   2.48697369] : 81
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [-0.05429403  2.078314    7.63335124] : 56
!!!atention to nb coordination!!!
         [3.2211930898737577, 2.5186657279996774, 3.0952237301664036, 2.831801951686551, 2.993452136040258, 2.7976342094398, 2.922296388734759, 3.2362258128083554, 3.2516405475556867, 2.990582721586881]
         [3.2211930898737577, 2.5186657279996787, 3.095223730166404, 2.8318019516865527, 2.993452136040258, 2.7976342094398, 2.9222963887347584, 3.2362258128083554, 3.251640547555687, 2.990582721586881]


**isite= 77
O1 : [-0.78551618  6.316846   10.84762657]

ce_symbol  = BS_1:10
ce_fraction=  1.0
species:coords:index
O1 : [-0.65105729  5.0534768   7.88757522] : 52
U1 : [-2.72693189  6.40018332 12.45001135] : 7
O1 : [-1.83021074  5.1845232  13.41418341] : 53
O1 : [-3.1880711   4.8282408  10.67188043] : 58
O1 : [-1.35284999  7.7726896   8.01358189] : 80
O1 : [-1.23344748  8.159686   13.15995944] : 57
O1 : [ 0.92720121  8.451469   11.42792043] : 35
O1 : [-3.55386041  7.5832866  11.40691932] : 67
O1 : [ 1.61149684  5.0289056  11.91315663] : 82
O1 : [1.37024395 7.540287   8.74309417] : 54
!!!atention to nb coordination!!!
         [3.2211930898737577, 2.5186657279996756, 2.9934521360402564, 2.831801951686553, 3.2362258128083567, 2.9905827215868794, 2.797634209439799, 3.095223730166404, 2.922296388734759, 3.251640547555689]
         [3.2211930898737577, 2.5186657279996782, 2.9934521360402564, 2.831801951686553, 3.2362258128083563, 2.990582721586878, 2.797634209439799, 3.095223730166403, 2.922296388734759, 3.2516405475556875]


**isite= 78
O1 : [10.98937699  0.0593804   9.0514789 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [11.96390111  1.38888708  9.75501613] : 8


**isite= 79
O1 : [12.16853043 10.1786196   3.52487071]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [13.14305455  8.84911292  4.22840793] : 9


**isite= 80
O1 : [-1.35284999  7.7726896   8.01358189]

ce_symbol  = O:6
ce_fraction=  0.5337154381946408
species:coords:index
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [-3.98928507  7.519811    8.53860966] : 64
O1 : [-1.94644817  8.3910648   5.52771352] : 73
O1 : [-0.78551618  6.316846   10.84762657] : 77
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [-1.98962301 10.2973804   9.0514789 ] : 78
!!!atention to nb coordination!!!
         [2.828681631875942, 2.700072530537117, 2.6295034182132024, 3.236225812808354, 2.811140146530509, 2.802993709032874]
         [2.8286816318759427, 2.7000725305371165, 2.629503418213201, 3.2362258128083563, 2.811140146530509, 2.8029937090328754]

ce_symbol  = FO:7
ce_fraction=  0.3178082464636013
species:coords:index
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [-3.98928507  7.519811    8.53860966] : 64
O1 : [-1.94644817  8.3910648   5.52771352] : 73
O1 : [-0.78551618  6.316846   10.84762657] : 77
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [0.37135138 9.9646454  6.28928013] : 40
O1 : [-1.98962301 10.2973804   9.0514789 ] : 78
!!!atention to nb coordination!!!
         [2.828681631875942, 2.700072530537117, 2.6295034182132024, 3.236225812808354, 2.811140146530509, 3.2788347256098276, 2.802993709032874]
         [2.8286816318759427, 2.7000725305371165, 2.629503418213201, 3.2362258128083563, 2.811140146530509, 3.2788347256098267, 2.8029937090328754]

ce_symbol  = ST:7
ce_fraction=  0.10690201485458103
species:coords:index
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [-3.98928507  7.519811    8.53860966] : 64
O1 : [-1.94644817  8.3910648   5.52771352] : 73
O1 : [-0.78551618  6.316846   10.84762657] : 77
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [0.37135138 9.9646454  6.28928013] : 40
O1 : [-1.98962301 10.2973804   9.0514789 ] : 78
!!!atention to nb coordination!!!
         [2.828681631875942, 2.700072530537117, 2.6295034182132024, 3.236225812808354, 2.811140146530509, 3.2788347256098276, 2.802993709032874]
         [2.8286816318759427, 2.7000725305371165, 2.629503418213201, 3.2362258128083563, 2.811140146530509, 3.2788347256098267, 2.8029937090328754]

ce_symbol  = PB:7
ce_fraction=  0.04157430048717701
species:coords:index
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [-3.98928507  7.519811    8.53860966] : 64
O1 : [-1.94644817  8.3910648   5.52771352] : 73
O1 : [-0.78551618  6.316846   10.84762657] : 77
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [0.37135138 9.9646454  6.28928013] : 40
O1 : [-1.98962301 10.2973804   9.0514789 ] : 78
!!!atention to nb coordination!!!
         [2.828681631875942, 2.700072530537117, 2.6295034182132024, 3.236225812808354, 2.811140146530509, 3.2788347256098276, 2.802993709032874]
         [2.8286816318759427, 2.7000725305371165, 2.629503418213201, 3.2362258128083563, 2.811140146530509, 3.2788347256098267, 2.8029937090328754]


**isite= 81
O1 : [-0.17369655  2.4653104   2.48697369]

ce_symbol  = O:6
ce_fraction=  0.5337154381946444
species:coords:index
O1 : [-0.81046957 -0.0593804   3.52487071] : 79
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [-7.67294731e-01  1.84693520e+00  1.10532164e-03] : 72
O1 : [-2.81013163  2.718189    3.01200147] : 65
O1 : [0.52809615 5.1845232  2.36096702] : 53
!!!atention to nb coordination!!!
         [2.8029937090328727, 3.236225812808355, 2.8286816318759422, 2.6295034182132015, 2.700072530537114, 2.8111401465305095]
         [2.802993709032875, 3.2362258128083554, 2.8286816318759422, 2.629503418213202, 2.700072530537116, 2.8111401465305095]

ce_symbol  = FO:7
ce_fraction=  0.3178082464635981
species:coords:index
O1 : [-0.81046957 -0.0593804   3.52487071] : 79
O1 : [1.55050482 0.2733546  0.76267193] : 41
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [-7.67294731e-01  1.84693520e+00  1.10532164e-03] : 72
O1 : [-2.81013163  2.718189    3.01200147] : 65
O1 : [0.52809615 5.1845232  2.36096702] : 53
!!!atention to nb coordination!!!
         [2.8029937090328727, 3.278834725609828, 3.236225812808355, 2.8286816318759422, 2.6295034182132015, 2.700072530537114, 2.8111401465305095]
         [2.802993709032875, 3.278834725609828, 3.2362258128083554, 2.8286816318759422, 2.629503418213202, 2.700072530537116, 2.8111401465305095]

ce_symbol  = ST:7
ce_fraction=  0.10690201485458073
species:coords:index
O1 : [-0.81046957 -0.0593804   3.52487071] : 79
O1 : [1.55050482 0.2733546  0.76267193] : 41
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [-7.67294731e-01  1.84693520e+00  1.10532164e-03] : 72
O1 : [-2.81013163  2.718189    3.01200147] : 65
O1 : [0.52809615 5.1845232  2.36096702] : 53
!!!atention to nb coordination!!!
         [2.8029937090328727, 3.278834725609828, 3.236225812808355, 2.8286816318759422, 2.6295034182132015, 2.700072530537114, 2.8111401465305095]
         [2.802993709032875, 3.278834725609828, 3.2362258128083554, 2.8286816318759422, 2.629503418213202, 2.700072530537116, 2.8111401465305095]

ce_symbol  = PB:7
ce_fraction=  0.04157430048717689
species:coords:index
O1 : [-0.81046957 -0.0593804   3.52487071] : 79
O1 : [1.55050482 0.2733546  0.76267193] : 41
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [-7.67294731e-01  1.84693520e+00  1.10532164e-03] : 72
O1 : [-2.81013163  2.718189    3.01200147] : 65
O1 : [0.52809615 5.1845232  2.36096702] : 53
!!!atention to nb coordination!!!
         [2.8029937090328727, 3.278834725609828, 3.236225812808355, 2.8286816318759422, 2.6295034182132015, 2.700072530537114, 2.8111401465305095]
         [2.802993709032875, 3.278834725609828, 3.2362258128083554, 2.8286816318759422, 2.629503418213202, 2.700072530537116, 2.8111401465305095]


**isite= 82
O1 : [3.96980372 5.0289056  0.85994024]

ce_symbol  = SA:8
ce_fraction=  0.5959051875289194
species:coords:index
O1 : [5.67903043 5.0596196  3.52487071] : 45
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [5.29394648 2.4642866  0.35370292] : 33
O1 : [3.67936837 7.837189   3.01200147] : 31
O1 : [5.72220527e+00 6.96593520e+00 1.10532164e-03] : 38
O1 : [0.52809615 5.1845232  2.36096702] : 53
O1 : [ 2.2575637   2.6905464  -0.54381825] : 60
O1 : [ 1.57279071  6.316846   -0.20558982] : 77
!!!atention to nb coordination!!!
         [3.166110187414078, 3.6062890727082557, 2.930341424906161, 3.5499543508072033, 2.749653115423953, 3.5238693083936075, 3.220283765311435, 2.9222963887347593]
         [3.1661101874140773, 3.606289072708256, 2.930341424906161, 3.5499543508072025, 2.7496531154239525, 3.7580113467154814, 3.2202837653114353, 2.9222963887347584]

ce_symbol  = SBT:8
ce_fraction=  0.22981968336842679
species:coords:index
O1 : [5.67903043 5.0596196  3.52487071] : 45
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [5.29394648 2.4642866  0.35370292] : 33
O1 : [3.67936837 7.837189   3.01200147] : 31
O1 : [5.72220527e+00 6.96593520e+00 1.10532164e-03] : 38
O1 : [0.52809615 5.1845232  2.36096702] : 53
O1 : [ 2.2575637   2.6905464  -0.54381825] : 60
O1 : [ 1.57279071  6.316846   -0.20558982] : 77
!!!atention to nb coordination!!!
         [3.166110187414078, 3.6062890727082557, 2.930341424906161, 3.5499543508072033, 2.749653115423953, 3.5238693083936075, 3.220283765311435, 2.9222963887347593]
         [3.1661101874140773, 3.606289072708256, 2.930341424906161, 3.5499543508072025, 2.7496531154239525, 3.7580113467154814, 3.2202837653114353, 2.9222963887347584]

ce_symbol  = DDPN:8
ce_fraction=  0.12488791862528369
species:coords:index
O1 : [5.67903043 5.0596196  3.52487071] : 45
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [5.29394648 2.4642866  0.35370292] : 33
O1 : [3.67936837 7.837189   3.01200147] : 31
O1 : [5.72220527e+00 6.96593520e+00 1.10532164e-03] : 38
O1 : [0.52809615 5.1845232  2.36096702] : 53
O1 : [ 2.2575637   2.6905464  -0.54381825] : 60
O1 : [ 1.57279071  6.316846   -0.20558982] : 77
!!!atention to nb coordination!!!
         [3.166110187414078, 3.6062890727082557, 2.930341424906161, 3.5499543508072033, 2.749653115423953, 3.5238693083936075, 3.220283765311435, 2.9222963887347593]
         [3.1661101874140773, 3.606289072708256, 2.930341424906161, 3.5499543508072025, 2.7496531154239525, 3.7580113467154814, 3.2202837653114353, 2.9222963887347584]

ce_symbol  = BO_3:8
ce_fraction=  0.048955308508546194
species:coords:index
O1 : [5.67903043 5.0596196  3.52487071] : 45
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [5.29394648 2.4642866  0.35370292] : 33
O1 : [3.67936837 7.837189   3.01200147] : 31
O1 : [5.72220527e+00 6.96593520e+00 1.10532164e-03] : 38
O1 : [0.52809615 5.1845232  2.36096702] : 53
O1 : [ 2.2575637   2.6905464  -0.54381825] : 60
O1 : [ 1.57279071  6.316846   -0.20558982] : 77
!!!atention to nb coordination!!!
         [3.166110187414078, 3.6062890727082557, 2.930341424906161, 3.5499543508072033, 2.749653115423953, 3.5238693083936075, 3.220283765311435, 2.9222963887347593]
         [3.1661101874140773, 3.606289072708256, 2.930341424906161, 3.5499543508072025, 2.7496531154239525, 3.7580113467154814, 3.2202837653114353, 2.9222963887347584]

ce_symbol  = DD:8
ce_fraction=  0.0004319019688239779
species:coords:index
O1 : [5.67903043 5.0596196  3.52487071] : 45
O1 : [2.5493974  2.697713   3.21648597] : 55
O1 : [5.29394648 2.4642866  0.35370292] : 33
O1 : [3.67936837 7.837189   3.01200147] : 31
O1 : [5.72220527e+00 6.96593520e+00 1.10532164e-03] : 38
O1 : [0.52809615 5.1845232  2.36096702] : 53
O1 : [ 2.2575637   2.6905464  -0.54381825] : 60
O1 : [ 1.57279071  6.316846   -0.20558982] : 77
!!!atention to nb coordination!!!
         [3.166110187414078, 3.6062890727082557, 2.930341424906161, 3.5499543508072033, 2.749653115423953, 3.5238693083936075, 3.220283765311435, 2.9222963887347593]
         [3.1661101874140773, 3.606289072708256, 2.930341424906161, 3.5499543508072025, 2.7496531154239525, 3.7580113467154814, 3.2202837653114353, 2.9222963887347584]


**isite= 83
O1 : [2.79065028 5.2090944  6.38654843]

ce_symbol  = SA:8
ce_fraction=  0.5959051875289191
species:coords:index
O1 : [4.54305183 3.2720648  5.52771352] : 39
O1 : [2.50021493 2.400811   8.53860966] : 30
O1 : [4.49987699 5.1783804  9.0514789 ] : 44
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [4.11479304 7.7737134  5.88031112] : 32
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [1.07841026 7.5474536  4.98278995] : 61
!!!atention to nb coordination!!!
         [2.7496531154239525, 3.523869308393609, 3.5499543508072025, 3.1661101874140765, 2.922296388734758, 2.930341424906161, 3.6062890727082557, 3.220283765311437]
         [2.7496531154239525, 3.5499543508072025, 3.1661101874140773, 2.9222963887347584, 3.7580113467154823, 2.930341424906161, 3.606289072708256, 3.220283765311436]

ce_symbol  = SBT:8
ce_fraction=  0.22981968336842695
species:coords:index
O1 : [4.54305183 3.2720648  5.52771352] : 39
O1 : [2.50021493 2.400811   8.53860966] : 30
O1 : [4.49987699 5.1783804  9.0514789 ] : 44
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [4.11479304 7.7737134  5.88031112] : 32
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [1.07841026 7.5474536  4.98278995] : 61
!!!atention to nb coordination!!!
         [2.7496531154239525, 3.523869308393609, 3.5499543508072025, 3.1661101874140765, 2.922296388734758, 2.930341424906161, 3.6062890727082557, 3.220283765311437]
         [2.7496531154239525, 3.5499543508072025, 3.1661101874140773, 2.9222963887347584, 3.7580113467154823, 2.930341424906161, 3.606289072708256, 3.220283765311436]

ce_symbol  = DDPN:8
ce_fraction=  0.1248879186252838
species:coords:index
O1 : [4.54305183 3.2720648  5.52771352] : 39
O1 : [2.50021493 2.400811   8.53860966] : 30
O1 : [4.49987699 5.1783804  9.0514789 ] : 44
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [4.11479304 7.7737134  5.88031112] : 32
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [1.07841026 7.5474536  4.98278995] : 61
!!!atention to nb coordination!!!
         [2.7496531154239525, 3.523869308393609, 3.5499543508072025, 3.1661101874140765, 2.922296388734758, 2.930341424906161, 3.6062890727082557, 3.220283765311437]
         [2.7496531154239525, 3.5499543508072025, 3.1661101874140773, 2.9222963887347584, 3.7580113467154823, 2.930341424906161, 3.606289072708256, 3.220283765311436]

ce_symbol  = BO_3:8
ce_fraction=  0.04895530850854628
species:coords:index
O1 : [4.54305183 3.2720648  5.52771352] : 39
O1 : [2.50021493 2.400811   8.53860966] : 30
O1 : [4.49987699 5.1783804  9.0514789 ] : 44
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [4.11479304 7.7737134  5.88031112] : 32
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [1.07841026 7.5474536  4.98278995] : 61
!!!atention to nb coordination!!!
         [2.7496531154239525, 3.523869308393609, 3.5499543508072025, 3.1661101874140765, 2.922296388734758, 2.930341424906161, 3.6062890727082557, 3.220283765311437]
         [2.7496531154239525, 3.5499543508072025, 3.1661101874140773, 2.9222963887347584, 3.7580113467154823, 2.930341424906161, 3.606289072708256, 3.220283765311436]

ce_symbol  = DD:8
ce_fraction=  0.0004319019688239926
species:coords:index
O1 : [4.54305183 3.2720648  5.52771352] : 39
O1 : [2.50021493 2.400811   8.53860966] : 30
O1 : [4.49987699 5.1783804  9.0514789 ] : 44
O1 : [0.39363727 3.921154   5.32101837] : 76
O1 : [-0.65105729  5.0534768   7.88757522] : 52
O1 : [4.11479304 7.7737134  5.88031112] : 32
O1 : [1.37024395 7.540287   8.74309417] : 54
O1 : [1.07841026 7.5474536  4.98278995] : 61
!!!atention to nb coordination!!!
         [2.7496531154239525, 3.523869308393609, 3.5499543508072025, 3.1661101874140765, 2.922296388734758, 2.930341424906161, 3.6062890727082557, 3.220283765311437]
         [2.7496531154239525, 3.5499543508072025, 3.1661101874140773, 2.9222963887347584, 3.7580113467154823, 2.930341424906161, 3.606289072708256, 3.220283765311436]

END

