cif name= ./2100726.cif
./2100726.cif
Full Formula (Mo32 Pb14 O48)
O1 : [2.5258605 5.205561  4.2755206]

ce_symbol  = S:5
ce_fraction=  0.7038689549563351
species:coords:index
Pb1 : [4.8075 4.8075 5.681 ] : 37
Mo1 : [0.9836145 3.8315775 4.26075  ] : 20
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
Pb1 : [4.8075    4.8075    2.8700412] : 43
Mo1 : [1.378791  6.1968675 5.681    ] : 14
!!!atention to nb coordination!!!
         [2.7091887552375526, 2.065568094595919, 2.082442285217195, 2.709188755237553, 2.0673242025857625]
         [2.709188755237553, 2.065568094595919, 2.0824422852171947, 2.709188755237553, 2.067324202585763]

ce_symbol  = TY:3
ce_fraction=  0.29613104504366494
species:coords:index
Mo1 : [0.9836145 3.8315775 4.26075  ] : 20
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
Mo1 : [1.378791  6.1968675 5.681    ] : 14
!!!atention to nb coordination!!!
         [2.065568094595919, 2.082442285217195, 2.0673242025857625]
         [2.065568094595919, 2.0824422852171947, 2.067324202585763]


**isite= 59
O1 : [4.409439  2.5258605 4.2755206]

ce_symbol  = S:5
ce_fraction=  0.7038689549563337
species:coords:index
Pb1 : [4.8075    4.8075    2.8700412] : 43
Mo1 : [5.7834225 0.9836145 4.26075  ] : 21
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [3.4181325 1.378791  5.681    ] : 15
Pb1 : [4.8075 4.8075 5.681 ] : 37
!!!atention to nb coordination!!!
         [2.7091887552375526, 2.0655680945959176, 2.0824422852171964, 2.0673242025857634, 2.7091887552375526]
         [2.7091887552375526, 2.0655680945959176, 2.082442285217196, 2.067324202585764, 2.709188755237553]

ce_symbol  = TY:3
ce_fraction=  0.2961310450436662
species:coords:index
Mo1 : [5.7834225 0.9836145 4.26075  ] : 21
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [3.4181325 1.378791  5.681    ] : 15
!!!atention to nb coordination!!!
         [2.0655680945959176, 2.0824422852171964, 2.0673242025857634]
         [2.0655680945959176, 2.082442285217196, 2.067324202585764]


**isite= 60
O1 : [7.0891395 4.409439  4.2755206]

ce_symbol  = S:5
ce_fraction=  0.7038689549563287
species:coords:index
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1
Pb1 : [4.8075 4.8075 5.681 ] : 37
Mo1 : [8.6313855 5.7834225 4.26075  ] : 22
Pb1 : [4.8075    4.8075    2.8700412] : 43
!!!atention to nb coordination!!!
         [2.067324202585763, 2.0824422852171955, 2.7091887552375535, 2.065568094595917, 2.709188755237554]
         [2.0673242025857634, 2.082442285217195, 2.709188755237554, 2.065568094595917, 2.709188755237554]

ce_symbol  = TY:3
ce_fraction=  0.2961310450436712
species:coords:index
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1
Mo1 : [8.6313855 5.7834225 4.26075  ] : 22
!!!atention to nb coordination!!!
         [2.067324202585763, 2.0824422852171955, 2.065568094595917]
         [2.0673242025857634, 2.082442285217195, 2.065568094595917]


**isite= 61
O1 : [5.205561  7.0891395 4.2755206]

ce_symbol  = S:5
ce_fraction=  0.7038689549563198
species:coords:index
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2
Pb1 : [4.8075    4.8075    2.8700412] : 43
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Pb1 : [4.8075 4.8075 5.681 ] : 37
Mo1 : [3.8315775 8.6313855 4.26075  ] : 23
!!!atention to nb coordination!!!
         [2.082442285217194, 2.709188755237554, 2.0673242025857625, 2.709188755237554, 2.0655680945959185]
         [2.0824422852171938, 2.709188755237554, 2.0673242025857625, 2.709188755237554, 2.0655680945959185]

ce_symbol  = TY:3
ce_fraction=  0.2961310450436801
species:coords:index
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [3.8315775 8.6313855 4.26075  ] : 23
!!!atention to nb coordination!!!
         [2.082442285217194, 2.0673242025857625, 2.0655680945959185]
         [2.0824422852171938, 2.0673242025857625, 2.0655680945959185]


**isite= 62
O1 : [2.2816395 0.398061  9.9565206]

ce_symbol  = S:5
ce_fraction=  0.7038689549563244
species:coords:index
Pb1 : [ 0.     0.    11.362] : 36
Pb1 : [0.        0.        8.5510412] : 44
Mo1 : [ 3.428709   1.3893675 11.362    ] : 8
Mo1 : [ 3.8238855 -0.9759225  9.94175  ] : 24
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
!!!atention to nb coordination!!!
         [2.709188755237554, 2.709188755237555, 2.067324202585762, 2.065568094595919, 2.082442285217195]
         [2.709188755237554, 2.709188755237555, 2.067324202585762, 2.0655680945959185, 2.082442285217195]

ce_symbol  = TY:3
ce_fraction=  0.29613104504367566
species:coords:index
Mo1 : [ 3.428709   1.3893675 11.362    ] : 8
Mo1 : [ 3.8238855 -0.9759225  9.94175  ] : 24
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
!!!atention to nb coordination!!!
         [2.067324202585762, 2.065568094595919, 2.082442285217195]
         [2.067324202585762, 2.0655680945959185, 2.082442285217195]


**isite= 63
O1 : [9.216939  2.2816395 9.9565206]

ce_symbol  = S:5
ce_fraction=  0.7038689549563262
species:coords:index
Pb1 : [9.615     0.        8.5510412] : 44
Pb1 : [ 9.615  0.    11.362] : 36
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
Mo1 : [10.5909225  3.8238855  9.94175  ] : 25
Mo1 : [ 8.2256325  3.428709  11.362    ] : 9

ce_symbol  = TY:3
ce_fraction=  0.29613104504367377
species:coords:index
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
Mo1 : [10.5909225  3.8238855  9.94175  ] : 25
Mo1 : [ 8.2256325  3.428709  11.362    ] : 9


**isite= 64
O1 : [7.3333605 9.216939  9.9565206]

ce_symbol  = S:5
ce_fraction=  0.7038689549563317
species:coords:index
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4
Mo1 : [ 6.186291   8.2256325 11.362    ] : 10
Mo1 : [ 5.7911145 10.5909225  9.94175  ] : 26
Pb1 : [ 9.615  9.615 11.362] : 36
Pb1 : [9.615     9.615     8.5510412] : 44
!!!atention to nb coordination!!!
         [2.0824422852171955, 2.0673242025857625, 2.065568094595918, 2.709188755237554, 2.709188755237555]
         [2.0824422852171955, 2.0673242025857625, 2.0655680945959176, 2.709188755237554, 2.709188755237555]

ce_symbol  = TY:3
ce_fraction=  0.2961310450436683
species:coords:index
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4
Mo1 : [ 6.186291   8.2256325 11.362    ] : 10
Mo1 : [ 5.7911145 10.5909225  9.94175  ] : 26
!!!atention to nb coordination!!!
         [2.0824422852171955, 2.0673242025857625, 2.065568094595918]
         [2.0824422852171955, 2.0673242025857625, 2.0655680945959176]


**isite= 65
O1 : [0.398061  7.3333605 9.9565206]

ce_symbol  = S:5
ce_fraction=  0.7038689549563304
species:coords:index
Mo1 : [ 1.3893675  6.186291  11.362    ] : 11
Mo1 : [-0.9759225  5.7911145  9.94175  ] : 27
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Pb1 : [ 0.     9.615 11.362] : 36
Pb1 : [0.        9.615     8.5510412] : 44
!!!atention to nb coordination!!!
         [2.0673242025857625, 2.065568094595919, 2.0824422852171955, 2.709188755237554, 2.709188755237555]
         [2.0673242025857625, 2.065568094595918, 2.0824422852171955, 2.709188755237554, 2.709188755237555]

ce_symbol  = TY:3
ce_fraction=  0.29613104504366966
species:coords:index
Mo1 : [ 1.3893675  6.186291  11.362    ] : 11
Mo1 : [-0.9759225  5.7911145  9.94175  ] : 27
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
!!!atention to nb coordination!!!
         [2.0673242025857625, 2.065568094595919, 2.0824422852171955]
         [2.0673242025857625, 2.065568094595918, 2.0824422852171955]


**isite= 66
O1 : [7.0891395 4.409439  7.0864794]

ce_symbol  = S:5
ce_fraction=  0.7038689549563341
species:coords:index
Pb1 : [4.8075 4.8075 5.681 ] : 37
Pb1 : [4.8075    4.8075    8.4919588] : 45
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [8.6313855 5.7834225 7.10125  ] : 28
!!!atention to nb coordination!!!
         [2.709188755237554, 2.709188755237554, 2.0824422852171955, 2.0673242025857634, 2.065568094595917]
         [2.7091887552375535, 2.709188755237554, 2.0824422852171955, 2.067324202585763, 2.065568094595917]

ce_symbol  = TY:3
ce_fraction=  0.29613104504366583
species:coords:index
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [8.6313855 5.7834225 7.10125  ] : 28
!!!atention to nb coordination!!!
         [2.0824422852171955, 2.0673242025857634, 2.065568094595917]
         [2.0824422852171955, 2.067324202585763, 2.065568094595917]


**isite= 67
O1 : [5.205561  7.0891395 7.0864794]

ce_symbol  = S:5
ce_fraction=  0.7038689549563162
species:coords:index
Pb1 : [4.8075 4.8075 5.681 ] : 37
Mo1 : [3.8315775 8.6313855 7.10125  ] : 29
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4
Pb1 : [4.8075    4.8075    8.4919588] : 45
!!!atention to nb coordination!!!
         [2.7091887552375544, 2.0655680945959185, 2.067324202585763, 2.082442285217194, 2.7091887552375544]
         [2.709188755237554, 2.0655680945959185, 2.0673242025857625, 2.082442285217194, 2.709188755237554]

ce_symbol  = TY:3
ce_fraction=  0.2961310450436837
species:coords:index
Mo1 : [3.8315775 8.6313855 7.10125  ] : 29
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4
!!!atention to nb coordination!!!
         [2.0655680945959185, 2.067324202585763, 2.082442285217194]
         [2.0655680945959185, 2.0673242025857625, 2.082442285217194]


**isite= 68
O1 : [2.5258605 5.205561  7.0864794]

ce_symbol  = S:5
ce_fraction=  0.7038689549563486
species:coords:index
Mo1 : [1.378791  6.1968675 5.681    ] : 14
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Mo1 : [0.9836145 3.8315775 7.10125  ] : 30
Pb1 : [4.8075    4.8075    8.4919588] : 45
Pb1 : [4.8075 4.8075 5.681 ] : 37
!!!atention to nb coordination!!!
         [2.067324202585763, 2.082442285217195, 2.065568094595919, 2.709188755237553, 2.709188755237553]
         [2.0673242025857625, 2.082442285217195, 2.065568094595919, 2.709188755237553, 2.7091887552375526]

ce_symbol  = TY:3
ce_fraction=  0.29613104504365134
species:coords:index
Mo1 : [1.378791  6.1968675 5.681    ] : 14
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Mo1 : [0.9836145 3.8315775 7.10125  ] : 30
!!!atention to nb coordination!!!
         [2.067324202585763, 2.082442285217195, 2.065568094595919]
         [2.0673242025857625, 2.082442285217195, 2.065568094595919]


**isite= 69
O1 : [4.409439  2.5258605 7.0864794]

ce_symbol  = S:5
ce_fraction=  0.7038689549563358
species:coords:index
Mo1 : [3.4181325 1.378791  5.681    ] : 15
Mo1 : [5.7834225 0.9836145 7.10125  ] : 31
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
Pb1 : [4.8075    4.8075    8.4919588] : 45
Pb1 : [4.8075 4.8075 5.681 ] : 37
!!!atention to nb coordination!!!
         [2.067324202585764, 2.0655680945959176, 2.0824422852171964, 2.709188755237553, 2.709188755237553]
         [2.0673242025857634, 2.0655680945959176, 2.0824422852171964, 2.709188755237553, 2.7091887552375526]

ce_symbol  = TY:3
ce_fraction=  0.29613104504366405
species:coords:index
Mo1 : [3.4181325 1.378791  5.681    ] : 15
Mo1 : [5.7834225 0.9836145 7.10125  ] : 31
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
!!!atention to nb coordination!!!
         [2.067324202585764, 2.0655680945959176, 2.0824422852171964]
         [2.0673242025857634, 2.0655680945959176, 2.0824422852171964]


**isite= 70
O1 : [4.409439  2.4970155 1.42025  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [5.7911145 0.9759225 1.42025  ] : 16
Mo1 : [3.428709  1.3893675 0.       ] : 8


**isite= 71
O1 : [7.1179845 4.409439  1.42025  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [8.6390775 5.7911145 1.42025  ] : 17
Mo1 : [8.2256325 3.428709  0.       ] : 9
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1


**isite= 72
O1 : [5.205561  7.1179845 1.42025  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [6.186291  8.2256325 0.       ] : 10
Mo1 : [3.8238855 8.6390775 1.42025  ] : 18
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2


**isite= 73
O1 : [2.4970155 5.205561  1.42025  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [1.3893675 6.186291  0.       ] : 11
Mo1 : [0.9759225 3.8238855 1.42025  ] : 19
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
!!!atention to nb coordination!!!
         [2.050810934070715, 2.0549333570578994, 2.05647875623388]
         [2.0508109340707152, 2.0549333570578994, 2.0564787562338807]


**isite= 74
O1 : [9.216939  2.3104845 4.26075  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [10.5986145  3.8315775  4.26075  ] : 20
!!!atention to nb coordination!!!
         [2.0564787562338807, 2.050810934070715, 2.0549333570578994]
         [2.0564787562338807, 2.0508109340707152, 2.0549333570578994]


**isite= 75
O1 : [7.3045155 9.216939  4.26075  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2
Mo1 : [ 5.7834225 10.5986145  4.26075  ] : 21
!!!atention to nb coordination!!!
         [2.0508109340707152, 2.056478756233882, 2.0549333570579003]
         [2.050810934070716, 2.0564787562338815, 2.0549333570579003]


**isite= 76
O1 : [0.398061  7.3045155 4.26075  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [-0.9836145  5.7834225  4.26075  ] : 22
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
Mo1 : [1.378791  6.1968675 5.681    ] : 14
!!!atention to nb coordination!!!
         [2.0549333570579003, 2.056478756233882, 2.0508109340707157]
         [2.0549333570579, 2.0564787562338815, 2.0508109340707166]


**isite= 77
O1 : [2.3104845 0.398061  4.26075  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [ 3.8315775 -0.9836145  4.26075  ] : 23
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [3.4181325 1.378791  5.681    ] : 15
!!!atention to nb coordination!!!
         [2.0549333570578994, 2.0564787562338807, 2.0508109340707152]
         [2.054933357057899, 2.0564787562338807, 2.0508109340707157]


**isite= 78
O1 : [5.205561  7.1179845 9.94175  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [3.8238855 8.6390775 9.94175  ] : 24
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4
Mo1 : [ 6.186291   8.2256325 11.362    ] : 10


**isite= 79
O1 : [2.4970155 5.205561  9.94175  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [0.9759225 3.8238855 9.94175  ] : 25
Mo1 : [ 1.3893675  6.186291  11.362    ] : 11
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5


**isite= 80
O1 : [4.409439  2.4970155 9.94175  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [5.7911145 0.9759225 9.94175  ] : 26
Mo1 : [ 3.428709   1.3893675 11.362    ] : 8
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
!!!atention to nb coordination!!!
         [2.0549333570578994, 2.050810934070715, 2.056478756233882]
         [2.0549333570578994, 2.050810934070715, 2.0564787562338815]


**isite= 81
O1 : [7.1179845 4.409439  9.94175  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [8.6390775 5.7911145 9.94175  ] : 27
Mo1 : [ 8.2256325  3.428709  11.362    ] : 9
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
!!!atention to nb coordination!!!
         [2.0549333570578994, 2.050810934070715, 2.056478756233882]
         [2.0549333570578994, 2.0508109340707152, 2.056478756233882]


**isite= 82
O1 : [0.398061  7.3045155 7.10125  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [-0.9836145  5.7834225  7.10125  ] : 28
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Mo1 : [1.378791  6.1968675 5.681    ] : 14
!!!atention to nb coordination!!!
         [2.0549333570579003, 2.056478756233881, 2.050810934070717]
         [2.0549333570579, 2.056478756233881, 2.0508109340707166]


**isite= 83
O1 : [2.3104845 0.398061  7.10125  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [3.4181325 1.378791  5.681    ] : 15
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
Mo1 : [ 3.8315775 -0.9836145  7.10125  ] : 29
!!!atention to nb coordination!!!
         [2.0508109340707166, 2.05647875623388, 2.0549333570578994]
         [2.0508109340707157, 2.0564787562338807, 2.054933357057899]


**isite= 84
O1 : [9.216939  2.3104845 7.10125  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [10.5986145  3.8315775  7.10125  ] : 30
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
!!!atention to nb coordination!!!
         [2.0549333570578994, 2.050810934070716, 2.05647875623388]
         [2.0549333570578994, 2.0508109340707152, 2.0564787562338807]


**isite= 85
O1 : [7.3045155 9.216939  7.10125  ]

ce_symbol  = TY:3
ce_fraction=  1.0
species:coords:index
Mo1 : [ 5.7834225 10.5986145  7.10125  ] : 31
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4
Mo1 : [6.1968675 8.236209  5.681    ] : 13
!!!atention to nb coordination!!!
         [2.0549333570579003, 2.056478756233881, 2.0508109340707166]
         [2.0549333570579003, 2.056478756233881, 2.050810934070716]


**isite= 86
O1 : [1.963383 2.790273 0.      ]

ce_symbol  = TL:3
ce_fraction=  0.9348346346280892
species:coords:index
Mo1 : [0.9759225 3.8238855 1.42025  ] : 19
Mo1 : [ 0.9759225  3.8238855 -1.42025  ] : 25
Mo1 : [3.428709  1.3893675 0.       ] : 8
!!!atention to nb coordination!!!
         [2.0150789318824462, 2.015078931882446, 2.0272435734776053]
         [2.0150789318824462, 2.0150789318824462, 2.0272435734776053]

ce_symbol  = TY:3
ce_fraction=  0.060306681785995075
species:coords:index
Mo1 : [0.9759225 3.8238855 1.42025  ] : 19
Mo1 : [ 0.9759225  3.8238855 -1.42025  ] : 25
Mo1 : [3.428709  1.3893675 0.       ] : 8
!!!atention to nb coordination!!!
         [2.0150789318824462, 2.015078931882446, 2.0272435734776053]
         [2.0150789318824462, 2.0150789318824462, 2.0272435734776053]

ce_symbol  = TS:3
ce_fraction=  0.004858683585915817
species:coords:index
Mo1 : [0.9759225 3.8238855 1.42025  ] : 19
Mo1 : [ 0.9759225  3.8238855 -1.42025  ] : 25
Mo1 : [3.428709  1.3893675 0.       ] : 8
!!!atention to nb coordination!!!
         [2.0150789318824462, 2.015078931882446, 2.0272435734776053]
         [2.0150789318824462, 2.0150789318824462, 2.0272435734776053]


**isite= 87
O1 : [6.824727 1.963383 0.      ]

ce_symbol  = TL:3
ce_fraction=  0.9348346346280898
species:coords:index
Mo1 : [5.7911145 0.9759225 1.42025  ] : 16
Mo1 : [ 5.7911145  0.9759225 -1.42025  ] : 26
Mo1 : [8.2256325 3.428709  0.       ] : 9
!!!atention to nb coordination!!!
         [2.015078931882446, 2.015078931882446, 2.027243573477605]
         [2.015078931882446, 2.0150789318824462, 2.027243573477605]

ce_symbol  = TY:3
ce_fraction=  0.06030668178599431
species:coords:index
Mo1 : [5.7911145 0.9759225 1.42025  ] : 16
Mo1 : [ 5.7911145  0.9759225 -1.42025  ] : 26
Mo1 : [8.2256325 3.428709  0.       ] : 9
!!!atention to nb coordination!!!
         [2.015078931882446, 2.015078931882446, 2.027243573477605]
         [2.015078931882446, 2.0150789318824462, 2.027243573477605]

ce_symbol  = TS:3
ce_fraction=  0.0048586835859158245
species:coords:index
Mo1 : [5.7911145 0.9759225 1.42025  ] : 16
Mo1 : [ 5.7911145  0.9759225 -1.42025  ] : 26
Mo1 : [8.2256325 3.428709  0.       ] : 9
!!!atention to nb coordination!!!
         [2.015078931882446, 2.015078931882446, 2.027243573477605]
         [2.015078931882446, 2.0150789318824462, 2.027243573477605]


**isite= 88
O1 : [7.651617 6.824727 0.      ]

ce_symbol  = TL:3
ce_fraction=  0.9348346346280885
species:coords:index
Mo1 : [6.186291  8.2256325 0.       ] : 10
Mo1 : [ 8.6390775  5.7911145 -1.42025  ] : 27
Mo1 : [8.6390775 5.7911145 1.42025  ] : 17
!!!atention to nb coordination!!!
         [2.0272435734776053, 2.015078931882445, 2.0150789318824454]
         [2.0272435734776053, 2.0150789318824454, 2.0150789318824454]

ce_symbol  = TY:3
ce_fraction=  0.06030668178599571
species:coords:index
Mo1 : [6.186291  8.2256325 0.       ] : 10
Mo1 : [ 8.6390775  5.7911145 -1.42025  ] : 27
Mo1 : [8.6390775 5.7911145 1.42025  ] : 17
!!!atention to nb coordination!!!
         [2.0272435734776053, 2.015078931882445, 2.0150789318824454]
         [2.0272435734776053, 2.0150789318824454, 2.0150789318824454]

ce_symbol  = TS:3
ce_fraction=  0.004858683585915837
species:coords:index
Mo1 : [6.186291  8.2256325 0.       ] : 10
Mo1 : [ 8.6390775  5.7911145 -1.42025  ] : 27
Mo1 : [8.6390775 5.7911145 1.42025  ] : 17
!!!atention to nb coordination!!!
         [2.0272435734776053, 2.015078931882445, 2.0150789318824454]
         [2.0272435734776053, 2.0150789318824454, 2.0150789318824454]


**isite= 89
O1 : [2.790273 7.651617 0.      ]

ce_symbol  = TL:3
ce_fraction=  0.9348346346280885
species:coords:index
Mo1 : [3.8238855 8.6390775 1.42025  ] : 18
Mo1 : [1.3893675 6.186291  0.       ] : 11
Mo1 : [ 3.8238855  8.6390775 -1.42025  ] : 24

ce_symbol  = TY:3
ce_fraction=  0.06030668178599575
species:coords:index
Mo1 : [3.8238855 8.6390775 1.42025  ] : 18
Mo1 : [1.3893675 6.186291  0.       ] : 11
Mo1 : [ 3.8238855  8.6390775 -1.42025  ] : 24

ce_symbol  = TS:3
ce_fraction=  0.0048586835859158505
species:coords:index
Mo1 : [3.8238855 8.6390775 1.42025  ] : 18
Mo1 : [1.3893675 6.186291  0.       ] : 11
Mo1 : [ 3.8238855  8.6390775 -1.42025  ] : 24


**isite= 90
O1 : [6.770883 2.017227 5.681   ]

ce_symbol  = TL:3
ce_fraction=  0.9348346346280892
species:coords:index
Mo1 : [5.7834225 0.9836145 4.26075  ] : 21
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [5.7834225 0.9836145 7.10125  ] : 31

ce_symbol  = TY:3
ce_fraction=  0.06030668178599498
species:coords:index
Mo1 : [5.7834225 0.9836145 4.26075  ] : 21
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [5.7834225 0.9836145 7.10125  ] : 31

ce_symbol  = TS:3
ce_fraction=  0.0048586835859157716
species:coords:index
Mo1 : [5.7834225 0.9836145 4.26075  ] : 21
Mo1 : [8.236209  3.4181325 5.681    ] : 12
Mo1 : [5.7834225 0.9836145 7.10125  ] : 31


**isite= 91
O1 : [7.597773 6.770883 5.681   ]

ce_symbol  = TL:3
ce_fraction=  0.9348346346280887
species:coords:index
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [8.6313855 5.7834225 7.10125  ] : 28
Mo1 : [8.6313855 5.7834225 4.26075  ] : 22
!!!atention to nb coordination!!!
         [2.0272435734776058, 2.0150789318824462, 2.0150789318824462]
         [2.027243573477606, 2.015078931882446, 2.015078931882446]

ce_symbol  = TY:3
ce_fraction=  0.06030668178599563
species:coords:index
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [8.6313855 5.7834225 7.10125  ] : 28
Mo1 : [8.6313855 5.7834225 4.26075  ] : 22
!!!atention to nb coordination!!!
         [2.0272435734776058, 2.0150789318824462, 2.0150789318824462]
         [2.027243573477606, 2.015078931882446, 2.015078931882446]

ce_symbol  = TS:3
ce_fraction=  0.004858683585915801
species:coords:index
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [8.6313855 5.7834225 7.10125  ] : 28
Mo1 : [8.6313855 5.7834225 4.26075  ] : 22
!!!atention to nb coordination!!!
         [2.0272435734776058, 2.0150789318824462, 2.0150789318824462]
         [2.027243573477606, 2.015078931882446, 2.015078931882446]


**isite= 92
O1 : [2.844117 7.597773 5.681   ]

ce_symbol  = TL:3
ce_fraction=  0.93483463462809
species:coords:index
Mo1 : [1.378791  6.1968675 5.681    ] : 14
Mo1 : [3.8315775 8.6313855 7.10125  ] : 29
Mo1 : [3.8315775 8.6313855 4.26075  ] : 23

ce_symbol  = TY:3
ce_fraction=  0.06030668178599415
species:coords:index
Mo1 : [1.378791  6.1968675 5.681    ] : 14
Mo1 : [3.8315775 8.6313855 7.10125  ] : 29
Mo1 : [3.8315775 8.6313855 4.26075  ] : 23

ce_symbol  = TS:3
ce_fraction=  0.004858683585915871
species:coords:index
Mo1 : [1.378791  6.1968675 5.681    ] : 14
Mo1 : [3.8315775 8.6313855 7.10125  ] : 29
Mo1 : [3.8315775 8.6313855 4.26075  ] : 23


**isite= 93
O1 : [2.017227 2.844117 5.681   ]

ce_symbol  = TL:3
ce_fraction=  0.9348346346280896
species:coords:index
Mo1 : [3.4181325 1.378791  5.681    ] : 15
Mo1 : [0.9836145 3.8315775 7.10125  ] : 30
Mo1 : [0.9836145 3.8315775 4.26075  ] : 20

ce_symbol  = TY:3
ce_fraction=  0.06030668178599468
species:coords:index
Mo1 : [3.4181325 1.378791  5.681    ] : 15
Mo1 : [0.9836145 3.8315775 7.10125  ] : 30
Mo1 : [0.9836145 3.8315775 4.26075  ] : 20

ce_symbol  = TS:3
ce_fraction=  0.004858683585915824
species:coords:index
Mo1 : [3.4181325 1.378791  5.681    ] : 15
Mo1 : [0.9836145 3.8315775 7.10125  ] : 30
Mo1 : [0.9836145 3.8315775 4.26075  ] : 20

END

