cif name= ./2103776.cif
./2103776.cif
Full Formula (Li4 V36 O78)
V1 : [ 4.87192551  1.8452     12.68317692] : 23
V1 : [ 4.87192551 -1.8452     12.68317692] : 23
V1 : [ 5.77406835  0.         15.00360948] : 24
!!!atention to nb coordination!!!
         [1.8924800755525233, 1.8924800755525237, 2.070249790987162]
         [1.892480075552523, 1.892480075552523, 2.070249790987164]

ce_symbol  = TL:3
ce_fraction=  0.39471300107147067
species:coords:index
V1 : [ 4.87192551  1.8452     12.68317692] : 23
V1 : [ 4.87192551 -1.8452     12.68317692] : 23
V1 : [ 5.77406835  0.         15.00360948] : 24
!!!atention to nb coordination!!!
         [1.8924800755525233, 1.8924800755525237, 2.070249790987162]
         [1.892480075552523, 1.892480075552523, 2.070249790987164]

ce_symbol  = TY:3
ce_fraction=  0.025444810606874094
species:coords:index
V1 : [ 4.87192551  1.8452     12.68317692] : 23
V1 : [ 4.87192551 -1.8452     12.68317692] : 23
V1 : [ 5.77406835  0.         15.00360948] : 24
!!!atention to nb coordination!!!
         [1.8924800755525233, 1.8924800755525237, 2.070249790987162]
         [1.892480075552523, 1.892480075552523, 2.070249790987164]


**isite= 80
O1 : [1.45837997 1.8452     3.57284319]

ce_symbol  = TS:3
ce_fraction=  0.5798421883216539
species:coords:index
V1 : [0.68369002 1.8452     1.65300214] : 25
V1 : [1.58583286 0.         3.9734347 ] : 22
V1 : [1.58583286 3.6904     3.9734347 ] : 22
!!!atention to nb coordination!!!
         [2.070249790987164, 1.892480075552523, 1.892480075552523]
         [2.0702497909871638, 1.892480075552523, 1.892480075552523]

ce_symbol  = TL:3
ce_fraction=  0.3947130010714715
species:coords:index
V1 : [0.68369002 1.8452     1.65300214] : 25
V1 : [1.58583286 0.         3.9734347 ] : 22
V1 : [1.58583286 3.6904     3.9734347 ] : 22
!!!atention to nb coordination!!!
         [2.070249790987164, 1.892480075552523, 1.892480075552523]
         [2.0702497909871638, 1.892480075552523, 1.892480075552523]

ce_symbol  = TY:3
ce_fraction=  0.02544481060687448
species:coords:index
V1 : [0.68369002 1.8452     1.65300214] : 25
V1 : [1.58583286 0.         3.9734347 ] : 22
V1 : [1.58583286 3.6904     3.9734347 ] : 22
!!!atention to nb coordination!!!
         [2.070249790987164, 1.892480075552523, 1.892480075552523]
         [2.0702497909871638, 1.892480075552523, 1.892480075552523]


**isite= 81
O1 : [0.82865776 0.         2.00212472]

ce_symbol  = TS:3
ce_fraction=  0.6760989906427236
species:coords:index
V1 : [ 0.68369002 -1.8452      1.65300214] : 25
V1 : [0.68369002 1.8452     1.65300214] : 25
V1 : [1.58583286 0.         3.9734347 ] : 22
!!!atention to nb coordination!!!
         [1.8835246905500922, 1.8835246905500918, 2.1117237498826817]
         [1.883524690550092, 1.883524690550092, 2.1117237498826826]

ce_symbol  = TL:3
ce_fraction=  0.2997816953485495
species:coords:index
V1 : [ 0.68369002 -1.8452      1.65300214] : 25
V1 : [0.68369002 1.8452     1.65300214] : 25
V1 : [1.58583286 0.         3.9734347 ] : 22
!!!atention to nb coordination!!!
         [1.8835246905500922, 1.8835246905500918, 2.1117237498826817]
         [1.883524690550092, 1.883524690550092, 2.1117237498826826]

ce_symbol  = TY:3
ce_fraction=  0.01637081839254183
species:coords:index
V1 : [ 0.68369002 -1.8452      1.65300214] : 25
V1 : [0.68369002 1.8452     1.65300214] : 25
V1 : [1.58583286 0.         3.9734347 ] : 22
!!!atention to nb coordination!!!
         [1.8835246905500922, 1.8835246905500918, 2.1117237498826817]
         [1.883524690550092, 1.883524690550092, 2.1117237498826826]

ce_symbol  = L:2
ce_fraction=  0.00745684953545829
species:coords:index
V1 : [ 0.68369002 -1.8452      1.65300214] : 25
V1 : [0.68369002 1.8452     1.65300214] : 25
!!!atention to nb coordination!!!
         [1.8835246905500922, 1.8835246905500918]
         [1.883524690550092, 1.883524690550092]

ce_symbol  = A:2
ce_fraction=  0.00029164608072698137
species:coords:index
V1 : [ 0.68369002 -1.8452      1.65300214] : 25
V1 : [0.68369002 1.8452     1.65300214] : 25
!!!atention to nb coordination!!!
         [1.8835246905500922, 1.8835246905500918]
         [1.883524690550092, 1.883524690550092]


**isite= 82
O1 : [ 5.62910062  1.8452     14.6544869 ]

ce_symbol  = TS:3
ce_fraction=  0.6760989906427199
species:coords:index
V1 : [ 5.77406835  3.6904     15.00360948] : 24
V1 : [ 5.77406835  0.         15.00360948] : 24
V1 : [ 4.87192551  1.8452     12.68317692] : 23
!!!atention to nb coordination!!!
         [1.8835246905500918, 1.8835246905500918, 2.111723749882683]
         [1.8835246905500922, 1.8835246905500922, 2.1117237498826813]

ce_symbol  = TL:3
ce_fraction=  0.2997816953485534
species:coords:index
V1 : [ 5.77406835  3.6904     15.00360948] : 24
V1 : [ 5.77406835  0.         15.00360948] : 24
V1 : [ 4.87192551  1.8452     12.68317692] : 23
!!!atention to nb coordination!!!
         [1.8835246905500918, 1.8835246905500918, 2.111723749882683]
         [1.8835246905500922, 1.8835246905500922, 2.1117237498826813]

ce_symbol  = TY:3
ce_fraction=  0.0163708183925421
species:coords:index
V1 : [ 5.77406835  3.6904     15.00360948] : 24
V1 : [ 5.77406835  0.         15.00360948] : 24
V1 : [ 4.87192551  1.8452     12.68317692] : 23
!!!atention to nb coordination!!!
         [1.8835246905500918, 1.8835246905500918, 2.111723749882683]
         [1.8835246905500922, 1.8835246905500922, 2.1117237498826813]

ce_symbol  = L:2
ce_fraction=  0.0074568495354575
species:coords:index
V1 : [ 5.77406835  3.6904     15.00360948] : 24
V1 : [ 5.77406835  0.         15.00360948] : 24
!!!atention to nb coordination!!!
         [1.8835246905500918, 1.8835246905500918]
         [1.8835246905500922, 1.8835246905500922]

ce_symbol  = A:2
ce_fraction=  0.0002916460807269614
species:coords:index
V1 : [ 5.77406835  3.6904     15.00360948] : 24
V1 : [ 5.77406835  0.         15.00360948] : 24
!!!atention to nb coordination!!!
         [1.8835246905500918, 1.8835246905500918]
         [1.8835246905500922, 1.8835246905500922]


**isite= 83
O1 : [3.01130829 1.8452     7.49380957]

ce_symbol  = SS:4
ce_fraction=  0.8666377237405523
species:coords:index
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [2.36866432 3.6904     7.525124  ] : 27
Li1 : [3.68090354 1.8452     5.65658531] : 2
!!!atention to nb coordination!!!
         [1.9605130863981612, 1.9541583638922848, 1.9541583638922848, 1.9554413285467018]
         [1.9605130863981635, 1.9541583638922848, 1.9541583638922848, 1.9554413285467012]

ce_symbol  = T:4
ce_fraction=  0.13336227625944777
species:coords:index
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [2.36866432 3.6904     7.525124  ] : 27
Li1 : [3.68090354 1.8452     5.65658531] : 2
!!!atention to nb coordination!!!
         [1.9605130863981612, 1.9541583638922848, 1.9541583638922848, 1.9554413285467018]
         [1.9605130863981635, 1.9541583638922848, 1.9541583638922848, 1.9554413285467012]


**isite= 84
O1 : [3.44645008 0.         9.16280205]

ce_symbol  = SS:4
ce_fraction=  0.8666377237405525
species:coords:index
Li1 : [ 2.77685483  0.         11.00002632] : 3
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [ 4.08909405 -1.8452      9.13148762] : 26
!!!atention to nb coordination!!!
         [1.9554413285467003, 1.9605130863981644, 1.9541583638922844, 1.9541583638922848]
         [1.955441328546702, 1.9605130863981624, 1.9541583638922846, 1.9541583638922846]

ce_symbol  = T:4
ce_fraction=  0.1333622762594476
species:coords:index
Li1 : [ 2.77685483  0.         11.00002632] : 3
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [ 4.08909405 -1.8452      9.13148762] : 26
!!!atention to nb coordination!!!
         [1.9554413285467003, 1.9605130863981644, 1.9541583638922844, 1.9541583638922848]
         [1.955441328546702, 1.9605130863981624, 1.9541583638922846, 1.9541583638922846]


**isite= 85
O1 : [7.24472588 0.         7.61873416]

ce_symbol  = TS:3
ce_fraction=  0.8397324148891985
species:coords:index
V1 : [ 7.50038973 -1.8452      7.88257488] : 32
V1 : [7.50038973 1.8452     7.88257488] : 32
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [1.8814194044210466, 1.8814194044210464, 2.059814703755899]
         [1.8814194044210468, 1.8814194044210468, 2.059814703755898]

ce_symbol  = TL:3
ce_fraction=  0.14085331945991378
species:coords:index
V1 : [ 7.50038973 -1.8452      7.88257488] : 32
V1 : [7.50038973 1.8452     7.88257488] : 32
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [1.8814194044210466, 1.8814194044210464, 2.059814703755899]
         [1.8814194044210468, 1.8814194044210468, 2.059814703755898]

ce_symbol  = TY:3
ce_fraction=  0.01941426565088772
species:coords:index
V1 : [ 7.50038973 -1.8452      7.88257488] : 32
V1 : [7.50038973 1.8452     7.88257488] : 32
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [1.8814194044210466, 1.8814194044210464, 2.059814703755899]
         [1.8814194044210468, 1.8814194044210468, 2.059814703755898]


**isite= 86
O1 : [-0.78696751  1.8452      9.03787747]

ce_symbol  = TS:3
ce_fraction=  0.8397324148891975
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
V1 : [-1.04263136  3.6904      8.77403674] : 33
V1 : [-1.04263136  0.          8.77403674] : 33
!!!atention to nb coordination!!!
         [2.059814703755898, 1.881419404421047, 1.881419404421047]
         [2.0598147037558996, 1.8814194044210468, 1.8814194044210468]

ce_symbol  = TL:3
ce_fraction=  0.1408533194599148
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
V1 : [-1.04263136  3.6904      8.77403674] : 33
V1 : [-1.04263136  0.          8.77403674] : 33
!!!atention to nb coordination!!!
         [2.059814703755898, 1.881419404421047, 1.881419404421047]
         [2.0598147037558996, 1.8814194044210468, 1.8814194044210468]

ce_symbol  = TY:3
ce_fraction=  0.01941426565088781
species:coords:index
V1 : [ 0.09091044  1.8452     10.90125261] : 35
V1 : [-1.04263136  3.6904      8.77403674] : 33
V1 : [-1.04263136  0.          8.77403674] : 33
!!!atention to nb coordination!!!
         [2.059814703755898, 1.881419404421047, 1.881419404421047]
         [2.0598147037558996, 1.8814194044210468, 1.8814194044210468]


**isite= 87
O1 : [-1.66795608  0.         13.26865682]

ce_symbol  = TS:3
ce_fraction=  0.7935166973062752
species:coords:index
V1 : [-1.74052615 -1.8452     13.73404255] : 30
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-2.60108116  0.         11.55102703] : 38
!!!atention to nb coordination!!!
         [1.9043669109990538, 1.9043669109990533, 1.9547313161024218]
         [1.9043669109990542, 1.9043669109990542, 1.95473131610242]

ce_symbol  = TL:3
ce_fraction=  0.138414927293267
species:coords:index
V1 : [-1.74052615 -1.8452     13.73404255] : 30
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-2.60108116  0.         11.55102703] : 38
!!!atention to nb coordination!!!
         [1.9043669109990538, 1.9043669109990533, 1.9547313161024218]
         [1.9043669109990542, 1.9043669109990542, 1.95473131610242]

ce_symbol  = TY:3
ce_fraction=  0.06806837540045793
species:coords:index
V1 : [-1.74052615 -1.8452     13.73404255] : 30
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-2.60108116  0.         11.55102703] : 38
!!!atention to nb coordination!!!
         [1.9043669109990538, 1.9043669109990533, 1.9547313161024218]
         [1.9043669109990542, 1.9043669109990542, 1.95473131610242]


**isite= 88
O1 : [8.12571445 1.8452     3.3879548 ]

ce_symbol  = TS:3
ce_fraction=  0.7935166973062754
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [9.05883954 1.8452     5.10558459] : 39
V1 : [8.19828452 3.6904     2.92256908] : 31
!!!atention to nb coordination!!!
         [1.9043669109990542, 1.95473131610242, 1.9043669109990542]
         [1.9043669109990542, 1.9547313161024216, 1.9043669109990542]

ce_symbol  = TL:3
ce_fraction=  0.1384149272932665
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [9.05883954 1.8452     5.10558459] : 39
V1 : [8.19828452 3.6904     2.92256908] : 31
!!!atention to nb coordination!!!
         [1.9043669109990542, 1.95473131610242, 1.9043669109990542]
         [1.9043669109990542, 1.9547313161024216, 1.9043669109990542]

ce_symbol  = TY:3
ce_fraction=  0.0680683754004581
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [9.05883954 1.8452     5.10558459] : 39
V1 : [8.19828452 3.6904     2.92256908] : 31
!!!atention to nb coordination!!!
         [1.9043669109990542, 1.95473131610242, 1.9043669109990542]
         [1.9043669109990542, 1.9547313161024216, 1.9043669109990542]


**isite= 89
O1 : [5.0701629 1.8452    2.0887391]

ce_symbol  = TS:3
ce_fraction=  0.8362747352497139
species:coords:index
V1 : [4.98485714 3.6904     2.52747425] : 28
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [4.09514647 1.8452     0.35378643] : 36
!!!atention to nb coordination!!!
         [1.8985596238737636, 1.8985596238737636, 1.9901552195331023]
         [1.8985596238737636, 1.8985596238737636, 1.990155219533102]

ce_symbol  = TL:3
ce_fraction=  0.10698275431041752
species:coords:index
V1 : [4.98485714 3.6904     2.52747425] : 28
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [4.09514647 1.8452     0.35378643] : 36
!!!atention to nb coordination!!!
         [1.8985596238737636, 1.8985596238737636, 1.9901552195331023]
         [1.8985596238737636, 1.8985596238737636, 1.990155219533102]

ce_symbol  = TY:3
ce_fraction=  0.05674251043986858
species:coords:index
V1 : [4.98485714 3.6904     2.52747425] : 28
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [4.09514647 1.8452     0.35378643] : 36
!!!atention to nb coordination!!!
         [1.8985596238737636, 1.8985596238737636, 1.9901552195331023]
         [1.8985596238737636, 1.8985596238737636, 1.990155219533102]


**isite= 90
O1 : [ 1.38759547  0.         14.56787252]

ce_symbol  = TS:3
ce_fraction=  0.8362747352497153
species:coords:index
V1 : [ 2.3626119   0.         16.30282519] : 37
V1 : [ 1.47290124 -1.8452     14.12913737] : 29
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [1.9901552195330985, 1.898559623873764, 1.8985596238737639]
         [1.990155219533102, 1.8985596238737634, 1.8985596238737634]

ce_symbol  = TL:3
ce_fraction=  0.10698275431041633
species:coords:index
V1 : [ 2.3626119   0.         16.30282519] : 37
V1 : [ 1.47290124 -1.8452     14.12913737] : 29
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [1.9901552195330985, 1.898559623873764, 1.8985596238737639]
         [1.990155219533102, 1.8985596238737634, 1.8985596238737634]

ce_symbol  = TY:3
ce_fraction=  0.05674251043986828
species:coords:index
V1 : [ 2.3626119   0.         16.30282519] : 37
V1 : [ 1.47290124 -1.8452     14.12913737] : 29
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [1.9901552195330985, 1.898559623873764, 1.8985596238737639]
         [1.990155219533102, 1.8985596238737634, 1.8985596238737634]


**isite= 91
O1 : [-2.06763439  1.8452     11.66295946]

ce_symbol  = T:4
ce_fraction=  0.9374629535224697
species:coords:index
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-2.60108116  3.6904     11.55102703] : 38
V1 : [-2.60108116  0.         11.55102703] : 38
V1 : [ 0.09091044  1.8452     10.90125261] : 35
!!!atention to nb coordination!!!
         [2.096755817884747, 1.9240211464560784, 1.9240211464560784, 2.2889982756911733]
         [2.09675581788475, 1.9240211464560781, 1.9240211464560781, 2.288998275691173]

ce_symbol  = SS:4
ce_fraction=  0.034981439495220264
species:coords:index
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-2.60108116  3.6904     11.55102703] : 38
V1 : [-2.60108116  0.         11.55102703] : 38
V1 : [ 0.09091044  1.8452     10.90125261] : 35
!!!atention to nb coordination!!!
         [2.096755817884747, 1.9240211464560784, 1.9240211464560784, 2.2889982756911733]
         [2.09675581788475, 1.9240211464560781, 1.9240211464560781, 2.288998275691173]

ce_symbol  = TT_2:9
ce_fraction=  0.027555606982310004
species:coords:index
V1 : [-1.74052615  1.8452     13.73404255] : 30
V1 : [-2.60108116  3.6904     11.55102703] : 38
O1 : [-1.66795608  3.6904     13.26865682] : 87
O1 : [-0.39089878  3.6904     10.73851751] : 96
V1 : [-2.60108116  0.         11.55102703] : 38
O1 : [-1.66795608  0.         13.26865682] : 87
O1 : [ 0.3326953   1.8452     12.77395545] : 115
O1 : [-0.39089878  0.         10.73851751] : 96
V1 : [ 0.09091044  1.8452     10.90125261] : 35
!!!atention to nb coordination!!!
         [2.096755817884747, 1.9240211464560784, 2.4784611762458515, 2.659097263493395, 1.9240211464560784, 2.4784611762458515, 2.644975366687565, 2.659097263493395, 2.2889982756911733]
         [2.09675581788475, 1.9240211464560781, 2.4784611762458537, 2.6590972634933934, 1.9240211464560781, 2.4784611762458537, 2.6449753666875666, 2.6590972634933934, 2.288998275691173]


**isite= 92
O1 : [8.52539276 0.         4.99365216]

ce_symbol  = T:4
ce_fraction=  0.9374629535224704
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [ 9.05883954 -1.8452      5.10558459] : 39
V1 : [9.05883954 1.8452     5.10558459] : 39
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [2.09675581788475, 1.9240211464560781, 1.9240211464560775, 2.2889982756911738]
         [2.0967558178847496, 1.9240211464560784, 1.9240211464560784, 2.288998275691173]

ce_symbol  = SS:4
ce_fraction=  0.03498143949521976
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [ 9.05883954 -1.8452      5.10558459] : 39
V1 : [9.05883954 1.8452     5.10558459] : 39
V1 : [6.36684793 0.         5.75535901] : 34
!!!atention to nb coordination!!!
         [2.09675581788475, 1.9240211464560781, 1.9240211464560775, 2.2889982756911738]
         [2.0967558178847496, 1.9240211464560784, 1.9240211464560784, 2.288998275691173]

ce_symbol  = TT_2:9
ce_fraction=  0.027555606982309723
species:coords:index
V1 : [8.19828452 0.         2.92256908] : 31
V1 : [ 9.05883954 -1.8452      5.10558459] : 39
O1 : [8.12571445 1.8452     3.3879548 ] : 88
V1 : [9.05883954 1.8452     5.10558459] : 39
O1 : [ 6.84865715 -1.8452      5.91809411] : 95
V1 : [6.36684793 0.         5.75535901] : 34
O1 : [6.12506308 0.         3.88265617] : 114
O1 : [ 8.12571445 -1.8452      3.3879548 ] : 88
O1 : [6.84865715 1.8452     5.91809411] : 95
!!!atention to nb coordination!!!
         [2.09675581788475, 1.9240211464560781, 2.478461176245854, 1.9240211464560775, 2.659097263493392, 2.2889982756911738, 2.644975366687567, 2.4784611762458546, 2.659097263493392]
         [2.0967558178847496, 1.9240211464560784, 2.4784611762458537, 1.9240211464560784, 2.6590972634933925, 2.288998275691173, 2.6449753666875666, 2.4784611762458537, 2.6590972634933925]


**isite= 93
O1 : [4.62922673 0.         0.5146893 ]

ce_symbol  = T:4
ce_fraction=  0.9343691679710521
species:coords:index
V1 : [4.09514647 1.8452     0.35378643] : 36
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [ 6.82885353  0.         -0.35378643] : 37
V1 : [ 4.09514647 -1.8452      0.35378643] : 36
!!!atention to nb coordination!!!
         [1.9276655579774573, 2.043960917198357, 2.364869583324204, 1.9276655579774578]
         [1.9276655579774575, 2.043960917198358, 2.3648695833242037, 1.9276655579774575]

ce_symbol  = TT_2:9
ce_fraction=  0.04024168277177148
species:coords:index
V1 : [4.09514647 1.8452     0.35378643] : 36
O1 : [5.0701629 1.8452    2.0887391] : 89
O1 : [7.15605806 0.         1.51242034] : 113
O1 : [ 6.29477327 -1.8452     -0.5146893 ] : 94
V1 : [4.98485714 0.         2.52747425] : 28
O1 : [ 6.29477327  1.8452     -0.5146893 ] : 94
V1 : [ 6.82885353  0.         -0.35378643] : 37
V1 : [ 4.09514647 -1.8452      0.35378643] : 36
O1 : [ 5.0701629 -1.8452     2.0887391] : 89
!!!atention to nb coordination!!!
         [1.9276655579774573, 2.465120790152147, 2.7166788129998136, 2.6904327887486774, 2.043960917198357, 2.690432788748677, 2.364869583324204, 1.9276655579774578, 2.4651207901521475]
         [1.9276655579774575, 2.465120790152148, 2.7166788129998145, 2.690432788748675, 2.043960917198358, 2.690432788748675, 2.3648695833242037, 1.9276655579774575, 2.465120790152148]

ce_symbol  = SS:4
ce_fraction=  0.025389149257176523
species:coords:index
V1 : [4.09514647 1.8452     0.35378643] : 36
V1 : [4.98485714 0.         2.52747425] : 28
V1 : [ 6.82885353  0.         -0.35378643] : 37
V1 : [ 4.09514647 -1.8452      0.35378643] : 36
!!!atention to nb coordination!!!
         [1.9276655579774573, 2.043960917198357, 2.364869583324204, 1.9276655579774578]
         [1.9276655579774575, 2.043960917198358, 2.3648695833242037, 1.9276655579774575]


**isite= 94
O1 : [ 1.82853164  1.8452     16.14192232]

ce_symbol  = T:4
ce_fraction=  0.9343691679710525
species:coords:index
V1 : [ 2.3626119   0.         16.30282519] : 37
V1 : [ 2.3626119   3.6904     16.30282519] : 37
V1 : [-0.37109516  1.8452     17.01039805] : 36
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [1.927665557977457, 1.927665557977457, 2.3648695833242037, 2.043960917198359]
         [1.9276655579774575, 1.9276655579774575, 2.3648695833242046, 2.043960917198357]

ce_symbol  = TT_2:9
ce_fraction=  0.04024168277177131
species:coords:index
V1 : [ 2.3626119   0.         16.30282519] : 37
V1 : [ 2.3626119   3.6904     16.30282519] : 37
O1 : [ 0.16298511  3.6904     17.17130092] : 93
V1 : [-0.37109516  1.8452     17.01039805] : 36
O1 : [ 0.16298511  0.         17.17130092] : 93
V1 : [ 1.47290124  1.8452     14.12913737] : 29
O1 : [ 1.38759547  0.         14.56787252] : 90
O1 : [ 1.38759547  3.6904     14.56787252] : 90
O1 : [-0.69829969  1.8452     15.14419129] : 112
!!!atention to nb coordination!!!
         [1.927665557977457, 1.927665557977457, 2.690432788748676, 2.3648695833242037, 2.690432788748676, 2.043960917198359, 2.46512079015215, 2.46512079015215, 2.7166788129998154]
         [1.9276655579774575, 1.9276655579774575, 2.6904327887486743, 2.3648695833242046, 2.6904327887486743, 2.043960917198357, 2.465120790152148, 2.465120790152148, 2.7166788129998145]

ce_symbol  = SS:4
ce_fraction=  0.025389149257176176
species:coords:index
V1 : [ 2.3626119   0.         16.30282519] : 37
V1 : [ 2.3626119   3.6904     16.30282519] : 37
V1 : [-0.37109516  1.8452     17.01039805] : 36
V1 : [ 1.47290124  1.8452     14.12913737] : 29
!!!atention to nb coordination!!!
         [1.927665557977457, 1.927665557977457, 2.3648695833242037, 2.043960917198359]
         [1.9276655579774575, 1.9276655579774575, 2.3648695833242046, 2.043960917198357]


**isite= 95
O1 : [6.84865715 1.8452     5.91809411]

ce_symbol  = T:4
ce_fraction=  0.9989441855955573
species:coords:index
V1 : [7.50038973 1.8452     7.88257488] : 32
V1 : [6.36684793 3.6904     5.75535901] : 34
V1 : [6.36684793 0.         5.75535901] : 34
V1 : [9.05883954 1.8452     5.10558459] : 39
!!!atention to nb coordination!!!
         [2.0697681205985896, 1.9139973550451195, 1.9139973550451195, 2.354798907319374]
         [2.069768120598592, 1.913997355045119, 1.913997355045119, 2.3547989073193754]

ce_symbol  = SS:4
ce_fraction=  0.0010558144044425545
species:coords:index
V1 : [7.50038973 1.8452     7.88257488] : 32
V1 : [6.36684793 3.6904     5.75535901] : 34
V1 : [6.36684793 0.         5.75535901] : 34
V1 : [9.05883954 1.8452     5.10558459] : 39
!!!atention to nb coordination!!!
         [2.0697681205985896, 1.9139973550451195, 1.9139973550451195, 2.354798907319374]
         [2.069768120598592, 1.913997355045119, 1.913997355045119, 2.3547989073193754]


**isite= 96
O1 : [-0.39089878  0.         10.73851751]

ce_symbol  = T:4
ce_fraction=  0.9989441855955573
species:coords:index
V1 : [-2.60108116  0.         11.55102703] : 38
V1 : [ 0.09091044  1.8452     10.90125261] : 35
V1 : [-1.04263136  0.          8.77403674] : 33
V1 : [ 0.09091044 -1.8452     10.90125261] : 35
!!!atention to nb coordination!!!
         [2.354798907319376, 1.9139973550451188, 2.069768120598593, 1.913997355045119]
         [2.3547989073193762, 1.913997355045119, 2.0697681205985914, 1.913997355045119]

ce_symbol  = SS:4
ce_fraction=  0.0010558144044425402
species:coords:index
V1 : [-2.60108116  0.         11.55102703] : 38
V1 : [ 0.09091044  1.8452     10.90125261] : 35
V1 : [-1.04263136  0.          8.77403674] : 33
V1 : [ 0.09091044 -1.8452     10.90125261] : 35
!!!atention to nb coordination!!!
         [2.354798907319376, 1.9139973550451188, 2.069768120598593, 1.913997355045119]
         [2.3547989073193762, 1.913997355045119, 2.0697681205985914, 1.913997355045119]


**isite= 97
O1 : [10.924  0.     0.   ]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [10.24030998  0.         -1.65300214] : 24
V1 : [11.60769002  0.          1.65300214] : 7
!!!atention to nb coordination!!!
         [1.7888119271422493, 1.7888119271422462]
         [1.788811927142248, 1.788811927142248]


**isite= 98
O1 : [ 4.22992872  1.8452     11.08164371]

ce_symbol  = L:2
ce_fraction=  0.7526441195167201
species:coords:index
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [ 4.87192551  1.8452     12.68317692] : 23
!!!atention to nb coordination!!!
         [1.9552348131527177, 1.725418352069089]
         [1.955234813152716, 1.7254183520690904]

ce_symbol  = SS:4
ce_fraction=  0.19552478373502682
species:coords:index
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [ 4.87192551  1.8452     12.68317692] : 23
Li1 : [ 2.77685483  0.         11.00002632] : 3
Li1 : [ 2.77685483  3.6904     11.00002632] : 3
!!!atention to nb coordination!!!
         [1.9552348131527177, 1.725418352069089, 2.350074081127645, 2.350074081127645]
         [1.955234813152716, 1.7254183520690904, 2.350074081127645, 2.350074081127645]

ce_symbol  = T:4
ce_fraction=  0.04887032987327189
species:coords:index
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [ 4.87192551  1.8452     12.68317692] : 23
Li1 : [ 2.77685483  0.         11.00002632] : 3
Li1 : [ 2.77685483  3.6904     11.00002632] : 3
!!!atention to nb coordination!!!
         [1.9552348131527177, 1.725418352069089, 2.350074081127645, 2.350074081127645]
         [1.955234813152716, 1.7254183520690904, 2.350074081127645, 2.350074081127645]

ce_symbol  = A:2
ce_fraction=  0.002960766874981246
species:coords:index
V1 : [4.08909405 1.8452     9.13148762] : 26
V1 : [ 4.87192551  1.8452     12.68317692] : 23
!!!atention to nb coordination!!!
         [1.9552348131527177, 1.725418352069089]
         [1.955234813152716, 1.7254183520690904]


**isite= 99
O1 : [2.22782965 0.         5.57496791]

ce_symbol  = L:2
ce_fraction=  0.7526441195167203
species:coords:index
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [1.58583286 0.         3.9734347 ] : 22
!!!atention to nb coordination!!!
         [1.9552348131527142, 1.7254183520690909]
         [1.955234813152716, 1.7254183520690902]

ce_symbol  = SS:4
ce_fraction=  0.19552478373502685
species:coords:index
Li1 : [ 3.68090354 -1.8452      5.65658531] : 2
V1 : [2.36866432 0.         7.525124  ] : 27
V1 : [1.58583286 0.         3.9734347 ] : 22
