cif name= ./1008834.cif
./1008834.cif
Full Formula (K8 Er16 F56)
         [2.2163078282069573, 2.426647504906036, 2.2798341880376065, 2.2292897920687933, 2.139350409369541, 2.219887627595186, 2.2577456403963527, 2.3109917419645623]

ce_symbol  = SBT:8
ce_fraction=  0.051539728785964495
species:coords:index
F-1 : [2.563758  0.0213328 6.0347336] : 34
F-1 : [ 3.999888  -1.0613068  3.9674016] : 26
F-1 : [ 1.599246  -1.2746348  3.9283216] : 46
F-1 : [2.605128  0.0373324 1.8922536] : 36
F-1 : [4.449048  1.6599585 3.9775624] : 60
F-1 : [0.28959   1.1813038 3.84938  ] : 64
F-1 : [2.061408  2.6945993 5.1734104] : 28
F-1 : [1.93848   2.6172679 2.6121072] : 68
!!!atention to nb coordination!!!
         [2.2163078282069573, 2.4266475049060365, 2.279834188037606, 2.2292897920687933, 2.139350409369541, 2.219887627595186, 2.2577456403963523, 2.3109917419645623]
         [2.2163078282069573, 2.426647504906036, 2.2798341880376065, 2.2292897920687933, 2.139350409369541, 2.219887627595186, 2.2577456403963527, 2.3109917419645623]

ce_symbol  = SA:8
ce_fraction=  0.022351009704976124
species:coords:index
F-1 : [2.563758  0.0213328 6.0347336] : 34
F-1 : [ 3.999888  -1.0613068  3.9674016] : 26
F-1 : [ 1.599246  -1.2746348  3.9283216] : 46
F-1 : [2.605128  0.0373324 1.8922536] : 36
F-1 : [4.449048  1.6599585 3.9775624] : 60
F-1 : [0.28959   1.1813038 3.84938  ] : 64
F-1 : [2.061408  2.6945993 5.1734104] : 28
F-1 : [1.93848   2.6172679 2.6121072] : 68
!!!atention to nb coordination!!!
         [2.2163078282069573, 2.4266475049060365, 2.279834188037606, 2.2292897920687933, 2.139350409369541, 2.219887627595186, 2.2577456403963523, 2.3109917419645623]
         [2.2163078282069573, 2.426647504906036, 2.2798341880376065, 2.2292897920687933, 2.139350409369541, 2.219887627595186, 2.2577456403963527, 2.3109917419645623]

ce_symbol  = BO_3:8
ce_fraction=  0.00445469306635447
species:coords:index
F-1 : [2.563758  0.0213328 6.0347336] : 34
F-1 : [ 3.999888  -1.0613068  3.9674016] : 26
F-1 : [ 1.599246  -1.2746348  3.9283216] : 46
F-1 : [2.605128  0.0373324 1.8922536] : 36
F-1 : [4.449048  1.6599585 3.9775624] : 60
F-1 : [0.28959   1.1813038 3.84938  ] : 64
F-1 : [2.061408  2.6945993 5.1734104] : 28
F-1 : [1.93848   2.6172679 2.6121072] : 68
!!!atention to nb coordination!!!
         [2.2163078282069573, 2.4266475049060365, 2.279834188037606, 2.2292897920687933, 2.139350409369541, 2.219887627595186, 2.2577456403963523, 2.3109917419645623]
         [2.2163078282069573, 2.426647504906036, 2.2798341880376065, 2.2292897920687933, 2.139350409369541, 2.219887627595186, 2.2577456403963527, 2.3109917419645623]


**isite= 21
Er3+1 : [ 9.3421734  12.50435405  0.064482  ]

ce_symbol  = DDPN:8
ce_fraction=  0.8124161566416241
species:coords:index
F-1 : [ 9.88152   10.7157321 -1.2958928] : 69
F-1 : [ 7.370952  11.6730415  0.0695624] : 61
F-1 : [ 9.758592  10.6384007  1.2654104] : 29
F-1 : [11.53041   12.1516962 -0.05862  ] : 65
F-1 : [ 9.214872  13.2956676 -2.0157464] : 37
F-1 : [ 7.820112  14.3943068  0.0594016] : 27
F-1 : [10.220754  14.6076348  0.0203216] : 47
F-1 : [ 9.256242  13.3116672  2.1267336] : 35
!!!atention to nb coordination!!!
         [2.310991741964562, 2.1393504093695417, 2.257745640396353, 2.219887627595186, 2.2292897920687924, 2.426647504906035, 2.279834188037606, 2.2163078282069577]
         [2.310991741964561, 2.1393504093695417, 2.257745640396353, 2.2198876275951855, 2.2292897920687924, 2.4266475049060365, 2.279834188037606, 2.2163078282069577]

ce_symbol  = DD:8
ce_fraction=  0.10923841180108088
species:coords:index
F-1 : [ 9.88152   10.7157321 -1.2958928] : 69
F-1 : [ 7.370952  11.6730415  0.0695624] : 61
F-1 : [ 9.758592  10.6384007  1.2654104] : 29
F-1 : [11.53041   12.1516962 -0.05862  ] : 65
F-1 : [ 9.214872  13.2956676 -2.0157464] : 37
F-1 : [ 7.820112  14.3943068  0.0594016] : 27
F-1 : [10.220754  14.6076348  0.0203216] : 47
F-1 : [ 9.256242  13.3116672  2.1267336] : 35
!!!atention to nb coordination!!!
         [2.310991741964562, 2.1393504093695417, 2.257745640396353, 2.219887627595186, 2.2292897920687924, 2.426647504906035, 2.279834188037606, 2.2163078282069577]
         [2.310991741964561, 2.1393504093695417, 2.257745640396353, 2.2198876275951855, 2.2292897920687924, 2.4266475049060365, 2.279834188037606, 2.2163078282069577]

ce_symbol  = SBT:8
ce_fraction=  0.051539728785964495
species:coords:index
F-1 : [ 9.88152   10.7157321 -1.2958928] : 69
F-1 : [ 7.370952  11.6730415  0.0695624] : 61
F-1 : [ 9.758592  10.6384007  1.2654104] : 29
F-1 : [11.53041   12.1516962 -0.05862  ] : 65
F-1 : [ 9.214872  13.2956676 -2.0157464] : 37
F-1 : [ 7.820112  14.3943068  0.0594016] : 27
F-1 : [10.220754  14.6076348  0.0203216] : 47
F-1 : [ 9.256242  13.3116672  2.1267336] : 35
!!!atention to nb coordination!!!
         [2.310991741964562, 2.1393504093695417, 2.257745640396353, 2.219887627595186, 2.2292897920687924, 2.426647504906035, 2.279834188037606, 2.2163078282069577]
         [2.310991741964561, 2.1393504093695417, 2.257745640396353, 2.2198876275951855, 2.2292897920687924, 2.4266475049060365, 2.279834188037606, 2.2163078282069577]

ce_symbol  = SA:8
ce_fraction=  0.022351009704976076
species:coords:index
F-1 : [ 9.88152   10.7157321 -1.2958928] : 69
F-1 : [ 7.370952  11.6730415  0.0695624] : 61
F-1 : [ 9.758592  10.6384007  1.2654104] : 29
F-1 : [11.53041   12.1516962 -0.05862  ] : 65
F-1 : [ 9.214872  13.2956676 -2.0157464] : 37
F-1 : [ 7.820112  14.3943068  0.0594016] : 27
F-1 : [10.220754  14.6076348  0.0203216] : 47
F-1 : [ 9.256242  13.3116672  2.1267336] : 35
!!!atention to nb coordination!!!
         [2.310991741964562, 2.1393504093695417, 2.257745640396353, 2.219887627595186, 2.2292897920687924, 2.426647504906035, 2.279834188037606, 2.2163078282069577]
         [2.310991741964561, 2.1393504093695417, 2.257745640396353, 2.2198876275951855, 2.2292897920687924, 2.4266475049060365, 2.279834188037606, 2.2163078282069577]

ce_symbol  = BO_3:8
ce_fraction=  0.004454693066354453
species:coords:index
F-1 : [ 9.88152   10.7157321 -1.2958928] : 69
F-1 : [ 7.370952  11.6730415  0.0695624] : 61
F-1 : [ 9.758592  10.6384007  1.2654104] : 29
F-1 : [11.53041   12.1516962 -0.05862  ] : 65
F-1 : [ 9.214872  13.2956676 -2.0157464] : 37
F-1 : [ 7.820112  14.3943068  0.0594016] : 27
F-1 : [10.220754  14.6076348  0.0203216] : 47
F-1 : [ 9.256242  13.3116672  2.1267336] : 35
!!!atention to nb coordination!!!
         [2.310991741964562, 2.1393504093695417, 2.257745640396353, 2.219887627595186, 2.2292897920687924, 2.426647504906035, 2.279834188037606, 2.2163078282069577]
         [2.310991741964561, 2.1393504093695417, 2.257745640396353, 2.2198876275951855, 2.2292897920687924, 2.4266475049060365, 2.279834188037606, 2.2163078282069577]


**isite= 22
Er3+1 : [3.4321734  7.49514595 0.064482  ]

ce_symbol  = DDPN:8
ce_fraction=  0.8124161566416239
species:coords:index
F-1 : [4.310754  5.3918652 0.0203216] : 44
F-1 : [3.346242  6.6878328 2.1267336] : 32
F-1 : [ 5.62041    7.8478038 -0.05862  ] : 66
F-1 : [3.848592  9.3610993 1.2654104] : 30
F-1 : [1.460952  8.3264585 0.0695624] : 62
F-1 : [ 3.304872   6.7038324 -2.0157464] : 38
F-1 : [1.910112  5.6051932 0.0594016] : 24
F-1 : [ 3.97152    9.2837679 -1.2958928] : 70
!!!atention to nb coordination!!!
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.257745640396351, 2.1393504093695417, 2.2292897920687933, 2.426647504906035, 2.3109917419645623]
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.2577456403963523, 2.1393504093695417, 2.2292897920687924, 2.426647504906035, 2.3109917419645614]

ce_symbol  = DD:8
ce_fraction=  0.10923841180108095
species:coords:index
F-1 : [4.310754  5.3918652 0.0203216] : 44
F-1 : [3.346242  6.6878328 2.1267336] : 32
F-1 : [ 5.62041    7.8478038 -0.05862  ] : 66
F-1 : [3.848592  9.3610993 1.2654104] : 30
F-1 : [1.460952  8.3264585 0.0695624] : 62
F-1 : [ 3.304872   6.7038324 -2.0157464] : 38
F-1 : [1.910112  5.6051932 0.0594016] : 24
F-1 : [ 3.97152    9.2837679 -1.2958928] : 70
!!!atention to nb coordination!!!
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.257745640396351, 2.1393504093695417, 2.2292897920687933, 2.426647504906035, 2.3109917419645623]
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.2577456403963523, 2.1393504093695417, 2.2292897920687924, 2.426647504906035, 2.3109917419645614]

ce_symbol  = SBT:8
ce_fraction=  0.05153972878596444
species:coords:index
F-1 : [4.310754  5.3918652 0.0203216] : 44
F-1 : [3.346242  6.6878328 2.1267336] : 32
F-1 : [ 5.62041    7.8478038 -0.05862  ] : 66
F-1 : [3.848592  9.3610993 1.2654104] : 30
F-1 : [1.460952  8.3264585 0.0695624] : 62
F-1 : [ 3.304872   6.7038324 -2.0157464] : 38
F-1 : [1.910112  5.6051932 0.0594016] : 24
F-1 : [ 3.97152    9.2837679 -1.2958928] : 70
!!!atention to nb coordination!!!
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.257745640396351, 2.1393504093695417, 2.2292897920687933, 2.426647504906035, 2.3109917419645623]
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.2577456403963523, 2.1393504093695417, 2.2292897920687924, 2.426647504906035, 2.3109917419645614]

ce_symbol  = SA:8
ce_fraction=  0.022351009704976166
species:coords:index
F-1 : [4.310754  5.3918652 0.0203216] : 44
F-1 : [3.346242  6.6878328 2.1267336] : 32
F-1 : [ 5.62041    7.8478038 -0.05862  ] : 66
F-1 : [3.848592  9.3610993 1.2654104] : 30
F-1 : [1.460952  8.3264585 0.0695624] : 62
F-1 : [ 3.304872   6.7038324 -2.0157464] : 38
F-1 : [1.910112  5.6051932 0.0594016] : 24
F-1 : [ 3.97152    9.2837679 -1.2958928] : 70
!!!atention to nb coordination!!!
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.257745640396351, 2.1393504093695417, 2.2292897920687933, 2.426647504906035, 2.3109917419645623]
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.2577456403963523, 2.1393504093695417, 2.2292897920687924, 2.426647504906035, 2.3109917419645614]

ce_symbol  = BO_3:8
ce_fraction=  0.004454693066354491
species:coords:index
F-1 : [4.310754  5.3918652 0.0203216] : 44
F-1 : [3.346242  6.6878328 2.1267336] : 32
F-1 : [ 5.62041    7.8478038 -0.05862  ] : 66
F-1 : [3.848592  9.3610993 1.2654104] : 30
F-1 : [1.460952  8.3264585 0.0695624] : 62
F-1 : [ 3.304872   6.7038324 -2.0157464] : 38
F-1 : [1.910112  5.6051932 0.0594016] : 24
F-1 : [ 3.97152    9.2837679 -1.2958928] : 70
!!!atention to nb coordination!!!
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.257745640396351, 2.1393504093695417, 2.2292897920687933, 2.426647504906035, 2.3109917419645623]
         [2.279834188037606, 2.216307828206958, 2.219887627595185, 2.2577456403963523, 2.1393504093695417, 2.2292897920687924, 2.426647504906035, 2.3109917419645614]


**isite= 23
Er3+1 : [8.3878266  5.83785405 3.972482  ]

ce_symbol  = DDPN:8
ce_fraction=  0.8124161566416239
species:coords:index
F-1 : [8.515128  6.6291676 1.8922536] : 39
F-1 : [9.909888  7.7278068 3.9674016] : 25
F-1 : [10.359048   5.0065415  3.9775624] : 63
F-1 : [8.473758  6.6451672 6.0347336] : 33
F-1 : [7.971408  3.9719007 5.1734104] : 31
F-1 : [6.19959   5.4851962 3.84938  ] : 67
F-1 : [7.509246  7.9411348 3.9283216] : 45
F-1 : [7.84848   4.0492321 2.6121072] : 71
!!!atention to nb coordination!!!
         [2.2292897920687924, 2.426647504906036, 2.1393504093695426, 2.216307828206957, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.310991741964563]
         [2.229289792068793, 2.426647504906036, 2.139350409369542, 2.2163078282069573, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.3109917419645623]

ce_symbol  = DD:8
ce_fraction=  0.10923841180108079
species:coords:index
F-1 : [8.515128  6.6291676 1.8922536] : 39
F-1 : [9.909888  7.7278068 3.9674016] : 25
F-1 : [10.359048   5.0065415  3.9775624] : 63
F-1 : [8.473758  6.6451672 6.0347336] : 33
F-1 : [7.971408  3.9719007 5.1734104] : 31
F-1 : [6.19959   5.4851962 3.84938  ] : 67
F-1 : [7.509246  7.9411348 3.9283216] : 45
F-1 : [7.84848   4.0492321 2.6121072] : 71
!!!atention to nb coordination!!!
         [2.2292897920687924, 2.426647504906036, 2.1393504093695426, 2.216307828206957, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.310991741964563]
         [2.229289792068793, 2.426647504906036, 2.139350409369542, 2.2163078282069573, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.3109917419645623]

ce_symbol  = SBT:8
ce_fraction=  0.05153972878596472
species:coords:index
F-1 : [8.515128  6.6291676 1.8922536] : 39
F-1 : [9.909888  7.7278068 3.9674016] : 25
F-1 : [10.359048   5.0065415  3.9775624] : 63
F-1 : [8.473758  6.6451672 6.0347336] : 33
F-1 : [7.971408  3.9719007 5.1734104] : 31
F-1 : [6.19959   5.4851962 3.84938  ] : 67
F-1 : [7.509246  7.9411348 3.9283216] : 45
F-1 : [7.84848   4.0492321 2.6121072] : 71
!!!atention to nb coordination!!!
         [2.2292897920687924, 2.426647504906036, 2.1393504093695426, 2.216307828206957, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.310991741964563]
         [2.229289792068793, 2.426647504906036, 2.139350409369542, 2.2163078282069573, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.3109917419645623]

ce_symbol  = SA:8
ce_fraction=  0.022351009704976128
species:coords:index
F-1 : [8.515128  6.6291676 1.8922536] : 39
F-1 : [9.909888  7.7278068 3.9674016] : 25
F-1 : [10.359048   5.0065415  3.9775624] : 63
F-1 : [8.473758  6.6451672 6.0347336] : 33
F-1 : [7.971408  3.9719007 5.1734104] : 31
F-1 : [6.19959   5.4851962 3.84938  ] : 67
F-1 : [7.509246  7.9411348 3.9283216] : 45
F-1 : [7.84848   4.0492321 2.6121072] : 71
!!!atention to nb coordination!!!
         [2.2292897920687924, 2.426647504906036, 2.1393504093695426, 2.216307828206957, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.310991741964563]
         [2.229289792068793, 2.426647504906036, 2.139350409369542, 2.2163078282069573, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.3109917419645623]

ce_symbol  = BO_3:8
ce_fraction=  0.0044546930663544836
species:coords:index
F-1 : [8.515128  6.6291676 1.8922536] : 39
F-1 : [9.909888  7.7278068 3.9674016] : 25
F-1 : [10.359048   5.0065415  3.9775624] : 63
F-1 : [8.473758  6.6451672 6.0347336] : 33
F-1 : [7.971408  3.9719007 5.1734104] : 31
F-1 : [6.19959   5.4851962 3.84938  ] : 67
F-1 : [7.509246  7.9411348 3.9283216] : 45
F-1 : [7.84848   4.0492321 2.6121072] : 71
!!!atention to nb coordination!!!
         [2.2292897920687924, 2.426647504906036, 2.1393504093695426, 2.216307828206957, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.310991741964563]
         [2.229289792068793, 2.426647504906036, 2.139350409369542, 2.2163078282069573, 2.2577456403963527, 2.2198876275951864, 2.2798341880376065, 2.3109917419645623]


**isite= 24
F-1 : [1.910112  5.6051932 0.0594016]


**isite= 25
F-1 : [9.909888  7.7278068 3.9674016]


**isite= 26
F-1 : [ 3.999888  12.2716932  3.9674016]


**isite= 27
F-1 : [7.820112  1.0613068 0.0594016]


**isite= 28
F-1 : [2.061408  2.6945993 5.1734104]


**isite= 29
F-1 : [ 9.758592  10.6384007  1.2654104]


**isite= 30
F-1 : [3.848592  9.3610993 1.2654104]


**isite= 31
F-1 : [7.971408  3.9719007 5.1734104]


**isite= 32
F-1 : [3.346242  6.6878328 2.1267336]


**isite= 33
F-1 : [8.473758  6.6451672 6.0347336]


**isite= 34
F-1 : [2.563758  0.0213328 6.0347336]


**isite= 35
F-1 : [ 9.256242  13.3116672  2.1267336]


**isite= 36
F-1 : [2.605128  0.0373324 1.8922536]


**isite= 37
F-1 : [ 9.214872  13.2956676  5.8002536]


**isite= 38
F-1 : [3.304872  6.7038324 5.8002536]


**isite= 39
F-1 : [8.515128  6.6291676 1.8922536]


**isite= 40
F-1 : [2.873442  3.1172554 0.0750336]


**isite= 41
F-1 : [ 8.946558  10.2157446  3.9830336]


**isite= 42
F-1 : [3.036558  9.7837554 3.9830336]


**isite= 43
F-1 : [8.783442  3.5492446 0.0750336]


**isite= 44
F-1 : [4.310754  5.3918652 0.0203216]


**isite= 45
F-1 : [7.509246  7.9411348 3.9283216]


**isite= 46
F-1 : [ 1.599246  12.0583652  3.9283216]


**isite= 47
F-1 : [10.220754   1.2746348  0.0203216]


**isite= 48
F-1 : [3.692568  4.4985542 4.0111712]


**isite= 49
F-1 : [8.127432  8.8344458 0.1031712]


**isite= 50
F-1 : [ 2.217432  11.1650542  0.1031712]


**isite= 51
F-1 : [9.602568  2.1679458 4.0111712]


**isite= 52
F-1 : [5.069598  3.5719107 5.9839296]


**isite= 53
F-1 : [6.750402  9.7610893 2.0759296]


**isite= 54
F-1 : [ 0.840402  10.2384107  2.0759296]


**isite= 55
F-1 : [10.979598   3.0945893  5.9839296]


**isite= 56
F-1 : [1.048434  4.9318767 5.3367648]


**isite= 57
F-1 : [10.771566   8.4011233  1.4287648]


**isite= 58
F-1 : [ 4.861566  11.5983767  1.4287648]


**isite= 59
F-1 : [6.958434  1.7346233 5.3367648]


**isite= 60
F-1 : [4.449048  1.6599585 3.9775624]


**isite= 61
F-1 : [ 7.370952  11.6730415  0.0695624]


**isite= 62
F-1 : [1.460952  8.3264585 0.0695624]


**isite= 63
F-1 : [10.359048   5.0065415  3.9775624]


**isite= 64
F-1 : [0.28959   1.1813038 3.84938  ]


**isite= 65
F-1 : [11.53041   12.1516962  7.75738  ]


**isite= 66
F-1 : [5.62041   7.8478038 7.75738  ]


**isite= 67
F-1 : [6.19959   5.4851962 3.84938  ]


**isite= 68
F-1 : [1.93848   2.6172679 2.6121072]


**isite= 69
F-1 : [ 9.88152   10.7157321  6.5201072]


**isite= 70
F-1 : [3.97152   9.2837679 6.5201072]


**isite= 71
F-1 : [7.84848   4.0492321 2.6121072]


**isite= 72
F-1 : [5.025864  3.546578  2.0235624]


**isite= 73
F-1 : [6.794136  9.786422  5.9315624]


**isite= 74
F-1 : [ 0.884136  10.213078   5.9315624]


**isite= 75
F-1 : [10.935864   3.119922   2.0235624]


**isite= 76
F-1 : [1.005882  5.1238719 2.6332104]


**isite= 77
F-1 : [10.814118   8.2091281  6.5412104]


**isite= 78
F-1 : [ 4.904118  11.7903719  6.5412104]


**isite= 79
F-1 : [6.915882  1.5426281 2.6332104]

END

